sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.777;-0.444;-9.553;0.29511;-0.28246;0.13969;0.26316;-0.07018;-3.4386;84310;2020-06-05 21:56:04:075
1.295;-0.407;-8.353;-0.39343;-0.37876;1.30717;0.66667;-0.22807;-3.61403;84409;2020-06-05 21:56:04:174
1.247;-0.441;-8.432;-0.40584;-0.3852;1.2342;0.5614;0.07018;-3.40351;84509;2020-06-05 21:56:04:274
1.169;-0.025;-8.223;-0.36215;0.13392;1.46208;0.52632;0.12281;-2.49123;84609;2020-06-05 21:56:04:374
1.224;-0.022;-8.178;-0.18922;0.26887;1.52193;0.40351;-0.26316;-1.73684;84709;2020-06-05 21:56:04:474
1.272;0.124;-7.999;-0.14851;0.28513;1.70289;-0.14035;-0.21053;-0.49123;84809;2020-06-05 21:56:04:574
1.345;0.347;-8.549;-0.17462;0.34682;1.1392;-0.21053;0.38596;0.33333;84909;2020-06-05 21:56:04:674
1.587;0.057;-9.39;0.24236;0.14549;0.32363;-0.05263;-0.01754;1.40351;85009;2020-06-05 21:56:04:774
1.641;-0.122;-9.133;0.12148;-0.00191;0.55447;-0.26316;0.10526;1.82456;85109;2020-06-05 21:56:04:874
1.953;-0.191;-9.924;0.31712;-0.00269;-0.25659;-0.22807;0.05263;2.03509;85209;2020-06-05 21:56:04:974
2.327;-0.341;-11.114;0.66116;-0.10553;-1.45274;-0.35088;0.36842;1.77193;85309;2020-06-05 21:56:05:074
2.573;-0.225;-11.219;0.93287;-0.17437;-1.55061;-0.35088;-0.45614;0.92982;85409;2020-06-05 21:56:05:174
2.757;-0.049;-11.607;1.00571;-0.05488;-1.95799;0.0;0.36842;0.17544;85509;2020-06-05 21:56:05:274
2.873;-0.396;-11.884;0.95776;-0.19327;-2.26833;0.40351;0.08772;-1.14035;85609;2020-06-05 21:56:05:374
2.824;-0.551;-12.185;0.95018;-0.30895;-2.56208;0.35088;-0.05263;-2.10526;85709;2020-06-05 21:56:05:474
2.421;-0.493;-11.746;0.5665;-0.35959;-2.11722;0.57895;-0.4386;-3.22807;85809;2020-06-05 21:56:05:574
2.185;-0.563;-11.491;0.23135;-0.58815;-1.88095;0.4386;0.31579;-3.63158;85909;2020-06-05 21:56:05:674
1.841;-0.172;-11.263;0.02373;-0.41998;-1.62939;0.49123;0.26316;-3.57895;86009;2020-06-05 21:56:05:774
1.501;-0.016;-9.851;-0.46375;-0.2445;-0.2459;0.77193;0.0;-3.07018;86109;2020-06-05 21:56:05:874
1.539;0.14;-10.026;0.07334;0.13125;-0.3295;0.35088;-0.05263;-1.82456;86209;2020-06-05 21:56:05:974
1.398;0.253;-9.349;-0.23614;0.17035;0.32019;-0.03509;0.33333;-0.70175;86309;2020-06-05 21:56:06:074
1.163;0.401;-8.796;-0.38383;0.17878;0.88534;-0.24561;-0.40351;1.31579;86409;2020-06-05 21:56:06:174
0.967;0.274;-8.478;-0.51182;0.01787;1.21312;-0.42105;-0.01754;2.68421;86509;2020-06-05 21:56:06:274
0.753;-0.284;-8.663;-0.66326;-0.38197;1.04035;-0.50877;0.17544;4.57895;86609;2020-06-05 21:56:06:374
0.543;-0.72;-8.354;-1.01456;-0.61087;1.32756;-0.57895;0.10526;5.57895;86709;2020-06-05 21:56:06:474
0.56;-1.567;-8.571;-0.89091;-1.18386;1.12016;-0.94737;-0.08772;6.38597;86809;2020-06-05 21:56:06:574
0.76;-1.587;-9.198;-0.67527;-1.31748;0.49931;-1.35088;0.50877;6.40351;86909;2020-06-05 21:56:06:674
1.381;-1.296;-9.634;0.19601;-1.25409;0.1007;-0.91228;-0.24561;5.64912;87009;2020-06-05 21:56:06:774
1.82;-1.088;-9.587;0.42567;-0.88798;0.11796;-0.5614;0.40351;4.61404;87109;2020-06-05 21:56:06:874
2.619;-1.107;-10.295;1.26046;-0.45506;-0.60481;-0.03509;-0.31579;2.38596;87209;2020-06-05 21:56:06:974
2.949;-0.96;-10.721;1.45995;-0.24284;-1.05462;-0.10526;0.4386;0.49123;87309;2020-06-05 21:56:07:074
2.909;-1.046;-10.968;1.34737;-0.53458;-1.3;0.08772;-0.21053;-2.47368;87409;2020-06-05 21:56:07:174
2.524;-1.239;-11.025;0.85504;-0.95971;-1.36545;0.4386;0.01754;-4.38596;87509;2020-06-05 21:56:07:274
1.673;-1.765;-11.371;-0.13139;-1.55967;-1.73396;1.33333;0.14035;-6.75439;87609;2020-06-05 21:56:07:374
1.07;-2.597;-11.25;-0.96102;-2.28662;-1.661;1.64912;-0.05263;-8.12281;87709;2020-06-05 21:56:07:474
0.354;-2.679;-11.129;-1.55623;-2.61905;-1.51038;1.4386;-0.40351;-8.7193;87809;2020-06-05 21:56:07:574
0.165;-2.473;-11.034;-1.64988;-2.74227;-1.40051;1.15789;0.24561;-8.59649;87909;2020-06-05 21:56:07:674
0.15;-1.321;-10.581;-1.00999;-1.46992;-0.84434;1.26316;-0.4386;-7.77193;88009;2020-06-05 21:56:07:774
0.448;-0.818;-10.257;-0.87577;-0.73348;-0.54047;0.92982;0.49123;-5.68421;88109;2020-06-05 21:56:07:874
0.843;0.462;-9.748;-0.34481;0.63542;-0.0151;0.57895;-0.50877;-3.57895;88209;2020-06-05 21:56:07:974
0.89;0.877;-9.067;-0.43623;0.93997;0.64935;0.05263;0.12281;-0.33333;88309;2020-06-05 21:56:08:074
0.907;0.673;-9.462;-0.08213;0.76742;0.29418;-0.10526;-0.52632;1.92982;88409;2020-06-05 21:56:08:174
0.356;-0.053;-9.097;-1.00484;-0.2253;0.61325;-0.96491;0.5614;5.07018;88509;2020-06-05 21:56:08:274
0.004;-1.055;-9.313;-1.20595;-1.2823;0.41607;-0.96491;-0.7193;6.91228;88609;2020-06-05 21:56:08:374
-0.399;-2.159;-10.13;-1.79982;-2.45973;-0.42857;-1.40351;0.68421;8.70175;88709;2020-06-05 21:56:08:474
-0.614;-2.949;-9.441;-2.13739;-3.03136;0.24625;-1.49123;-0.80702;9.57895;88809;2020-06-05 21:56:08:574
0.067;-3.029;-11.035;-1.07836;-3.14116;-1.29611;-1.21053;0.22807;9.54386;88908;2020-06-05 21:56:08:673
0.445;-2.913;-9.969;-1.29415;-2.99296;-0.31813;-1.45614;-0.07018;8.33333;89009;2020-06-05 21:56:08:774
1.81;-2.124;-11.143;0.413;-2.04264;-1.4367;-1.0;-0.21053;6.92982;89109;2020-06-05 21:56:08:874
2.344;-1.517;-10.295;0.46357;-1.40502;-0.67098;-0.73684;0.22807;4.0;89209;2020-06-05 21:56:08:974
3.07;-0.853;-10.931;1.46563;-0.58873;-1.26009;-0.21053;-0.40351;1.77193;89309;2020-06-05 21:56:09:074
2.971;-1.019;-10.119;1.09913;-0.66151;-0.4993;0.50877;-0.24561;-1.98246;89410;2020-06-05 21:56:09:175
2.437;-1.751;-10.797;0.64765;-1.37889;-1.16216;0.5614;-0.08772;-4.15789;89509;2020-06-05 21:56:09:274
1.564;-1.934;-9.704;-0.39302;-1.82659;-0.09521;0.91228;-0.33333;-6.78947;89609;2020-06-05 21:56:09:374
0.598;-2.394;-10.084;-0.84017;-2.27269;-0.38413;1.15789;-0.38596;-7.98246;89709;2020-06-05 21:56:09:474
-0.083;-2.686;-9.318;-1.68978;-2.24594;0.34611;1.57895;-0.10526;-8.73684;89809;2020-06-05 21:56:09:574
-0.136;-2.56;-9.754;-1.80868;-1.89603;-0.11389;1.22807;0.0;-8.45614;89909;2020-06-05 21:56:09:674
-0.1;-1.507;-9.095;-2.02811;-1.16037;0.51399;1.0;-0.07018;-7.78947;90009;2020-06-05 21:56:09:774
0.189;-0.69;-9.119;-1.79149;-0.62971;0.48539;0.96491;0.14035;-5.80702;90109;2020-06-05 21:56:09:874
0.714;0.132;-9.095;-1.04987;0.0827;0.55159;0.77193;-0.35088;-4.08772;90209;2020-06-05 21:56:09:974
1.061;0.476;-9.366;-0.77645;0.3065;0.26548;0.05263;0.49123;-1.31579;90309;2020-06-05 21:56:10:074
1.084;0.671;-9.118;-0.91491;0.35975;0.47772;-0.22807;0.0;0.5614;90409;2020-06-05 21:56:10:174
1.167;0.286;-10.372;-0.36735;-0.02981;-0.69127;-0.50877;-0.08772;3.22807;90509;2020-06-05 21:56:10:274
0.948;-0.154;-9.944;-0.89007;-0.41185;-0.3146;-0.77193;0.26316;4.64912;90609;2020-06-05 21:56:10:374
1.011;-0.945;-11.058;-0.72929;-0.85748;-1.4074;-0.78947;-0.05263;6.03509;90709;2020-06-05 21:56:10:474
1.134;-1.476;-11.176;-0.63337;-1.19547;-1.534;-1.14035;0.07018;6.57895;90809;2020-06-05 21:56:10:574
1.504;-1.473;-11.497;-0.11758;-1.35418;-1.82608;-1.38596;0.10526;6.35088;90909;2020-06-05 21:56:10:674
1.872;-1.249;-11.506;0.49004;-1.24394;-1.79721;-0.78947;-0.35088;5.42105;91009;2020-06-05 21:56:10:774
2.39;-0.957;-11.208;0.82371;-0.91902;-1.52731;-0.61404;0.38596;4.35088;91109;2020-06-05 21:56:10:874
2.673;-0.879;-11.121;1.18198;-0.70341;-1.42995;-0.22807;-0.31579;2.40351;91209;2020-06-05 21:56:10:974
2.845;-0.69;-11.157;1.34525;-0.5281;-1.46706;-0.2807;0.2807;0.98246;91309;2020-06-05 21:56:11:074
2.572;-0.519;-10.137;1.01581;-0.50126;-0.45462;-0.01754;-0.38596;-0.94737;91409;2020-06-05 21:56:11:174
2.179;-0.411;-9.633;0.61431;-0.44498;0.04796;0.26316;0.17544;-2.01754;91509;2020-06-05 21:56:11:274
1.942;-0.524;-9.547;0.5019;-0.37333;0.15217;0.68421;-0.24561;-3.10526;91609;2020-06-05 21:56:11:374
1.568;-0.739;-9.044;-0.10296;-0.38509;0.61276;0.61404;0.22807;-3.49123;91709;2020-06-05 21:56:11:474
1.273;-0.525;-8.231;-0.4385;-0.22629;1.42052;0.52632;-0.59649;-3.52632;91809;2020-06-05 21:56:11:574
1.248;-0.185;-8.516;-0.25667;-0.04472;1.17352;0.2807;0.08772;-3.15789;91909;2020-06-05 21:56:11:674
1.177;-0.015;-8.024;-0.43043;0.05651;1.64975;0.35088;-0.05263;-2.21053;92009;2020-06-05 21:56:11:774
1.29;0.14;-8.342;-0.44528;0.20786;1.30966;0.24561;0.22807;-1.4386;92109;2020-06-05 21:56:11:874
1.321;0.205;-8.247;-0.43477;0.31739;1.40054;0.19298;-0.35088;-0.19298;92210;2020-06-05 21:56:11:975
1.62;-0.009;-9.336;-0.01472;0.20997;0.33096;-0.01754;0.15789;0.50877;92310;2020-06-05 21:56:12:075
1.57;-0.04;-8.933;-0.36162;0.05748;0.68104;-0.4386;-0.01754;1.33333;92409;2020-06-05 21:56:12:174
1.855;0.061;-10.024;0.11875;0.01624;-0.37238;-0.40351;-0.15789;1.66667;92509;2020-06-05 21:56:12:274
2.069;-0.099;-10.305;0.23493;-0.09431;-0.67138;-0.19298;0.12281;1.7193;92609;2020-06-05 21:56:12:374
2.445;-0.213;-11.216;0.54637;-0.05003;-1.59628;-0.15789;0.08772;1.4386;92709;2020-06-05 21:56:12:474
2.565;-0.223;-11.052;0.52596;0.02263;-1.46282;0.0;-0.26316;0.63158;92809;2020-06-05 21:56:12:574
2.853;-0.435;-12.03;0.9187;-0.18093;-2.41936;-0.07018;0.15789;-0.14035;92909;2020-06-05 21:56:12:674
2.731;-0.159;-11.678;0.72846;-0.14818;-2.078;0.05263;-0.14035;-1.35088;93009;2020-06-05 21:56:12:774
2.587;-0.138;-11.739;0.6185;-0.16955;-2.132;0.47368;0.03509;-2.07018;93109;2020-06-05 21:56:12:874
2.29;-0.43;-11.277;0.38566;-0.31934;-1.65766;0.66667;-0.38596;-2.77193;93209;2020-06-05 21:56:12:974
2.163;-0.392;-11.474;0.19681;-0.32751;-1.86669;0.40351;0.42105;-3.0;93309;2020-06-05 21:56:13:074
1.765;-0.045;-10.376;-0.0136;-0.15062;-0.73256;0.42105;-0.5614;-2.66667;93409;2020-06-05 21:56:13:174
1.654;0.114;-10.132;0.06668;-0.05593;-0.45615;0.26316;0.0;-2.10526;93509;2020-06-05 21:56:13:274
1.425;0.383;-9.185;-0.30062;0.21043;0.46709;0.26316;0.0;-0.75439;93609;2020-06-05 21:56:13:374
1.398;0.332;-9.194;-0.28077;0.28505;0.46778;0.12281;0.05263;0.29825;93709;2020-06-05 21:56:13:474
1.199;0.083;-8.691;-0.2492;0.21191;1.00728;-0.17544;-0.49123;2.05263;93809;2020-06-05 21:56:13:574
1.047;-0.067;-8.809;-0.42149;0.02961;0.8866;-0.59649;0.4386;3.14035;93909;2020-06-05 21:56:13:674
0.776;-0.417;-8.237;-0.918;-0.38577;1.42218;-0.75439;-0.15789;4.5614;94009;2020-06-05 21:56:13:774
0.863;-0.852;-8.733;-0.55311;-0.71814;0.96994;-0.68421;-0.26316;5.21053;94109;2020-06-05 21:56:13:874
0.944;-1.146;-8.703;-0.52294;-0.95578;0.99145;-0.87719;0.08772;5.54386;94209;2020-06-05 21:56:13:974
1.284;-1.088;-9.203;-0.00734;-0.8338;0.51493;-0.63158;-0.10526;5.29825;94309;2020-06-05 21:56:14:074
1.82;-1.091;-9.291;0.25692;-0.60161;0.3779;-0.57895;0.33333;4.14035;94409;2020-06-05 21:56:14:174
2.332;-1.049;-10.042;0.88939;-0.48463;-0.35847;-0.50877;-0.10526;2.94737;94509;2020-06-05 21:56:14:274
2.739;-0.616;-10.337;1.39584;-0.17371;-0.63284;-0.15789;-0.08772;0.68421;94609;2020-06-05 21:56:14:374
2.843;-0.691;-10.639;1.33268;-0.25896;-0.95898;0.15789;0.24561;-1.0;94710;2020-06-05 21:56:14:475
2.587;-1.075;-10.83;0.84756;-0.57202;-1.19196;0.68421;-0.17544;-3.54386;94809;2020-06-05 21:56:14:574
2.245;-1.343;-11.365;0.57206;-0.79186;-1.71783;0.89474;-0.21053;-5.08772;94909;2020-06-05 21:56:14:674
1.431;-1.982;-11.016;-0.60854;-1.5935;-1.43165;1.15789;-0.24561;-6.89474;95009;2020-06-05 21:56:14:774
1.054;-2.135;-11.329;-0.89557;-2.06695;-1.71833;1.0;-0.14035;-7.63158;95109;2020-06-05 21:56:14:874
0.562;-1.981;-10.78;-1.43544;-2.32275;-1.18501;1.33333;0.24561;-7.77193;95209;2020-06-05 21:56:14:974
0.494;-1.365;-10.722;-1.03881;-1.53394;-1.03736;1.4386;-0.19298;-7.24561;95309;2020-06-05 21:56:15:074
0.638;-0.858;-10.399;-0.79964;-0.79524;-0.6985;0.98246;0.08772;-5.68421;95409;2020-06-05 21:56:15:174
0.924;0.149;-9.727;-0.39623;0.27881;-0.01049;0.63158;-0.24561;-4.15789;95509;2020-06-05 21:56:15:274
1.082;0.617;-9.711;-0.20606;0.56413;0.01055;-0.01754;0.17544;-1.14035;95609;2020-06-05 21:56:15:374
0.984;0.812;-9.408;-0.30885;0.6634;0.31192;-0.05263;-0.07018;0.92982;95709;2020-06-05 21:56:15:474
0.816;0.338;-9.262;-0.51657;0.2857;0.45355;-0.36842;0.03509;3.91228;95809;2020-06-05 21:56:15:574
0.393;-0.773;-9.464;-0.91811;-0.71473;0.25444;-0.78947;0.05263;5.64912;95909;2020-06-05 21:56:15:674
0.119;-1.423;-9.921;-1.04431;-1.40501;-0.18361;-1.29825;0.24561;7.64912;96009;2020-06-05 21:56:15:774
-0.175;-2.275;-9.668;-1.36815;-2.33554;0.06561;-1.47368;0.0;8.45614;96109;2020-06-05 21:56:15:874
0.122;-2.636;-10.386;-0.96439;-2.7849;-0.64085;-1.26316;0.17544;8.73684;96209;2020-06-05 21:56:15:974
0.719;-2.618;-10.263;-0.68319;-2.83368;-0.55951;-1.33333;0.03509;8.24561;96309;2020-06-05 21:56:16:074
1.358;-2.116;-10.458;-0.16451;-2.30855;-0.77217;-1.03509;0.07018;6.5614;96409;2020-06-05 21:56:16:174
2.353;-1.363;-10.599;0.62281;-1.29869;-0.9464;-0.63158;0.17544;4.94737;96509;2020-06-05 21:56:16:274
2.761;-1.144;-10.257;0.8946;-0.85624;-0.63389;-0.17544;-0.10526;1.96491;96609;2020-06-05 21:56:16:374
2.99;-1.042;-10.497;1.30797;-0.62492;-0.84468;0.03509;-0.21053;-0.17544;96709;2020-06-05 21:56:16:474
2.693;-1.114;-10.425;0.92842;-0.81595;-0.78302;0.40351;0.10526;-3.5614;96809;2020-06-05 21:56:16:574
1.83;-1.617;-10.125;0.0564;-1.49425;-0.48085;0.77193;-0.22807;-5.31579;96909;2020-06-05 21:56:16:674
1.192;-1.932;-9.953;-0.48069;-1.80632;-0.29087;1.21053;-0.10526;-7.24561;97009;2020-06-05 21:56:16:774
0.369;-2.445;-9.598;-1.46142;-2.10974;0.03048;1.47368;0.21053;-7.92982;97109;2020-06-05 21:56:16:874
0.143;-2.293;-9.68;-1.44186;-1.71076;-0.0198;1.17544;-0.49123;-8.12281;97209;2020-06-05 21:56:16:974
0.105;-1.661;-9.325;-1.75474;-1.2875;0.29645;0.92982;0.35088;-7.64912;97309;2020-06-05 21:56:17:074
0.227;-0.843;-8.988;-1.631;-0.71452;0.64017;0.92982;-0.40351;-6.03509;97409;2020-06-05 21:56:17:174
0.737;-0.039;-9.353;-1.03434;-0.0344;0.29235;0.7193;0.24561;-4.57895;97509;2020-06-05 21:56:17:274
0.927;0.375;-8.984;-1.05093;0.35802;0.6211;0.47368;-0.05263;-1.98246;97609;2020-06-05 21:56:17:374
1.283;0.538;-9.846;-0.44628;0.52244;-0.19304;0.05263;-0.10526;-0.19298;97709;2020-06-05 21:56:17:474
1.154;0.465;-9.361;-0.63417;0.36792;0.28076;-0.42105;-0.26316;2.35088;97809;2020-06-05 21:56:17:574
1.102;0.004;-10.315;-0.66861;-0.11018;-0.6702;-0.68421;0.26316;3.82456;97909;2020-06-05 21:56:17:674
0.997;-0.538;-10.226;-0.76443;-0.51098;-0.57888;-0.7193;-0.35088;5.59649;98009;2020-06-05 21:56:17:774
1.254;-1.239;-11.362;-0.16959;-0.98197;-1.66263;-0.82456;0.01754;6.15789;98109;2020-06-05 21:56:17:874
1.286;-1.387;-10.872;-0.24305;-1.1883;-1.18732;-1.10526;-0.17544;6.19298;98209;2020-06-05 21:56:17:974
1.849;-1.224;-11.607;0.55996;-1.2;-1.88546;-0.94737;-0.03509;5.75439;98309;2020-06-05 21:56:18:074
2.127;-1.149;-11.107;0.58051;-1.23619;-1.42345;-0.82456;-0.07018;4.4386;98409;2020-06-05 21:56:18:174
2.59;-0.833;-11.575;1.25788;-0.97458;-1.86028;-0.54386;-0.21053;3.29825;98509;2020-06-05 21:56:18:274
2.68;-0.542;-10.615;1.19486;-0.65409;-0.92211;-0.08772;-0.21053;1.36842;98609;2020-06-05 21:56:18:374
2.718;-0.545;-10.794;1.15254;-0.56354;-1.11312;0.05263;0.31579;0.05263;98709;2020-06-05 21:56:18:474
2.372;-0.535;-9.894;0.80394;-0.45926;-0.21382;0.31579;-0.49123;-1.64912;98809;2020-06-05 21:56:18:574
2.174;-0.55;-10.048;0.81707;-0.41502;-0.33662;0.35088;-0.10526;-2.52632;98909;2020-06-05 21:56:18:674
1.619;-0.583;-8.699;-0.0698;-0.46029;0.96037;0.57895;-0.19298;-3.35088;99009;2020-06-05 21:56:18:774
1.539;-0.503;-9.216;0.00529;-0.36118;0.46894;0.54386;-0.05263;-3.5614;99109;2020-06-05 21:56:18:874
1.251;-0.282;-8.419;-0.38448;-0.08004;1.2482;0.68421;-0.15789;-3.24561;99209;2020-06-05 21:56:18:974
1.314;-0.254;-8.654;-0.27391;0.04197;1.01871;0.52632;-0.01754;-2.80702;99309;2020-06-05 21:56:19:074
1.284;-0.019;-8.196;-0.5446;0.09337;1.438;0.10526;-0.05263;-1.84211;99409;2020-06-05 21:56:19:174
1.388;0.208;-8.657;-0.27511;0.17685;1.00755;0.03509;-0.12281;-1.07018;99509;2020-06-05 21:56:19:274
1.474;0.207;-8.757;-0.23521;0.09673;0.89892;0.0;-0.01754;0.08772;99609;2020-06-05 21:56:19:374
1.622;0.152;-9.334;-0.05655;0.0741;0.32761;-0.08772;0.03509;0.73684;99709;2020-06-05 21:56:19:474
1.764;-0.02;-9.477;-0.12344;0.02865;0.14618;-0.08772;0.0;1.4386;99809;2020-06-05 21:56:19:574
2.047;-0.21;-10.479;0.35785;-0.03945;-0.82042;-0.19298;-0.17544;1.61404;99909;2020-06-05 21:56:19:674
2.181;-0.244;-10.582;0.32791;-0.15944;-0.95239;-0.45614;-0.03509;1.4386;100009;2020-06-05 21:56:19:774
2.473;-0.067;-11.314;0.76369;-0.09246;-1.6575;-0.19298;-0.10526;1.12281;100109;2020-06-05 21:56:19:874
2.63;-0.226;-11.249;0.7843;-0.16842;-1.61778;0.05263;-0.10526;0.29825;100209;2020-06-05 21:56:19:974
2.785;-0.243;-11.872;1.11297;-0.12623;-2.20965;0.08772;-0.12281;-0.36842;100309;2020-06-05 21:56:20:074
2.593;-0.304;-11.274;0.79363;-0.18894;-1.63453;0.2807;-0.22807;-1.4386;100409;2020-06-05 21:56:20:174
2.553;-0.304;-11.788;0.9452;-0.23373;-2.1143;0.19298;-0.07018;-1.98246;100509;2020-06-05 21:56:20:274
2.129;-0.01;-10.82;0.50381;-0.0746;-1.14917;0.42105;-0.14035;-2.38596;100609;2020-06-05 21:56:20:374
1.983;-0.084;-10.684;0.36573;-0.03405;-1.01175;0.59649;0.03509;-2.33333;100709;2020-06-05 21:56:20:474
1.766;-0.039;-9.987;0.17769;0.17634;-0.31222;0.40351;-0.22807;-1.84211;100809;2020-06-05 21:56:20:574
1.698;0.143;-9.975;0.16792;0.33629;-0.29038;0.14035;0.08772;-1.24561;100909;2020-06-05 21:56:20:674
1.444;0.215;-8.905;-0.15796;0.30757;0.76948;0.0;-0.42105;0.03509;101009;2020-06-05 21:56:20:774
1.409;0.278;-9.203;-0.00716;0.29609;0.50085;-0.26316;0.03509;1.01754;101109;2020-06-05 21:56:20:874
1.128;0.177;-8.443;-0.42546;0.16546;1.23982;-0.2807;-0.01754;2.52632;101209;2020-06-05 21:56:20:974
1.149;-0.19;-8.747;-0.36255;-0.05704;0.94155;-0.35088;0.03509;3.42105;101309;2020-06-05 21:56:21:074
0.991;-0.621;-8.321;-0.67429;-0.38929;1.34045;-0.7193;-0.08772;4.36842;101409;2020-06-05 21:56:21:174
1.14;-0.768;-9.049;-0.26922;-0.53761;0.65313;-0.77193;-0.05263;4.7193;101509;2020-06-05 21:56:21:274
1.334;-0.796;-8.788;-0.33996;-0.57971;0.8723;-0.80702;0.42105;4.70175;101609;2020-06-05 21:56:21:374
1.721;-0.922;-9.398;0.31159;-0.51937;0.29849;-0.38596;-0.12281;3.94737;101709;2020-06-05 21:56:21:474
2.202;-0.836;-9.629;0.7052;-0.22817;0.04367;-0.35088;0.22807;3.01754;101809;2020-06-05 21:56:21:574
2.575;-0.711;-10.349;1.11678;-0.08188;-0.6718;-0.22807;0.19298;1.14035;101909;2020-06-05 21:56:21:674
2.734;-0.676;-10.33;1.03156;-0.12989;-0.68771;-0.01754;0.12281;-0.31579;102009;2020-06-05 21:56:21:774
2.719;-0.754;-10.856;1.19107;-0.24963;-1.18225;0.31579;-0.26316;-2.59649;102109;2020-06-05 21:56:21:874
2.266;-1.045;-10.716;0.32436;-0.68751;-1.11013;0.59649;0.40351;-4.03509;102208;2020-06-05 21:56:21:973
1.94;-1.438;-11.181;-0.01055;-1.11124;-1.57584;1.01754;-0.17544;-5.78947;102309;2020-06-05 21:56:22:074
1.333;-1.654;-11.11;-0.59568;-1.57415;-1.49521;1.01754;-0.14035;-6.57895;102409;2020-06-05 21:56:22:174
0.976;-1.596;-10.959;-0.8987;-1.68292;-1.3336;1.15789;0.08772;-7.0;102509;2020-06-05 21:56:22:274
0.791;-1.197;-10.685;-0.69993;-1.30337;-0.99293;1.10526;-0.40351;-6.73684;102609;2020-06-05 21:56:22:374
0.843;-0.781;-10.54;-0.73105;-0.83445;-0.86064;0.96491;0.49123;-5.52632;102709;2020-06-05 21:56:22:474
0.987;-0.021;-9.862;-0.50005;0.1208;-0.16979;0.89474;-0.21053;-4.24561;102809;2020-06-05 21:56:22:574
1.198;0.439;-10.011;-0.15326;0.64016;-0.29997;0.26316;0.22807;-1.66667;102909;2020-06-05 21:56:22:674
1.122;0.602;-9.167;-0.43213;0.72638;0.51492;0.0;0.03509;0.14035;103009;2020-06-05 21:56:22:774
1.102;0.383;-9.777;-0.32411;0.40062;-0.07461;-0.61404;0.26316;2.85965;103109;2020-06-05 21:56:22:874
0.617;-0.225;-9.313;-0.69647;-0.33092;0.40472;-0.70175;-0.38596;4.57895;103209;2020-06-05 21:56:22:974
0.478;-0.857;-9.826;-0.69543;-0.88439;-0.08984;-0.89474;0.31579;6.61404;103309;2020-06-05 21:56:23:074
0.15;-1.795;-9.409;-1.19655;-1.71241;0.30441;-1.15789;0.22807;7.50877;103409;2020-06-05 21:56:23:174
0.39;-2.266;-10.433;-0.66055;-2.22256;-0.68287;-1.29825;0.26316;8.0;103509;2020-06-05 21:56:23:274
0.653;-2.127;-9.768;-0.92932;-2.33395;-0.09206;-1.50877;0.40351;7.70175;103609;2020-06-05 21:56:23:374
1.3;-1.947;-10.331;-0.00285;-2.01861;-0.61154;-0.73684;-0.26316;6.52632;103709;2020-06-05 21:56:23:474
2.099;-1.436;-9.961;0.47775;-1.21486;-0.29182;-0.57895;0.54386;5.14035;103809;2020-06-05 21:56:23:574
2.661;-1.227;-10.616;1.23951;-0.78294;-0.92309;-0.24561;-0.05263;2.52632;103909;2020-06-05 21:56:23:674
2.877;-0.933;-10.2;1.2681;-0.45782;-0.53791;-0.14035;0.29825;0.52632;104009;2020-06-05 21:56:23:774
2.8;-0.986;-10.501;1.35903;-0.57471;-0.80952;0.17544;-0.21053;-2.63158;104109;2020-06-05 21:56:23:874
2.031;-1.183;-9.725;0.2937;-0.94488;-0.0764;0.57895;0.21053;-4.36842;104209;2020-06-05 21:56:23:974
1.579;-1.605;-10.301;-0.10715;-1.22313;-0.64794;1.22807;-0.01754;-6.35088;104309;2020-06-05 21:56:24:074
0.792;-2.185;-9.787;-1.09291;-1.7007;-0.1754;1.2807;-0.17544;-7.21053;104409;2020-06-05 21:56:24:174
0.541;-2.085;-9.98;-1.33331;-1.7706;-0.35926;1.01754;0.03509;-7.68421;104509;2020-06-05 21:56:24:274
0.28;-1.406;-9.399;-1.34163;-1.36592;0.27256;0.98246;-0.38596;-7.36842;104609;2020-06-05 21:56:24:374
0.402;-0.922;-9.526;-1.13241;-0.86157;0.15968;1.03509;0.35088;-6.08772;104709;2020-06-05 21:56:24:474
0.718;-0.266;-9.136;-1.08131;-0.07621;0.50231;0.98246;0.12281;-4.80702;104809;2020-06-05 21:56:24:574
1.042;0.187;-9.561;-0.60529;0.41806;0.10355;0.42105;0.05263;-2.52632;104909;2020-06-05 21:56:24:674
1.13;0.603;-8.948;-0.71137;0.72871;0.68341;0.14035;0.17544;-0.82456;105009;2020-06-05 21:56:24:774
1.379;0.423;-10.182;-0.12762;0.53973;-0.49248;-0.36842;0.17544;1.63158;105109;2020-06-05 21:56:24:874
1.063;0.219;-9.441;-0.77638;0.17911;0.19152;-0.64912;0.2807;3.08772;105209;2020-06-05 21:56:24:974
1.216;-0.448;-10.841;-0.20157;-0.26195;-1.13913;-0.47368;-0.08772;5.01754;105309;2020-06-05 21:56:25:074
