sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.749;1.047;-10.254;0.7986;-0.0666;-0.5572;-0.3158;0.4035;0.3509;3006;2020-06-05 23:06:31:190
1.503;1.103;-10.021;-0.121;-0.342;-0.4583;-0.0877;0.5088;-0.0175;3105;2020-06-05 23:06:31:289
1.239;1.453;-9.456;-0.2597;0.1158;0.1428;0.4737;-1.2281;0.2456;3205;2020-06-05 23:06:31:389
1.517;0.604;-9.186;0.2015;-0.3701;0.4831;0.2456;0.1053;-0.1754;3306;2020-06-05 23:06:31:490
1.938;0.703;-10.668;0.5202;-0.0316;-0.9922;0.3509;0.4211;-0.0351;3406;2020-06-05 23:06:31:590
1.732;0.056;-9.374;-0.1422;-0.108;0.2505;0.7544;-0.0351;0.1754;3506;2020-06-05 23:06:31:690
1.826;-0.249;-9.455;0.1335;0.1697;0.1954;0.5614;-0.9474;0.3158;3606;2020-06-05 23:06:31:790
1.935;-0.453;-9.943;-0.0661;-0.1302;-0.3481;-0.9123;1.0526;0.2632;3706;2020-06-05 23:06:31:890
1.789;0.184;-9.343;-0.2891;-0.097;0.2368;-0.6667;-0.9474;0.4386;3806;2020-06-05 23:06:31:990
1.816;0.381;-9.458;0.1354;-0.2399;0.1836;0.1404;-0.3333;0.5965;3906;2020-06-05 23:06:32:090
1.969;0.118;-9.89;0.2029;-0.2027;-0.249;0.4737;0.1404;0.5614;4006;2020-06-05 23:06:32:190
2.17;-0.307;-10.519;-0.1979;0.1531;-1.0137;0.2982;0.9123;0.4035;4106;2020-06-05 23:06:32:290
2.06;-0.59;-9.5;-0.1864;-0.0049;0.0279;0.0;-1.4912;0.2105;4206;2020-06-05 23:06:32:390
2.122;-0.174;-10.257;0.2778;-0.2417;-0.6256;-0.9649;0.4035;-0.2281;4306;2020-06-05 23:06:32:490
1.996;0.554;-9.913;0.0833;-0.0795;-0.3156;-0.1579;-0.0351;-0.2982;4406;2020-06-05 23:06:32:590
2.078;0.05;-10.081;0.1611;-0.2709;-0.4689;0.807;-0.1228;-0.4211;4506;2020-06-05 23:06:32:690
2.002;-0.294;-9.738;0.096;-0.0845;-0.1206;0.7018;-0.6316;-0.5439;4605;2020-06-05 23:06:32:789
2.075;-0.436;-10.415;0.0356;0.0224;-0.8337;0.1053;0.7719;-0.7193;4705;2020-06-05 23:06:32:889
1.914;-0.249;-9.403;-0.188;-0.122;0.1749;-0.4386;-1.2982;-0.7193;4806;2020-06-05 23:06:32:990
2.506;0.694;-9.451;0.7602;0.0343;0.1764;-0.2632;0.4912;-0.4912;4906;2020-06-05 23:06:33:090
1.631;0.591;-9.324;-0.2711;-0.0114;0.2775;0.7193;-0.0175;-0.1053;5006;2020-06-05 23:06:33:190
2.006;-0.314;-10.231;-0.0473;-0.026;-0.646;0.4386;0.7368;0.1404;5106;2020-06-05 23:06:33:290
1.778;-0.392;-9.075;-0.2381;0.1464;0.5071;0.0702;-1.5263;0.3333;5206;2020-06-05 23:06:33:390
1.753;-0.175;-9.56;-0.2398;-0.0062;0.0406;-0.8246;1.193;0.5088;5306;2020-06-05 23:06:33:490
1.782;0.128;-9.251;-0.3155;-0.1623;0.3243;-0.5263;-0.9474;0.6842;5405;2020-06-05 23:06:33:589
1.885;0.463;-10.017;0.3059;0.0459;-0.3473;0.193;0.2281;0.9649;5506;2020-06-05 23:06:33:690
1.793;0.12;-9.154;-0.0206;0.1845;0.4833;0.8246;-0.1754;1.1053;5606;2020-06-05 23:06:33:790
2.13;-0.547;-10.376;-0.0601;0.2481;-0.8501;-0.2456;1.2456;0.807;5706;2020-06-05 23:06:33:890
1.957;-0.515;-9.261;-0.234;0.1554;0.2742;-0.4737;-1.6491;0.6667;5806;2020-06-05 23:06:33:990
2.102;-0.019;-10.288;0.4847;0.0065;-0.6157;-0.7018;0.9474;0.3333;5906;2020-06-05 23:06:34:090
1.895;0.33;-9.07;-0.2693;-0.0089;0.4888;0.0;-0.2281;0.1228;6006;2020-06-05 23:06:34:190
2.269;-0.017;-10.914;0.3487;0.1896;-1.2994;0.7018;0.8596;-0.2281;6106;2020-06-05 23:06:34:290
2.081;-0.584;-9.601;0.0729;0.1869;-0.0332;0.7544;-1.0;-0.4912;6206;2020-06-05 23:06:34:390
2.127;-0.547;-10.211;-0.1061;0.09;-0.6833;-0.6316;1.0351;-1.1228;6305;2020-06-05 23:06:34:489
1.956;-0.047;-9.56;-0.3261;-0.0708;-0.0226;-0.4561;-1.193;-1.2281;6405;2020-06-05 23:06:34:589
1.978;0.238;-10.407;0.4106;-0.2154;-0.737;0.2105;0.8772;-1.2105;6506;2020-06-05 23:06:34:690
1.781;0.254;-9.305;-0.2574;-0.0317;0.2832;0.8246;0.0;-1.1053;6606;2020-06-05 23:06:34:790
2.063;-0.278;-10.668;0.0533;-0.053;-1.0721;0.7018;0.4035;-1.0175;6706;2020-06-05 23:06:34:890
1.828;-0.339;-9.383;-0.2586;0.1144;0.1884;0.1053;-1.2807;-0.7895;6805;2020-06-05 23:06:34:989
1.948;0.089;-10.716;0.4184;-0.0436;-1.0303;-0.8246;1.5263;-0.5439;6906;2020-06-05 23:06:35:090
1.577;0.348;-8.63;-0.6049;-0.3278;0.9069;-0.2632;-0.6316;-0.1404;7006;2020-06-05 23:06:35:190
1.832;0.316;-10.077;0.3148;-0.1144;-0.398;0.5614;0.386;0.4561;7106;2020-06-05 23:06:35:290
1.82;-0.01;-9.56;0.1262;0.0839;0.0988;0.5789;-0.2105;0.7544;7206;2020-06-05 23:06:35:390
2.004;-0.458;-10.073;-0.0456;-0.0518;-0.4915;-0.2281;0.8596;0.9298;7306;2020-06-05 23:06:35:490
2.344;-0.694;-10.872;0.435;-0.5825;-1.2536;-0.614;0.193;0.8772;7406;2020-06-05 23:06:35:590
1.823;0.123;-9.95;-0.172;0.1102;-0.3484;0.2105;-0.5614;-0.4211;7505;2020-06-05 23:06:35:689
1.946;0.183;-10.461;0.0361;0.3607;-0.8438;0.0;0.2456;-0.0702;7606;2020-06-05 23:06:35:790
2.456;-0.428;-9.115;0.1838;-0.2798;0.4236;0.0702;-0.5439;-0.2807;7706;2020-06-05 23:06:35:890
1.921;0.325;-10.445;0.1174;0.4061;-0.806;-0.1754;-0.2456;-0.193;7806;2020-06-05 23:06:35:990
2.087;0.099;-9.877;0.3205;-0.1064;-0.233;-0.2281;0.3158;0.0351;7906;2020-06-05 23:06:36:090
1.766;0.175;-9.453;-0.289;-0.0389;0.1335;0.2807;0.0175;0.2105;8006;2020-06-05 23:06:36:190
1.981;-0.135;-10.546;0.2612;0.0424;-0.893;0.0702;0.2982;0.2281;8106;2020-06-05 23:06:36:290
1.867;-0.28;-9.84;-0.0416;-0.1077;-0.2224;-0.2105;-0.0526;0.2632;8205;2020-06-05 23:06:36:389
1.819;-0.082;-9.836;-0.0973;0.0653;-0.2195;0.0;0.0877;0.2456;8306;2020-06-05 23:06:36:490
2.183;-0.096;-9.966;0.2849;0.0045;-0.3453;-0.2456;-0.0175;0.2632;8406;2020-06-05 23:06:36:590
1.879;0.064;-9.956;0.1128;-0.0044;-0.3099;0.0175;-0.0351;0.2632;8506;2020-06-05 23:06:36:690
2.063;0.164;-10.135;0.2411;0.2474;-0.4994;0.2632;0.3333;0.2105;8606;2020-06-05 23:06:36:790
1.984;-0.062;-10.076;0.017;0.1769;-0.4716;0.0;-0.0526;0.1228;8706;2020-06-05 23:06:36:890
1.959;-0.087;-10.069;0.0924;0.1197;-0.4439;-0.0877;-0.2105;0.1228;8805;2020-06-05 23:06:36:989
2.105;-0.158;-9.921;0.2263;0.0353;-0.2979;-0.0351;0.0702;0.0;8906;2020-06-05 23:06:37:090
1.972;0.032;-9.891;0.016;0.1157;-0.2818;-0.0877;0.0;-0.0175;9005;2020-06-05 23:06:37:189
1.996;0.08;-9.72;0.1232;0.1696;-0.0942;0.1404;-0.1053;-0.0351;9106;2020-06-05 23:06:37:290
1.932;-0.209;-10.141;0.0999;0.0035;-0.5094;0.1579;0.0351;-0.0877;9206;2020-06-05 23:06:37:390
1.934;0.101;-9.981;0.07;0.211;-0.3538;-0.193;0.0526;-0.0702;9306;2020-06-05 23:06:37:490
1.954;0.057;-9.774;0.0581;0.0181;-0.1524;-0.0702;-0.1053;-0.0175;9406;2020-06-05 23:06:37:590
2.032;-0.08;-10.108;0.2355;-0.0381;-0.4674;0.1228;0.1404;0.0351;9506;2020-06-05 23:06:37:690
1.938;-0.02;-9.774;0.0424;0.0614;-0.1526;0.0;0.0;0.0526;9606;2020-06-05 23:06:37:790
1.932;0.027;-9.79;0.054;0.1204;-0.1653;0.0175;0.0526;0.1053;9706;2020-06-05 23:06:37:890
2.024;-0.12;-9.967;0.1173;-0.001;-0.3482;0.0;-0.0526;0.0877;9806;2020-06-05 23:06:37:990
2.004;0.114;-10.054;0.1687;0.0864;-0.4207;-0.2281;-0.0351;0.0877;9906;2020-06-05 23:06:38:090
1.885;0.15;-9.611;-0.0512;0.0735;0.0023;0.0877;-0.0702;0.1228;10006;2020-06-05 23:06:38:190
2.066;-0.186;-10.155;0.1743;-0.0471;-0.5335;0.0877;0.0877;0.0702;10105;2020-06-05 23:06:38:289
1.994;-0.047;-9.812;0.0641;0.0987;-0.1982;-0.0351;-0.0877;0.0351;10206;2020-06-05 23:06:38:390
1.971;-0.004;-9.881;0.076;0.1125;-0.2599;0.0;0.0702;0.0175;10306;2020-06-05 23:06:38:490
2.029;-0.086;-9.931;0.0589;0.0249;-0.3249;-0.0175;-0.0351;-0.0175;10406;2020-06-05 23:06:38:590
2.026;0.155;-10.178;0.2089;0.1688;-0.5412;0.0;0.1404;-0.0702;10506;2020-06-05 23:06:38:690
1.922;0.073;-9.603;-0.0223;0.1208;0.0089;0.2281;-0.0526;-0.0351;10606;2020-06-05 23:06:38:790
2.086;-0.338;-10.13;0.1543;-0.0573;-0.5196;0.2105;0.0351;-0.1228;10705;2020-06-05 23:06:38:889
2.002;-0.064;-9.966;0.0963;0.2262;-0.3507;-0.0175;-0.0526;-0.0351;10806;2020-06-05 23:06:38:990
2.039;-0.405;-10.157;0.1744;-0.06;-0.5354;0.0;0.0351;0.2632;10906;2020-06-05 23:06:39:090
1.926;0.439;-9.857;0.0142;0.7458;-0.2434;-0.2807;0.0;0.4211;11006;2020-06-05 23:06:39:190
2.141;-0.354;-10.486;0.2374;-0.1327;-0.8684;-0.0877;-0.0526;0.4737;11106;2020-06-05 23:06:39:290
1.766;0.056;-9.799;0.0109;0.2881;-0.1535;-0.0351;-0.0702;0.5439;11206;2020-06-05 23:06:39:390
1.896;-0.106;-9.984;0.083;0.0935;-0.3485;-0.1404;0.0175;0.5965;11306;2020-06-05 23:06:39:490
1.97;-0.001;-10.156;0.1744;0.1924;-0.5171;-0.1228;-0.0175;0.7193;11406;2020-06-05 23:06:39:590
1.914;-0.122;-10.141;0.1484;0.0792;-0.4967;-0.1404;0.1579;0.6667;11505;2020-06-05 23:06:39:689
1.865;-0.037;-10.01;0.0685;0.1546;-0.3712;-0.1404;-0.0351;0.6667;11606;2020-06-05 23:06:39:790
2.012;-0.011;-9.974;0.1822;0.1759;-0.3414;-0.0351;-0.0526;0.7544;11706;2020-06-05 23:06:39:890
1.923;-0.217;-9.969;0.2248;0.0577;-0.3144;-0.0351;0.0351;0.7895;11806;2020-06-05 23:06:39:990
1.902;-0.134;-10.015;0.0178;0.1535;-0.3954;-0.1754;0.0702;0.6491;11906;2020-06-05 23:06:40:090
1.808;0.037;-9.741;-0.0709;0.2763;-0.119;-0.0702;-0.2281;0.6842;12006;2020-06-05 23:06:40:190
2.117;-0.052;-10.184;0.4145;0.2039;-0.5297;-0.1228;0.1404;0.614;12105;2020-06-05 23:06:40:289
1.86;0.088;-9.975;0.089;0.3298;-0.3326;-0.1053;0.0526;0.7193;12206;2020-06-05 23:06:40:390
1.902;0.026;-9.793;0.0804;0.312;-0.1613;-0.0175;-0.1228;0.7544;12306;2020-06-05 23:06:40:490
1.939;-0.131;-10.081;0.2246;0.2274;-0.432;-0.0526;0.0;0.7193;12406;2020-06-05 23:06:40:590
2.054;0.028;-10.18;0.3059;0.4162;-0.5382;-0.0877;0.0526;0.7193;12506;2020-06-05 23:06:40:690
1.893;-0.124;-9.954;0.0729;0.2489;-0.3249;-0.1053;0.0175;0.7018;12606;2020-06-05 23:06:40:790
2.077;-0.156;-10.083;0.4153;0.2255;-0.4257;-0.1228;0.0175;0.6491;12705;2020-06-05 23:06:40:889
1.959;-0.047;-9.937;0.2172;0.3028;-0.2926;-0.1228;0.1228;0.7018;12806;2020-06-05 23:06:40:990
1.998;-0.093;-9.914;0.2182;0.2514;-0.2764;-0.0702;-0.1754;0.6842;12906;2020-06-05 23:06:41:090
1.994;-0.055;-10.072;0.3351;0.3187;-0.4139;-0.0877;0.0;0.6316;13006;2020-06-05 23:06:41:190
1.759;-0.1;-9.845;-0.0315;0.2352;-0.209;-0.1404;0.193;0.5965;13106;2020-06-05 23:06:41:290
1.982;-0.096;-9.986;0.2641;0.2281;-0.3364;-0.0877;-0.0877;0.614;13206;2020-06-05 23:06:41:390
1.878;-0.108;-9.84;0.1911;0.2113;-0.1848;-0.0877;0.0877;0.5789;13305;2020-06-05 23:06:41:489
1.79;-0.05;-9.804;0.0658;0.2573;-0.155;-0.0702;-0.0877;0.5263;13406;2020-06-05 23:06:41:590
2.057;0.003;-9.797;0.3947;0.3125;-0.1372;0.0;-0.1053;0.4737;13506;2020-06-05 23:06:41:690
2.045;-0.038;-10.017;0.4494;0.3109;-0.3473;-0.0175;-0.0702;0.4912;13606;2020-06-05 23:06:41:790
2.013;-0.239;-10.137;0.3299;0.1821;-0.485;0.0526;0.0;0.4211;13706;2020-06-05 23:06:41:890
2.041;-0.102;-9.772;0.3722;0.3518;-0.1191;-0.0351;-0.0702;0.2982;13805;2020-06-05 23:06:41:989
1.917;-0.239;-9.895;0.2329;0.1968;-0.2439;-0.0702;0.1053;0.2807;13906;2020-06-05 23:06:42:090
1.831;-0.201;-9.835;0.0804;0.2194;-0.195;0.0;-0.1053;0.3158;14006;2020-06-05 23:06:42:190
2.197;-0.314;-10.154;0.5422;0.144;-0.4988;-0.0526;0.1754;0.1579;14106;2020-06-05 23:06:42:290
1.758;-0.184;-9.858;5.0E-4;0.2444;-0.2196;-0.0175;0.0;0.0877;14206;2020-06-05 23:06:42:390
1.935;-0.211;-9.92;0.2607;0.2028;-0.2662;0.0351;-0.0702;0.0702;14306;2020-06-05 23:06:42:490
2.057;-0.289;-10.1;0.3177;0.1388;-0.4583;0.0;0.1404;0.0877;14406;2020-06-05 23:06:42:590
2.0;-0.226;-9.878;0.3376;0.2075;-0.223;0.0;-0.0526;0.0175;14505;2020-06-05 23:06:42:689
1.92;-0.286;-9.963;0.1473;0.1267;-0.3267;-0.0351;0.1404;0.0175;14605;2020-06-05 23:06:42:789
2.114;-0.087;-9.836;0.3806;0.2915;-0.1912;0.0351;-0.2105;0.0;14706;2020-06-05 23:06:42:890
2.036;-0.22;-10.038;0.3082;0.1495;-0.3918;-0.0175;0.1754;0.0;14806;2020-06-05 23:06:42:990
1.847;-0.25;-10.117;0.011;0.1095;-0.4905;0.0;-0.2456;0.0175;14906;2020-06-05 23:06:43:090
2.163;-0.158;-10.01;0.4706;0.1734;-0.3562;-0.0351;0.0175;0.0175;15006;2020-06-05 23:06:43:190
1.802;-0.094;-10.026;-0.0497;0.1813;-0.3997;-0.0175;0.0;0.0351;15106;2020-06-05 23:06:43:290
1.896;-0.146;-9.85;0.1016;0.1222;-0.2127;0.0175;-0.1754;0.0877;15206;2020-06-05 23:06:43:390
2.004;-0.059;-9.771;0.1933;0.1864;-0.1361;0.0;0.1754;0.0702;15306;2020-06-05 23:06:43:490
1.845;-0.102;-9.996;-0.0095;0.1575;-0.3698;0.0526;-0.1228;0.0526;15405;2020-06-05 23:06:43:589
1.971;-0.165;-9.988;0.1982;0.165;-0.3486;0.0351;0.0;0.0351;15506;2020-06-05 23:06:43:690
1.959;-0.214;-9.83;0.1375;0.1311;-0.2002;0.0;0.0702;0.0351;15606;2020-06-05 23:06:43:790
2.01;-0.208;-10.017;0.1896;0.1219;-0.3864;0.0;-0.0702;0.0526;15706;2020-06-05 23:06:43:890
1.987;-0.156;-9.992;0.1627;0.1705;-0.3621;0.0;0.0526;0.0175;15806;2020-06-05 23:06:43:990
1.933;-0.105;-9.971;0.069;0.2122;-0.3484;0.0175;0.0351;0.0175;15906;2020-06-05 23:06:44:090
2.036;-0.282;-9.842;0.162;0.0362;-0.2213;0.0351;-0.1053;0.0175;16005;2020-06-05 23:06:44:189
2.038;-0.286;-9.998;0.1978;0.0394;-0.371;-0.0175;0.0351;0.0;16106;2020-06-05 23:06:44:290
2.047;-0.217;-9.905;0.1825;0.0846;-0.282;0.0;-0.0526;0.0;16206;2020-06-05 23:06:44:390
2.055;-0.137;-9.993;0.2059;0.1608;-0.3669;0.0175;0.0351;0.0;16306;2020-06-05 23:06:44:490
1.942;-0.251;-9.834;0.065;0.0594;-0.2137;0.0175;-0.1228;0.0;16406;2020-06-05 23:06:44:590
2.253;-0.266;-9.89;0.4228;0.0713;-0.2616;0.0351;-0.0351;-0.0877;16506;2020-06-05 23:06:44:690
2.123;-0.578;-8.942;0.0561;-0.5256;0.6442;0.1053;-0.193;-1.8772;16606;2020-06-05 23:06:44:790
2.02;-0.577;-9.377;0.1943;-0.6684;0.2578;0.2807;-0.2807;-2.9123;16706;2020-06-05 23:06:44:890
1.653;-0.855;-9.178;-0.3009;-1.0577;0.4299;0.6316;0.3333;-3.7544;16806;2020-06-05 23:06:44:990
1.538;-0.919;-9.756;-0.2197;-0.9846;-0.1084;0.9649;-0.2105;-4.7193;16906;2020-06-05 23:06:45:090
1.31;-1.14;-9.877;-0.3517;-1.0655;-0.2124;0.7544;0.0702;-5.2632;17006;2020-06-05 23:06:45:190
1.189;-0.94;-9.694;-0.3794;-0.8739;-0.0138;0.7368;-0.4561;-5.2982;17105;2020-06-05 23:06:45:289
1.223;-0.673;-10.032;-0.3712;-0.7517;-0.3561;0.6491;0.2456;-4.8596;17207;2020-06-05 23:06:45:391
1.264;-0.313;-10.236;-0.2367;-0.3738;-0.545;0.7368;-0.0877;-4.2807;17306;2020-06-05 23:06:45:490
1.411;-0.082;-10.111;-0.3518;-0.0844;-0.4641;0.6491;0.4561;-3.5789;17406;2020-06-05 23:06:45:590
1.671;0.129;-10.773;0.0952;0.1703;-1.0939;0.3684;-0.2632;-2.2632;17505;2020-06-05 23:06:45:689
1.698;0.287;-10.361;0.0071;0.2044;-0.7016;-0.0175;0.0;-0.7895;17606;2020-06-05 23:06:45:790
1.76;0.513;-10.82;0.1864;0.314;-1.1425;-0.1404;-0.1404;0.2281;17706;2020-06-05 23:06:45:890
1.677;0.474;-10.448;0.0137;0.2062;-0.7871;-0.2281;0.193;1.2456;17806;2020-06-05 23:06:45:990
1.695;0.104;-10.811;0.1863;0.0132;-1.1215;-0.1579;-0.1579;2.6667;17906;2020-06-05 23:06:46:090
1.521;-0.205;-10.373;-0.1998;-0.1441;-0.7187;-0.5263;0.4386;3.386;18005;2020-06-05 23:06:46:189
1.553;-0.464;-10.78;0.0196;-0.3927;-1.0942;-0.7544;-0.2281;4.2281;18106;2020-06-05 23:06:46:290
1.464;-0.669;-10.362;-0.0553;-0.706;-0.6738;-0.8596;0.1579;4.7018;18206;2020-06-05 23:06:46:390
1.422;-0.781;-9.986;-0.0114;-0.796;-0.2847;-0.6316;-0.5614;4.7895;18306;2020-06-05 23:06:46:490
1.561;-0.833;-9.763;0.1539;-0.7448;-0.0582;-0.614;0.1404;4.4737;18406;2020-06-05 23:06:46:590
1.76;-0.903;-9.943;0.4197;-0.7054;-0.2304;-0.5965;0.0877;4.0175;18506;2020-06-05 23:06:46:690
1.897;-0.712;-9.411;0.3593;-0.5595;0.2731;-0.5965;-0.0526;3.0526;18606;2020-06-05 23:06:46:790
2.05;-0.6;-9.467;0.6293;-0.4629;0.2352;-0.4211;-0.1404;2.2807;18705;2020-06-05 23:06:46:889
2.087;-0.324;-8.919;0.4534;-0.2304;0.7502;-0.1228;0.1754;0.9474;18806;2020-06-05 23:06:46:990
2.205;-0.411;-9.202;0.6424;-0.2081;0.4772;0.1754;-0.193;0.0526;18906;2020-06-05 23:06:47:090
2.127;-0.647;-8.99;0.4081;-0.2551;0.6569;0.2456;0.0175;-1.2982;19006;2020-06-05 23:06:47:190
2.032;-0.574;-9.129;0.3845;-0.2008;0.5311;0.2281;-0.2105;-2.1579;19106;2020-06-05 23:06:47:290
1.849;-0.618;-9.223;0.092;-0.4498;0.4235;0.2456;0.1053;-2.8947;19206;2020-06-05 23:06:47:390
1.683;-0.592;-9.2;-0.0072;-0.5345;0.4597;0.5789;-0.386;-3.7018;19306;2020-06-05 23:06:47:490
1.635;-0.677;-9.816;0.0578;-0.5854;-0.1374;0.6667;0.5088;-4.1053;19405;2020-06-05 23:06:47:589
1.48;-0.721;-9.737;-0.3607;-0.5259;-0.1066;0.8772;-0.4211;-4.2807;19505;2020-06-05 23:06:47:689
1.514;-0.646;-10.02;-0.3167;-0.4824;-0.3871;0.5965;0.0;-4.1579;19606;2020-06-05 23:06:47:790
1.532;-0.385;-10.252;-0.2547;-0.3632;-0.6095;0.4737;-0.0877;-3.8421;19706;2020-06-05 23:06:47:890
1.654;-0.146;-10.575;-0.155;-0.386;-0.9396;0.3509;0.193;-3.1404;19806;2020-06-05 23:06:47:990
1.662;0.164;-10.362;-0.1228;-0.1942;-0.7258;0.4737;-0.2105;-2.5088;19906;2020-06-05 23:06:48:090
1.843;0.207;-10.804;0.071;-0.057;-1.1624;0.4211;0.2456;-1.7895;20005;2020-06-05 23:06:48:189
1.908;0.186;-10.864;0.1566;0.0121;-1.2166;0.1754;-0.2982;-0.6491;20106;2020-06-05 23:06:48:290
1.868;0.363;-10.809;0.1194;0.0757;-1.1638;-0.2632;0.193;0.4737;20205;2020-06-05 23:06:48:389
1.811;0.342;-10.575;0.093;-0.0256;-0.927;-0.2105;-0.4211;1.2807;20306;2020-06-05 23:06:48:490
1.758;0.141;-10.607;0.0414;-0.1515;-0.9562;-0.2807;0.0877;2.4035;20406;2020-06-05 23:06:48:590
1.638;-0.019;-10.367;-0.0552;-0.1513;-0.7085;-0.2456;-0.3509;3.0526;20506;2020-06-05 23:06:48:690
1.616;-0.35;-10.475;-0.097;-0.2366;-0.8198;-0.6316;0.2456;3.807;20606;2020-06-05 23:06:48:790
1.532;-0.639;-10.17;-0.0815;-0.4916;-0.4981;-0.7719;-0.2982;4.1053;20706;2020-06-05 23:06:48:890
1.422;-0.568;-9.64;-0.0584;-0.5231;0.0542;-0.7368;-0.1404;4.2982;20806;2020-06-05 23:06:48:990
1.54;-0.648;-9.777;0.166;-0.5565;-0.0675;-0.5965;0.0;4.2281;20905;2020-06-05 23:06:49:089
1.662;-0.668;-9.393;0.2426;-0.4221;0.3073;-0.4912;0.1228;3.9825;21005;2020-06-05 23:06:49:189
1.776;-0.796;-9.196;0.4209;-0.4431;0.5102;-0.386;-0.193;3.2807;21106;2020-06-05 23:06:49:290
1.946;-0.596;-9.07;0.4153;-0.2657;0.6108;-0.5263;0.2632;2.2105;21206;2020-06-05 23:06:49:390
