sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.056;-0.447;-8.994;0.5736;-0.2152;0.6972;-0.2456;-0.2982;1.2982;21306;2020-06-05 23:06:49:490
2.176;-0.381;-9.046;0.7082;-0.157;0.6476;0.0175;0.2105;0.0526;21406;2020-06-05 23:06:49:590
2.134;-0.424;-8.972;0.578;-0.1255;0.7058;0.2807;-0.2105;-0.8246;21506;2020-06-05 23:06:49:690
2.077;-0.554;-9.279;0.4029;-0.1168;0.3738;0.3333;0.1404;-1.7544;21606;2020-06-05 23:06:49:790
1.965;-0.747;-9.208;0.2301;-0.2996;0.4336;0.4737;-0.4737;-2.9825;21705;2020-06-05 23:06:49:889
1.816;-0.794;-9.828;0.0742;-0.5022;-0.1817;0.4561;0.2281;-4.0351;21806;2020-06-05 23:06:49:990
1.562;-0.669;-9.677;-0.2929;-0.4973;-0.0489;0.7193;-0.0702;-4.4211;21906;2020-06-05 23:06:50:090
1.516;-0.794;-10.343;-0.3421;-0.6317;-0.7153;0.8772;-0.0351;-4.6667;22006;2020-06-05 23:06:50:190
1.432;-0.766;-10.164;-0.5981;-0.6296;-0.5707;0.9123;-0.0702;-4.6491;22106;2020-06-05 23:06:50:290
1.533;-0.614;-10.631;-0.4337;-0.6328;-1.0236;0.5263;0.1228;-4.2456;22206;2020-06-05 23:06:50:390
1.525;-0.217;-10.488;-0.316;-0.4726;-0.8591;0.4035;-0.2456;-3.7544;22305;2020-06-05 23:06:50:489
1.646;0.167;-10.72;-0.1061;-0.3319;-1.084;0.4211;0.3158;-2.6491;22406;2020-06-05 23:06:50:590
1.671;0.277;-10.471;-0.0724;-0.1979;-0.8322;0.4386;-0.2105;-1.7368;22506;2020-06-05 23:06:50:690
1.798;0.372;-10.842;0.1584;0.0501;-1.1787;0.1228;0.2807;-0.2982;22606;2020-06-05 23:06:50:790
1.77;0.345;-10.589;0.0875;0.0743;-0.9315;-0.0351;-0.2456;0.6667;22706;2020-06-05 23:06:50:890
1.68;0.195;-10.508;-0.019;-0.131;-0.8552;-0.5263;0.1228;2.0877;22806;2020-06-05 23:06:50:990
1.502;0.161;-10.296;-0.1865;-0.2118;-0.643;-0.4737;-0.3333;3.0175;22906;2020-06-05 23:06:51:090
1.429;-0.181;-10.533;-0.2002;-0.3521;-0.8641;-0.4211;0.0877;3.8947;23005;2020-06-05 23:06:51:189
1.338;-0.693;-10.027;-0.3519;-0.6213;-0.3673;-0.5965;-0.1404;4.7018;23106;2020-06-05 23:06:51:290
1.381;-0.926;-10.295;-0.0935;-0.6973;-0.6025;-0.8947;0.2281;5.0351;23206;2020-06-05 23:06:51:390
1.326;-0.955;-9.771;-0.1888;-0.7928;-0.0834;-1.0;-0.0526;5.0175;23305;2020-06-05 23:06:51:489
1.498;-0.782;-9.549;0.105;-0.7009;0.1579;-0.7018;0.0351;4.5614;23405;2020-06-05 23:06:51:589
1.732;-0.849;-9.493;0.404;-0.6867;0.222;-0.4211;-0.1579;4.0;23506;2020-06-05 23:06:51:690
2.037;-0.724;-9.443;0.6006;-0.3519;0.2507;-0.3333;0.2281;2.7895;23606;2020-06-05 23:06:51:790
2.105;-0.614;-9.11;0.643;-0.1533;0.5761;-0.1579;-0.1053;1.8246;23706;2020-06-05 23:06:51:890
2.308;-0.6;-9.344;0.7235;-0.0917;0.3204;-0.1579;0.1754;0.1754;23806;2020-06-05 23:06:51:990
2.262;-0.506;-9.133;0.6567;-0.0978;0.5328;0.0;-0.3158;-0.8772;23906;2020-06-05 23:06:52:090
2.095;-0.498;-9.34;0.4698;-0.1701;0.3255;0.2632;0.0702;-1.9298;24006;2020-06-05 23:06:52:190
1.913;-0.749;-9.185;0.102;-0.3623;0.4452;0.6842;-0.2632;-3.2982;24105;2020-06-05 23:06:52:289
1.757;-0.961;-9.853;-0.0587;-0.5363;-0.2253;0.6316;0.2105;-4.3509;24206;2020-06-05 23:06:52:390
1.431;-0.933;-9.397;-0.5359;-0.6622;0.2066;0.7895;-0.2281;-4.807;24305;2020-06-05 23:06:52:489
1.406;-0.887;-10.337;-0.3637;-0.7514;-0.6923;0.6316;0.2456;-5.0526;24406;2020-06-05 23:06:52:590
1.277;-0.756;-9.835;-0.6696;-0.8038;-0.2236;0.7544;0.0702;-4.9123;24506;2020-06-05 23:06:52:690
1.361;-0.483;-10.203;-0.5021;-0.6451;-0.5763;0.7544;-0.0175;-4.2982;24606;2020-06-05 23:06:52:790
1.454;-0.208;-10.463;-0.3136;-0.3978;-0.8188;0.614;0.0;-3.6667;24706;2020-06-05 23:06:52:890
1.638;0.034;-10.647;-0.0464;-0.1718;-0.9883;0.5088;0.0;-2.8947;24806;2020-06-05 23:06:52:990
1.678;0.191;-10.346;-0.0308;-0.0905;-0.6935;0.1404;-0.1754;-1.5789;24906;2020-06-05 23:06:53:090
1.747;0.533;-10.689;0.1531;0.1087;-1.022;0.0;0.1404;-0.0877;25006;2020-06-05 23:06:53:190
1.725;0.495;-10.548;0.0769;0.1184;-0.8882;0.0526;-0.1053;0.9298;25106;2020-06-05 23:06:53:290
1.759;0.111;-10.78;0.1002;-0.0488;-1.116;-0.2982;0.0702;2.2456;25206;2020-06-05 23:06:53:390
1.641;-0.027;-10.581;-0.0821;-0.138;-0.9276;-0.4912;-0.1579;3.0175;25306;2020-06-05 23:06:53:490
1.579;-0.271;-10.781;-0.044;-0.3271;-1.1098;-0.6842;0.2281;3.9298;25405;2020-06-05 23:06:53:589
1.442;-0.503;-10.176;-0.2618;-0.5322;-0.5185;-0.7193;-0.2456;4.3684;25505;2020-06-05 23:06:53:689
1.546;-0.695;-10.508;0.163;-0.6208;-0.7996;-0.6316;0.0702;4.5965;25606;2020-06-05 23:06:53:790
1.557;-0.798;-10.03;0.1075;-0.6688;-0.3319;-0.6667;0.1053;4.5088;25706;2020-06-05 23:06:53:890
1.699;-0.764;-9.829;0.2262;-0.5622;-0.1357;-0.6316;0.0526;4.0175;25806;2020-06-05 23:06:53:990
1.86;-0.774;-9.765;0.424;-0.5355;-0.067;-0.5789;0.0;3.4737;25906;2020-06-05 23:06:54:090
2.007;-0.521;-9.404;0.5322;-0.3222;0.2891;-0.5439;0.0526;2.807;26006;2020-06-05 23:06:54:190
2.061;-0.348;-9.138;0.5587;-0.142;0.5507;-0.1228;0.0;1.6491;26105;2020-06-05 23:06:54:289
2.2;-0.472;-9.241;0.6362;-0.0436;0.4307;0.1053;0.1228;0.3158;26206;2020-06-05 23:06:54:390
2.182;-0.567;-9.063;0.5586;-0.0567;0.5949;0.1228;-0.1053;-0.5789;26306;2020-06-05 23:06:54:490
2.09;-0.501;-9.234;0.4519;-0.0277;0.4233;0.193;0.0702;-1.8596;26406;2020-06-05 23:06:54:590
1.932;-0.553;-9.128;0.1912;-0.1768;0.5156;0.3158;-0.1404;-2.5789;26506;2020-06-05 23:06:54:690
1.775;-0.545;-9.45;0.059;-0.3059;0.2024;0.5263;0.193;-3.5088;26606;2020-06-05 23:06:54:790
1.606;-0.621;-9.298;-0.3193;-0.409;0.3155;0.807;0.0;-3.8596;26706;2020-06-05 23:06:54:890
1.608;-0.73;-10.008;-0.214;-0.4225;-0.377;0.7018;-0.0175;-4.1404;26806;2020-06-05 23:06:54:990
1.528;-0.671;-9.921;-0.3802;-0.4575;-0.3042;0.5614;0.0526;-4.1404;26906;2020-06-05 23:06:55:090
1.568;-0.378;-10.283;-0.3162;-0.4447;-0.6593;0.5088;-0.0877;-3.9649;27005;2020-06-05 23:06:55:189
1.614;-0.159;-10.399;-0.202;-0.3962;-0.7649;0.4561;0.0526;-3.4035;27106;2020-06-05 23:06:55:290
1.726;0.045;-10.673;-0.0599;-0.2289;-1.0342;0.5614;0.2281;-2.5439;27206;2020-06-05 23:06:55:390
1.8;0.044;-10.603;-0.0449;-0.1538;-0.9735;0.4386;-0.0702;-1.9123;27306;2020-06-05 23:06:55:490
1.927;0.227;-10.964;0.2262;0.0256;-1.3081;0.0351;0.0351;-0.8421;27406;2020-06-05 23:06:55:590
1.874;0.355;-10.744;0.1442;0.0728;-1.0952;-0.0526;0.0;-0.0702;27506;2020-06-05 23:06:55:690
1.892;0.35;-10.952;0.1896;0.03;-1.2995;-0.1754;0.0175;1.0702;27606;2020-06-05 23:06:55:790
1.801;0.283;-10.587;0.0819;0.0139;-0.9359;-0.1404;-0.1404;1.807;27706;2020-06-05 23:06:55:890
1.788;-0.073;-10.8;0.1179;-0.0787;-1.1366;-0.1754;-0.0526;2.4912;27806;2020-06-05 23:06:55:990
1.677;-0.257;-10.452;-0.0963;-0.1641;-0.8075;-0.5965;0.0;3.3333;27905;2020-06-05 23:06:56:089
1.564;-0.362;-10.343;0.0269;-0.2965;-0.6578;-0.7018;-0.0351;3.8772;28006;2020-06-05 23:06:56:190
1.526;-0.471;-9.998;0.0129;-0.4352;-0.3089;-0.6842;0.0175;4.0526;28106;2020-06-05 23:06:56:290
1.592;-0.583;-9.785;0.123;-0.4505;-0.0899;-0.5088;-0.0526;4.0702;28206;2020-06-05 23:06:56:390
1.618;-0.67;-9.593;0.2234;-0.3837;0.1098;-0.4386;0.0;3.8772;28306;2020-06-05 23:06:56:490
1.788;-0.675;-9.367;0.3229;-0.2954;0.3222;-0.5789;0.193;3.2105;28406;2020-06-05 23:06:56:590
1.891;-0.554;-9.184;0.4088;-0.2369;0.5048;-0.4737;-0.0702;2.6316;28505;2020-06-05 23:06:56:689
2.068;-0.417;-9.162;0.7041;-0.1174;0.5447;-0.193;0.0702;1.5614;28606;2020-06-05 23:06:56:790
2.097;-0.399;-8.959;0.6168;-0.0654;0.7296;-0.0351;0.0351;0.7193;28706;2020-06-05 23:06:56:890
2.213;-0.421;-9.298;0.7236;0.054;0.3832;0.2281;0.0351;-0.5614;28806;2020-06-05 23:06:56:990
2.138;-0.555;-9.144;0.5525;0.0089;0.5172;0.2982;-0.1053;-1.4211;28906;2020-06-05 23:06:57:090
2.033;-0.6;-9.484;0.3941;-0.1014;0.1719;0.2456;-0.0526;-2.6667;29006;2020-06-05 23:06:57:190
1.895;-0.594;-9.484;0.0836;-0.255;0.1479;0.4561;0.0175;-3.4035;29106;2020-06-05 23:06:57:290
1.719;-0.693;-9.944;-0.0742;-0.4277;-0.3063;0.7193;0.0175;-4.1053;29206;2020-06-05 23:06:57:390
1.607;-0.75;-10.032;-0.3181;-0.5065;-0.4192;0.7895;0.1404;-4.3684;29306;2020-06-05 23:06:57:490
1.523;-0.711;-10.283;-0.5171;-0.5848;-0.6917;0.7368;-0.1579;-4.4561;29406;2020-06-05 23:06:57:590
1.547;-0.59;-10.447;-0.3679;-0.6205;-0.8292;0.5789;-0.0877;-4.2982;29506;2020-06-05 23:06:57:690
1.594;-0.229;-10.698;-0.2029;-0.4949;-1.061;0.5263;0.2105;-3.6842;29605;2020-06-05 23:06:57:789
1.601;-0.041;-10.542;-0.2177;-0.38;-0.9114;0.5263;0.0175;-3.0526;29706;2020-06-05 23:06:57:890
1.719;0.233;-10.671;0.0363;-0.0988;-1.0155;0.4386;-0.0175;-2.3333;29806;2020-06-05 23:06:57:990
1.782;0.33;-10.725;0.1112;0.0642;-1.0654;0.2982;0.0526;-1.0351;29906;2020-06-05 23:06:58:090
1.857;0.284;-10.89;0.2334;0.0872;-1.2207;-0.1228;0.0526;0.3509;30006;2020-06-05 23:06:58:190
1.708;0.35;-10.441;0.0187;0.0709;-0.785;-0.3158;-0.0175;1.2807;30106;2020-06-05 23:06:58:290
1.656;0.199;-10.659;0.0687;-0.0536;-0.985;-0.2982;0.0;2.6491;30206;2020-06-05 23:06:58:390
1.546;-0.11;-10.381;-0.1117;-0.2325;-0.7162;-0.4386;0.0;3.5088;30306;2020-06-05 23:06:58:490
1.411;-0.484;-10.242;-0.1702;-0.4218;-0.5639;-0.6316;-0.0526;4.3509;30406;2020-06-05 23:06:58:590
1.426;-0.669;-10.346;-0.0842;-0.5375;-0.6572;-0.7544;0.1404;4.6667;30505;2020-06-05 23:06:58:689
1.387;-0.826;-9.798;-0.178;-0.7203;-0.1176;-0.8772;-0.0877;4.7895;30606;2020-06-05 23:06:58:790
1.461;-0.823;-9.739;0.0707;-0.6785;-0.0325;-0.6842;-0.1404;4.6491;30706;2020-06-05 23:06:58:890
1.717;-0.76;-9.725;0.3606;-0.52;-0.0156;-0.5439;0.2632;4.0;30806;2020-06-05 23:06:58:990
1.843;-0.715;-9.262;0.3856;-0.3944;0.4304;-0.386;-0.0351;3.3158;30906;2020-06-05 23:06:59:090
2.174;-0.675;-9.553;0.7758;-0.1631;0.14;-0.2281;0.2456;2.0175;31006;2020-06-05 23:06:59:190
2.215;-0.623;-9.202;0.6714;-0.0956;0.468;-0.2281;-0.0175;1.0175;31105;2020-06-05 23:06:59:289
2.267;-0.379;-9.342;0.7762;0.0659;0.3405;0.0351;0.0;-0.5088;31206;2020-06-05 23:06:59:390
2.196;-0.472;-9.196;0.5963;-0.03;0.4692;0.3158;0.0175;-1.5263;31306;2020-06-05 23:06:59:490
2.074;-0.663;-9.656;0.401;-0.1515;-0.0066;0.4561;0.0175;-2.8947;31406;2020-06-05 23:06:59:590
1.829;-0.758;-9.379;-0.0519;-0.286;0.234;0.6316;-0.0351;-3.7368;31506;2020-06-05 23:06:59:690
1.6;-0.907;-9.75;-0.2536;-0.5224;-0.1278;0.6842;-0.2281;-4.3158;31605;2020-06-05 23:06:59:789
1.52;-0.885;-10.079;-0.3408;-0.6672;-0.453;0.5965;0.1579;-4.807;31706;2020-06-05 23:06:59:890
1.343;-0.691;-9.936;-0.6117;-0.7208;-0.3262;0.7895;-0.0175;-4.7544;31806;2020-06-05 23:06:59:990
1.353;-0.551;-10.117;-0.5163;-0.6527;-0.4907;0.7895;-0.0526;-4.4912;31906;2020-06-05 23:07:00:090
1.491;-0.283;-10.484;-0.3042;-0.3942;-0.8437;0.6667;0.1754;-3.7193;32006;2020-06-05 23:07:00:190
1.547;-0.147;-10.309;-0.2684;-0.271;-0.6726;0.4912;-0.1228;-3.0175;32106;2020-06-05 23:07:00:290
1.703;0.272;-10.673;0.0706;-0.0041;-1.0071;0.2105;-0.0702;-2.2456;32205;2020-06-05 23:07:00:389
1.717;0.456;-10.466;0.0248;0.0854;-0.8136;0.1579;0.0;-0.8421;32306;2020-06-05 23:07:00:490
1.828;0.35;-10.776;0.1838;0.0965;-1.1115;0.0175;0.0526;0.5789;32406;2020-06-05 23:07:00:590
1.764;0.287;-10.595;0.0563;0.118;-0.9397;-0.1579;-0.0175;1.4912;32505;2020-06-05 23:07:00:689
1.732;0.037;-10.862;0.0618;-0.0255;-1.1988;-0.4386;0.1053;2.7018;32606;2020-06-05 23:07:00:790
1.623;-0.161;-10.485;-0.122;-0.2076;-0.835;-0.614;-0.0526;3.3509;32706;2020-06-05 23:07:00:890
1.531;-0.336;-10.443;-0.0679;-0.3736;-0.7676;-0.6316;-0.193;4.1404;32806;2020-06-05 23:07:00:990
1.547;-0.511;-10.504;0.0373;-0.4676;-0.8144;-0.5789;0.1053;4.4035;32906;2020-06-05 23:07:01:090
1.585;-0.75;-10.166;0.0497;-0.5368;-0.4826;-0.6316;0.1053;4.4035;33006;2020-06-05 23:07:01:190
1.656;-0.828;-9.881;0.1506;-0.5495;-0.1946;-0.6667;-0.0702;4.1754;33106;2020-06-05 23:07:01:290
1.817;-0.675;-9.772;0.3935;-0.4623;-0.0716;-0.7018;0.193;3.5088;33205;2020-06-05 23:07:01:389
1.873;-0.495;-9.344;0.375;-0.3448;0.3464;-0.4561;-0.0702;2.9123;33306;2020-06-05 23:07:01:490
2.114;-0.465;-9.444;0.6525;-0.1429;0.2478;-0.0702;0.1228;1.807;33406;2020-06-05 23:07:01:590
2.16;-0.514;-9.195;0.5932;-0.0282;0.4735;0.0;0.0;0.9825;33505;2020-06-05 23:07:01:689
2.184;-0.452;-9.249;0.6096;0.125;0.4132;0.0351;0.0702;-0.3333;33606;2020-06-05 23:07:01:790
2.128;-0.515;-9.092;0.4464;0.0196;0.5546;0.1053;-0.0702;-1.193;33706;2020-06-05 23:07:01:890
2.015;-0.448;-9.277;0.3742;-0.0765;0.3843;0.2281;-0.0351;-2.3333;33806;2020-06-05 23:07:01:990
1.843;-0.441;-9.172;0.0608;-0.1766;0.4677;0.4737;0.1404;-2.9474;33906;2020-06-05 23:07:02:090
1.709;-0.663;-9.592;-0.127;-0.3517;0.0362;0.7018;-0.1404;-3.6667;34006;2020-06-05 23:07:02:190
1.64;-0.702;-9.725;-0.2367;-0.3919;-0.1046;0.614;0.0175;-3.9298;34106;2020-06-05 23:07:02:290
1.587;-0.581;-9.979;-0.2858;-0.428;-0.354;0.5263;0.0;-4.0351;34206;2020-06-05 23:07:02:390
1.546;-0.43;-9.996;-0.2964;-0.4504;-0.364;0.5088;-0.1404;-3.8772;34306;2020-06-05 23:07:02:490
1.594;-0.153;-10.326;-0.1979;-0.333;-0.6861;0.5965;0.2807;-3.3684;34405;2020-06-05 23:07:02:589
1.667;-0.106;-10.369;-0.1789;-0.2476;-0.7387;0.6316;0.0;-2.8772;34506;2020-06-05 23:07:02:690
1.834;0.037;-10.806;0.0917;-0.0296;-1.1556;0.3333;0.0;-2.0;34606;2020-06-05 23:07:02:790
1.859;0.168;-10.749;0.093;0.0533;-1.1033;0.1404;0.0877;-1.3333;34706;2020-06-05 23:07:02:890
1.948;0.289;-11.017;0.2307;0.0682;-1.3644;-0.0702;0.0702;-0.2456;34806;2020-06-05 23:07:02:990
1.86;0.424;-10.667;0.1064;0.1416;-1.0225;-0.0702;-0.0702;0.5263;34906;2020-06-05 23:07:03:090
1.861;0.271;-10.816;0.172;0.1434;-1.1567;-0.0526;0.0877;1.614;35006;2020-06-05 23:07:03:190
1.85;-0.017;-10.751;0.097;0.0184;-1.1024;-0.2632;0.0877;2.2456;35105;2020-06-05 23:07:03:289
1.732;-0.171;-10.627;0.0637;-0.0825;-0.9637;-0.5965;-0.0702;3.1053;35206;2020-06-05 23:07:03:390
1.608;-0.222;-10.258;-0.0323;-0.1891;-0.5896;-0.6491;0.0;3.5088;35305;2020-06-05 23:07:03:489
1.592;-0.369;-10.155;0.0044;-0.3235;-0.4778;-0.5965;0.1053;3.8772;35406;2020-06-05 23:07:03:590
1.564;-0.52;-9.792;0.0464;-0.361;-0.1048;-0.4561;-0.2105;3.9649;35506;2020-06-05 23:07:03:690
1.67;-0.675;-9.7;0.2364;-0.3467;-0.0043;-0.5614;0.2632;3.7193;35606;2020-06-05 23:07:03:790
1.72;-0.596;-9.389;0.1684;-0.2634;0.2884;-0.5965;0.0877;3.386;35706;2020-06-05 23:07:03:890
1.908;-0.496;-9.435;0.4965;-0.1779;0.2643;-0.4561;-0.1228;2.9298;35806;2020-06-05 23:07:03:990
1.977;-0.475;-9.099;0.5179;-0.1603;0.5934;-0.2807;0.0526;2.0;35905;2020-06-05 23:07:04:089
2.126;-0.325;-9.227;0.6862;0.0767;0.4651;0.0175;0.0351;0.8772;36006;2020-06-05 23:07:04:190
2.151;-0.429;-9.103;0.6011;0.0834;0.5668;0.1404;0.0526;0.0526;36106;2020-06-05 23:07:04:290
2.187;-0.568;-9.354;0.6365;0.0343;0.3105;0.1053;-0.0702;-1.2105;36206;2020-06-05 23:07:04:390
2.084;-0.477;-9.305;0.4108;0.0038;0.3459;0.1579;0.0175;-2.0175;36306;2020-06-05 23:07:04:490
1.939;-0.499;-9.546;0.2021;-0.1925;0.1007;0.3509;-0.1579;-2.7018;36406;2020-06-05 23:07:04:590
1.806;-0.622;-9.642;-0.0048;-0.3534;-0.0077;0.5789;0.0;-3.614;36506;2020-06-05 23:07:04:690
1.677;-0.684;-9.988;-0.2726;-0.4642;-0.3796;0.7719;0.0526;-4.1053;36605;2020-06-05 23:07:04:789
1.606;-0.721;-10.124;-0.3355;-0.5376;-0.5132;0.7193;-0.1754;-4.2456;36706;2020-06-05 23:07:04:890
1.586;-0.507;-10.44;-0.2043;-0.5061;-0.7982;0.5439;0.0175;-4.1579;36806;2020-06-05 23:07:04:990
1.58;-0.344;-10.455;-0.2885;-0.5039;-0.8293;0.5614;0.1754;-3.8421;36906;2020-06-05 23:07:05:090
1.676;-0.052;-10.758;-0.0215;-0.2951;-1.1024;0.5263;0.0351;-3.0702;37006;2020-06-05 23:07:05:190
1.686;0.107;-10.539;-0.0559;-0.1154;-0.8908;0.5263;0.1404;-2.386;37106;2020-06-05 23:07:05:290
1.844;0.174;-10.889;0.1534;0.0805;-1.2296;0.4035;-0.0702;-1.614;37205;2020-06-05 23:07:05:389
1.838;0.249;-10.697;0.1351;0.1236;-1.0401;-0.0702;0.0351;-0.3509;37306;2020-06-05 23:07:05:490
1.744;0.445;-10.627;0.122;0.1918;-0.9587;-0.193;0.0;1.1228;37406;2020-06-05 23:07:05:590
1.698;0.295;-10.524;0.0153;0.0625;-0.8656;-0.2281;0.0351;1.8947;37506;2020-06-05 23:07:05:690
1.631;-0.056;-10.525;0.0082;-0.1072;-0.8537;-0.4035;0.0;3.1579;37606;2020-06-05 23:07:05:790
1.502;-0.253;-10.267;-0.1238;-0.2066;-0.5962;-0.5439;0.0;3.7719;37706;2020-06-05 23:07:05:890
1.437;-0.566;-10.231;-0.1861;-0.4721;-0.5601;-0.7368;0.1053;4.2105;37805;2020-06-05 23:07:05:989
1.392;-0.663;-9.938;-0.2055;-0.6066;-0.2625;-0.8421;-0.0526;4.5614;37906;2020-06-05 23:07:06:090
1.526;-0.744;-9.949;0.1514;-0.6289;-0.2398;-0.6316;0.0351;4.4912;38006;2020-06-05 23:07:06:190
1.601;-0.708;-9.616;0.1057;-0.5143;0.074;-0.5614;0.2105;4.193;38106;2020-06-05 23:07:06:290
1.886;-0.739;-9.676;0.4874;-0.3075;0.0208;-0.3509;0.1228;3.3684;38206;2020-06-05 23:07:06:390
2.012;-0.719;-9.409;0.5021;-0.195;0.2665;-0.4035;0.2105;2.5965;38306;2020-06-05 23:07:06:490
2.209;-0.506;-9.417;0.7454;-0.0254;0.2679;-0.2807;-0.0877;1.2456;38406;2020-06-05 23:07:06:590
2.229;-0.35;-9.286;0.7327;0.0787;0.3963;-0.0351;0.1228;0.2807;38505;2020-06-05 23:07:06:689
2.233;-0.475;-9.359;0.6593;0.0239;0.3077;0.2807;-0.0702;-1.1754;38606;2020-06-05 23:07:06:790
2.147;-0.583;-9.441;0.4338;-0.0423;0.1997;0.3684;0.0526;-2.1053;38706;2020-06-05 23:07:06:890
1.93;-0.709;-9.532;0.136;-0.196;0.0955;0.5088;-0.1404;-3.4035;38806;2020-06-05 23:07:06:990
1.772;-0.829;-9.7;-0.0642;-0.4305;-0.075;0.4561;-0.0526;-4.0175;38906;2020-06-05 23:07:07:090
1.531;-0.714;-9.785;-0.3531;-0.6147;-0.1616;0.6316;0.0;-4.5439;39005;2020-06-05 23:07:07:189
1.425;-0.688;-9.854;-0.5074;-0.7228;-0.2397;0.807;0.1053;-4.614;39106;2020-06-05 23:07:07:290
1.453;-0.581;-10.381;-0.3059;-0.5468;-0.7334;0.8772;-0.193;-4.5088;39206;2020-06-05 23:07:07:390
1.473;-0.492;-10.271;-0.3785;-0.4661;-0.6408;0.6842;0.1053;-4.0175;39306;2020-06-05 23:07:07:490
1.581;-0.116;-10.483;-0.1038;-0.2173;-0.8227;0.4912;-0.2632;-3.4561;39406;2020-06-05 23:07:07:590
1.636;0.144;-10.54;-0.0161;-0.0871;-0.8763;0.2632;0.2105;-2.386;39506;2020-06-05 23:07:07:690
1.747;0.378;-10.629;0.0922;0.119;-0.9664;0.3333;-0.0702;-1.5088;39605;2020-06-05 23:07:07:789
1.793;0.336;-10.594;0.0987;0.152;-0.9366;0.1228;0.0877;-0.1404;39705;2020-06-05 23:07:07:889
1.814;0.254;-10.781;0.1653;0.1685;-1.1143;-0.1579;-0.0877;1.193;39806;2020-06-05 23:07:07:990
1.775;0.164;-10.789;0.0873;0.0702;-1.1291;-0.4211;0.193;2.0;39906;2020-06-05 23:07:08:090
1.644;-0.025;-10.58;-0.0395;-0.1801;-0.9202;-0.5439;-0.2105;3.0702;40006;2020-06-05 23:07:08:190
1.591;-0.164;-10.536;-0.0501;-0.2826;-0.8684;-0.5088;0.0175;3.7018;40106;2020-06-05 23:07:08:290
1.571;-0.524;-10.436;-0.0505;-0.4326;-0.7648;-0.5614;0.0526;4.193;40206;2020-06-05 23:07:08:390
1.569;-0.646;-10.19;-0.0961;-0.4511;-0.5277;-0.6842;0.1404;4.2807;40306;2020-06-05 23:07:08:490
1.701;-0.76;-10.253;0.192;-0.5122;-0.5663;-0.7544;0.0877;4.0877;40406;2020-06-05 23:07:08:590
1.707;-0.622;-9.699;0.1248;-0.4426;-0.0225;-0.7193;0.0702;3.7544;40505;2020-06-05 23:07:08:689
1.899;-0.512;-9.599;0.4378;-0.2461;0.0945;-0.2807;-0.0702;3.0175;40605;2020-06-05 23:07:08:789
2.049;-0.511;-9.574;0.5236;-0.0911;0.1042;-0.193;0.2807;2.3333;40705;2020-06-05 23:07:08:889
2.164;-0.532;-9.343;0.6218;0.0833;0.3221;-0.0702;-0.1228;1.1404;40806;2020-06-05 23:07:08:990
2.194;-0.474;-9.279;0.5948;0.1637;0.3753;-0.0877;0.1579;0.2807;40906;2020-06-05 23:07:09:090
2.148;-0.408;-9.222;0.5259;0.1222;0.435;0.0175;-0.1579;-0.9649;41006;2020-06-05 23:07:09:190
2.075;-0.363;-9.246;0.4017;0.0435;0.4083;0.1754;0.1228;-1.7368;41106;2020-06-05 23:07:09:290
1.89;-0.466;-9.172;0.1;-0.0939;0.4627;0.5789;-0.2281;-2.7018;41206;2020-06-05 23:07:09:390
1.813;-0.65;-9.565;-0.0223;-0.2373;0.0595;0.5439;0.0877;-3.2807;41305;2020-06-05 23:07:09:489
1.671;-0.624;-9.646;-0.2098;-0.3406;-0.0256;0.5088;-0.1579;-3.7719;41406;2020-06-05 23:07:09:590
1.604;-0.572;-9.762;-0.2565;-0.4461;-0.1343;0.4912;-0.0175;-3.9123;41506;2020-06-05 23:07:09:690
1.57;-0.328;-10.038;-0.1993;-0.4074;-0.3926;0.5789;0.0175;-3.7895;41606;2020-06-05 23:07:09:790
1.596;-0.283;-10.23;-0.2022;-0.3899;-0.5902;0.6667;0.2281;-3.5088;41706;2020-06-05 23:07:09:890
1.697;-0.155;-10.427;-0.0882;-0.1935;-0.7843;0.5965;-0.193;-2.8947;41806;2020-06-05 23:07:09:990
1.802;-0.04;-10.741;0.0799;-0.0672;-1.0868;0.3509;0.1754;-2.3684;41905;2020-06-05 23:07:10:089
1.847;0.161;-10.682;0.1254;0.0285;-1.0286;0.1404;-0.1228;-1.4211;42006;2020-06-05 23:07:10:190
1.901;0.307;-10.874;0.2055;0.0734;-1.2179;0.0;0.193;-0.7368;42106;2020-06-05 23:07:10:290
1.875;0.403;-10.677;0.1735;0.143;-1.0226;0.0877;-0.1579;0.386;42206;2020-06-05 23:07:10:390
1.939;0.235;-10.932;0.2541;0.1026;-1.2721;-0.0351;0.193;1.0877;42306;2020-06-05 23:07:10:490
1.861;0.013;-10.743;0.1125;-0.0034;-1.0935;-0.2456;-0.0702;1.7193;42405;2020-06-05 23:07:10:589
1.769;-0.01;-10.619;0.0445;-0.0608;-0.9653;-0.5614;0.0877;2.6491;42506;2020-06-05 23:07:10:690
1.686;-0.201;-10.387;0.0012;-0.2679;-0.7264;-0.5614;-0.0702;3.2982;42606;2020-06-05 23:07:10:790
