sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.033;-0.664;-10.234;-0.3839;0.0445;-0.5561;0.1404;-0.4035;0.1754;57705;2020-06-05 22:09:25:896
1.417;-0.49;-10.17;0.5551;0.3414;-0.4367;0.0175;0.0526;0.0877;57805;2020-06-05 22:09:25:996
1.448;-0.835;-9.693;0.3265;-0.0134;0.0146;-0.1053;0.8772;-0.1754;57905;2020-06-05 22:09:26:096
1.834;-0.608;-9.149;-0.4389;0.0687;0.3666;-0.0877;0.3509;-0.0175;58005;2020-06-05 22:09:26:196
1.715;-0.738;-9.98;-0.4091;-0.03;-0.4324;0.1404;-0.7368;0.0351;58105;2020-06-05 22:09:26:296
1.388;-0.565;-10.534;0.171;0.244;-0.8368;0.0175;-0.4386;0.0351;58205;2020-06-05 22:09:26:396
1.676;-0.786;-10.605;0.5765;-0.0054;-0.8915;-0.0702;0.4737;0.0;58305;2020-06-05 22:09:26:496
1.561;-0.918;-9.716;-0.1937;-0.2267;-0.0924;-0.0702;0.4912;0.0;58405;2020-06-05 22:09:26:596
1.607;-0.67;-10.087;0.1015;0.0232;-0.4214;0.0175;-0.7018;0.0702;58505;2020-06-05 22:09:26:696
1.849;-0.26;-10.305;0.518;0.3764;-0.61;-0.1404;0.4035;0.0702;58605;2020-06-05 22:09:26:796
1.644;-0.451;-9.507;-0.1794;0.1142;0.112;0.0;0.1754;-0.0175;58705;2020-06-05 22:09:26:896
1.544;-0.65;-9.573;-0.2735;-0.074;0.0465;0.0351;-0.1754;-0.0526;58805;2020-06-05 22:09:26:996
1.84;-0.5;-10.205;0.1635;0.0612;-0.559;-0.0526;0.2456;0.0;58905;2020-06-05 22:09:27:096
1.925;-0.052;-9.737;0.0085;0.4661;-0.1334;-0.0175;0.1754;0.0702;59005;2020-06-05 22:09:27:196
1.934;-0.696;-9.73;0.0902;-0.1276;-0.115;0.0175;-0.3158;0.0;59105;2020-06-05 22:09:27:296
1.884;-0.339;-10.187;0.2687;0.2479;-0.5321;0.0877;-0.1053;0.0877;59205;2020-06-05 22:09:27:396
1.819;-0.391;-9.817;0.1108;0.2151;-0.1793;-0.0526;0.4211;0.0702;59305;2020-06-05 22:09:27:496
1.999;-0.288;-9.947;0.0113;0.3062;-0.3623;0.0351;-0.193;0.0;59405;2020-06-05 22:09:27:596
2.08;-0.616;-9.967;0.2726;0.0203;-0.3494;0.0351;-0.3509;0.0175;59504;2020-06-05 22:09:27:695
1.848;-0.48;-9.982;0.1053;0.1569;-0.3525;-0.0175;0.1404;-0.0175;59605;2020-06-05 22:09:27:796
2.09;-0.724;-9.882;0.1854;-0.1128;-0.2815;0.0;0.1579;-0.0175;59705;2020-06-05 22:09:27:896
2.053;-0.569;-9.907;0.1299;0.0337;-0.3097;0.0351;-0.193;0.0175;59805;2020-06-05 22:09:27:996
1.81;-0.498;-9.923;0.1318;0.15;-0.2828;0.0702;-0.2982;0.0;59905;2020-06-05 22:09:28:096
1.983;-0.539;-9.923;0.192;0.1048;-0.3028;-0.0351;0.3158;0.0;60005;2020-06-05 22:09:28:196
2.051;-0.498;-9.799;0.0554;0.1129;-0.217;0.0;-0.0702;0.0;60105;2020-06-05 22:09:28:296
1.935;-0.413;-10.178;0.1843;0.2094;-0.549;0.0;0.0526;-0.0175;60205;2020-06-05 22:09:28:396
1.853;-0.642;-9.959;0.0414;-0.0252;-0.3409;0.0175;0.1228;0.0;60305;2020-06-05 22:09:28:496
1.974;-0.353;-9.988;-0.0202;0.2506;-0.4052;0.0;0.0;0.0351;60405;2020-06-05 22:09:28:596
2.047;-0.481;-9.889;0.1128;0.1212;-0.2939;0.0175;-0.1404;0.0175;60505;2020-06-05 22:09:28:696
2.05;-0.574;-10.167;0.2783;0.0271;-0.5405;-0.0351;0.1579;0.0;60605;2020-06-05 22:09:28:796
2.144;-0.362;-9.868;0.2223;0.2054;-0.2682;0.0;0.0877;0.0;60705;2020-06-05 22:09:28:896
1.974;-0.498;-9.625;-0.0186;0.081;-0.0404;0.0702;-0.2807;0.0175;60805;2020-06-05 22:09:28:996
2.044;-0.531;-10.083;0.2275;0.0753;-0.4651;0.0;-0.0175;0.0175;60905;2020-06-05 22:09:29:096
2.054;-0.633;-10.082;0.0898;-0.0446;-0.4921;-0.0526;0.4035;0.0;61005;2020-06-05 22:09:29:196
2.061;-0.458;-9.627;-0.0294;0.1211;-0.0632;0.0175;-0.2632;0.0;61105;2020-06-05 22:09:29:296
2.083;-0.451;-9.929;0.2256;0.1372;-0.3178;0.0;-0.0526;0.0175;61205;2020-06-05 22:09:29:396
2.071;-0.386;-9.882;0.1161;0.1813;-0.2889;-0.0702;0.1579;-0.0351;61305;2020-06-05 22:09:29:496
2.194;-0.269;-9.953;0.1174;0.273;-0.3841;-0.0175;0.0;0.0;61405;2020-06-05 22:09:29:596
2.104;-0.529;-9.678;0.1887;0.0292;-0.0764;0.1579;-0.4211;-0.0526;61505;2020-06-05 22:09:29:696
1.673;-0.622;-9.854;0.0148;0.0672;-0.2132;0.0351;0.3158;-0.0351;61605;2020-06-05 22:09:29:796
2.027;-0.476;-9.754;0.1976;0.216;-0.1444;0.0;0.1228;-0.0175;61705;2020-06-05 22:09:29:896
2.365;-0.47;-9.763;0.2173;0.1608;-0.2152;0.0;-0.0351;-0.0526;61805;2020-06-05 22:09:29:996
2.078;-0.553;-9.917;0.1385;0.0925;-0.3257;0.1053;-0.614;-0.0702;61905;2020-06-05 22:09:30:096
1.947;-0.213;-9.642;0.0629;0.3692;-0.0357;-0.0877;0.1053;0.0;62005;2020-06-05 22:09:30:196
2.128;-0.593;-9.44;0.197;-0.1224;0.1631;-0.1053;0.0;0.0175;62105;2020-06-05 22:09:30:296
2.353;-0.36;-9.793;0.15;0.0448;-0.2456;-0.0175;0.4561;0.0351;62205;2020-06-05 22:09:30:396
2.2;-0.253;-9.744;-0.202;0.1485;-0.2446;0.0351;-0.0702;0.0702;62305;2020-06-05 22:09:30:496
2.219;-0.311;-10.144;0.2245;0.2219;-0.5571;0.1228;-0.4737;0.2105;62405;2020-06-05 22:09:30:596
2.159;-0.603;-10.045;0.4216;0.0382;-0.4148;0.1228;-0.1228;0.0351;62505;2020-06-05 22:09:30:696
2.032;-0.596;-10.095;0.1286;0.0996;-0.5;-0.0351;0.4561;-0.0175;62605;2020-06-05 22:09:30:796
2.226;-0.544;-9.516;0.1307;0.0982;0.0426;0.0175;-0.193;-0.0351;62705;2020-06-05 22:09:30:896
1.987;-0.593;-10.029;0.2047;0.1091;-0.4112;0.1404;-0.5263;0.0351;62805;2020-06-05 22:09:30:996
2.008;-0.747;-10.362;0.4043;0.0282;-0.7185;0.0175;0.2281;0.0526;62905;2020-06-05 22:09:31:096
1.856;-0.713;-9.635;0.0012;0.0525;-0.0358;0.0175;-0.2456;0.0175;63005;2020-06-05 22:09:31:196
1.845;-0.7;-10.145;0.2832;0.0767;-0.4947;0.0;-0.2456;0.0175;63105;2020-06-05 22:09:31:296
1.68;-0.724;-10.027;0.1549;0.0276;-0.3689;-0.0175;0.193;-0.0175;63205;2020-06-05 22:09:31:396
1.897;-0.697;-10.01;0.3234;0.0769;-0.3614;0.1053;-0.1228;0.0175;63305;2020-06-05 22:09:31:496
1.778;-0.709;-9.98;0.2104;0.1463;-0.3373;0.0702;-0.0351;0.0702;63405;2020-06-05 22:09:31:596
1.697;-0.718;-9.888;0.2405;0.1743;-0.2312;0.0175;-0.0702;0.0;63505;2020-06-05 22:09:31:696
1.705;-0.803;-9.823;0.1003;0.0652;-0.1876;-0.0175;0.1754;0.0;63605;2020-06-05 22:09:31:796
1.68;-0.787;-9.798;0.0861;0.0804;-0.1607;0.0526;-0.193;-0.0175;63705;2020-06-05 22:09:31:896
1.55;-0.584;-10.166;0.0423;0.3259;-0.5188;0.0;0.1404;0.0175;63805;2020-06-05 22:09:31:996
1.792;-0.933;-9.795;0.2407;-0.0452;-0.1526;-0.0175;-0.1754;0.0;63905;2020-06-05 22:09:32:096
1.843;-0.908;-9.935;0.4162;-0.0445;-0.2712;0.0;-0.0702;-0.0351;64005;2020-06-05 22:09:32:196
1.592;-0.86;-9.821;0.1126;-0.0178;-0.1632;0.0175;0.0702;-0.0526;64105;2020-06-05 22:09:32:296
1.649;-0.642;-10.141;0.1365;0.2454;-0.4924;-0.0175;0.1228;0.0;64205;2020-06-05 22:09:32:396
1.661;-0.791;-9.98;0.0904;0.0669;-0.338;0.0;0.0;0.0175;64305;2020-06-05 22:09:32:496
1.847;-0.885;-9.871;0.4156;-0.0053;-0.2093;0.0351;-0.0702;0.0;64405;2020-06-05 22:09:32:596
1.667;-0.846;-9.926;0.1668;0.0433;-0.2757;-0.0175;0.2281;-0.0175;64505;2020-06-05 22:09:32:696
1.653;-0.741;-10.017;0.1052;0.1309;-0.3726;0.0175;-0.193;-0.0175;64605;2020-06-05 22:09:32:796
1.623;-0.695;-10.008;0.1993;0.1771;-0.3445;0.0;-0.0175;0.0;64705;2020-06-05 22:09:32:896
1.587;-0.899;-9.868;0.2053;-0.0119;-0.1998;0.0351;-0.0526;0.0;64805;2020-06-05 22:09:32:996
1.587;-0.834;-10.107;0.2187;0.0677;-0.4382;0.0;0.0526;0.0;64905;2020-06-05 22:09:33:096
1.623;-0.727;-9.993;0.2207;0.1744;-0.3291;0.0;-0.0526;0.0;65005;2020-06-05 22:09:33:196
1.665;-0.851;-10.061;0.2397;0.0409;-0.3996;0.0;0.1404;0.0175;65105;2020-06-05 22:09:33:296
1.664;-0.851;-9.897;0.1998;0.0605;-0.2432;0.0;0.0;0.0175;65205;2020-06-05 22:09:33:396
1.58;-0.871;-9.943;0.1067;0.0394;-0.2905;0.0;-0.0175;0.0175;65305;2020-06-05 22:09:33:496
1.638;-0.861;-9.93;0.2737;0.0422;-0.2608;0.0;0.0175;-0.0175;65405;2020-06-05 22:09:33:596
1.437;-0.834;-10.045;0.0206;0.067;-0.3831;0.0175;0.0526;0.0175;65505;2020-06-05 22:09:33:696
1.692;-0.853;-10.157;0.3359;0.0666;-0.4882;0.0;-0.1228;0.0175;65605;2020-06-05 22:09:33:796
1.467;-0.846;-9.942;0.1133;0.0454;-0.2702;-0.0702;0.0351;0.0;65705;2020-06-05 22:09:33:896
1.599;-0.803;-9.974;0.2342;0.0461;-0.3;0.0175;-0.0175;0.0175;65805;2020-06-05 22:09:33:996
1.516;-0.717;-10.022;0.1319;0.1355;-0.351;0.0;0.1404;0.0;65905;2020-06-05 22:09:34:096
1.626;-0.826;-9.848;0.2224;0.0406;-0.1811;0.0351;-0.1579;0.0175;66005;2020-06-05 22:09:34:196
1.538;-0.687;-9.917;0.1796;0.2012;-0.2456;0.0;0.0351;0.0;66105;2020-06-05 22:09:34:296
1.528;-0.736;-9.897;0.1205;0.1438;-0.2318;0.0;-0.0526;0.0;66205;2020-06-05 22:09:34:396
1.638;-0.854;-10.071;0.2809;0.0216;-0.3983;0.0;0.0526;0.0;66305;2020-06-05 22:09:34:496
1.588;-0.798;-9.971;0.2147;0.078;-0.3006;0.0175;-0.0877;0.0;66405;2020-06-05 22:09:34:596
1.695;-0.778;-9.929;0.3875;0.1018;-0.2498;0.0175;-0.1404;0.0;66505;2020-06-05 22:09:34:696
1.531;-0.912;-9.816;0.123;-0.0697;-0.1476;0.0175;0.0;0.0;66605;2020-06-05 22:09:34:796
1.582;-0.836;-9.912;0.1854;0.011;-0.2423;0.0351;-0.0877;0.0;66705;2020-06-05 22:09:34:896
1.564;-0.701;-10.064;0.1837;0.1689;-0.394;0.0;0.0526;0.0;66805;2020-06-05 22:09:34:996
1.459;-0.695;-10.032;0.0811;0.162;-0.3605;0.0;-0.0175;-0.0351;66905;2020-06-05 22:09:35:096
1.426;-0.713;-9.871;0.0096;0.1299;-0.2038;-0.0175;0.0;0.0;67005;2020-06-05 22:09:35:196
1.576;-0.754;-9.963;0.2282;0.087;-0.2859;0.0;-0.0702;-0.0175;67105;2020-06-05 22:09:35:296
1.515;-0.727;-9.914;0.0946;0.0701;-0.2435;0.0;0.0;0.0;67205;2020-06-05 22:09:35:396
1.569;-0.822;-9.963;0.1919;-0.0047;-0.288;0.0526;-0.1053;0.0;67305;2020-06-05 22:09:35:496
1.526;-0.821;-9.957;0.1408;-6.0E-4;-0.2834;0.0;0.0;-0.0175;67405;2020-06-05 22:09:35:596
1.515;-0.676;-10.066;0.1591;0.1459;-0.3884;0.0;-0.0702;0.0;67505;2020-06-05 22:09:35:696
1.498;-0.81;-9.92;0.1224;-0.0244;-0.2421;-0.0351;0.0877;0.0;67605;2020-06-05 22:09:35:796
1.459;-0.731;-9.99;0.0948;0.0462;-0.3098;0.0351;-0.1404;0.0;67705;2020-06-05 22:09:35:896
1.471;-0.702;-10.051;0.1275;0.0966;-0.3697;0.0;0.1228;0.0;67805;2020-06-05 22:09:35:996
1.533;-0.719;-9.854;0.1865;0.1;-0.1748;0.0175;-0.0175;0.0;67905;2020-06-05 22:09:36:096
1.466;-0.665;-10.041;0.1018;0.1586;-0.3647;0.0;0.0702;0.0;68005;2020-06-05 22:09:36:196
1.539;-0.843;-10.051;0.1696;-0.0211;-0.3753;0.0175;-0.0702;0.0351;68105;2020-06-05 22:09:36:296
1.444;-0.723;-10.006;0.032;0.0993;-0.3364;0.0351;0.0175;0.0;68205;2020-06-05 22:09:36:396
1.544;-0.685;-9.816;0.1843;0.1507;-0.1401;0.0;-0.1228;0.0;68305;2020-06-05 22:09:36:496
1.533;-0.743;-10.07;0.1809;0.0577;-0.3901;0.0;0.1404;0.0175;68405;2020-06-05 22:09:36:596
1.535;-0.642;-9.897;0.1648;0.1742;-0.2209;0.0351;-0.1754;0.0;68505;2020-06-05 22:09:36:696
1.434;-0.676;-9.913;0.073;0.1298;-0.2347;0.0;0.0;0.0;68605;2020-06-05 22:09:36:796
1.577;-0.805;-9.866;0.2091;-0.0099;-0.1878;0.0175;-0.0175;0.0;68705;2020-06-05 22:09:36:896
1.619;-0.792;-9.815;0.2013;-0.0128;-0.1427;0.0175;0.0;0.0175;68805;2020-06-05 22:09:36:996
1.532;-0.685;-10.109;0.1713;0.1131;-0.4301;0.0;-0.0351;-0.0175;68906;2020-06-05 22:09:37:097
1.375;-0.743;-9.669;-0.0237;0.0615;0.004;0.0;0.0877;0.0;69006;2020-06-05 22:09:37:197
1.52;-0.67;-9.933;0.0802;0.1161;-0.2645;0.0;-0.0702;0.0526;69105;2020-06-05 22:09:37:296
1.719;-0.62;-10.372;0.3381;0.1278;-0.6919;-0.0526;0.0175;0.0;69205;2020-06-05 22:09:37:396
1.484;-0.697;-10.093;0.0705;0.006;-0.4142;-0.0351;0.0351;-0.0175;69305;2020-06-05 22:09:37:496
1.581;-0.555;-9.984;0.2161;0.1833;-0.3009;0.0526;0.0;0.0;69405;2020-06-05 22:09:37:596
1.496;-0.713;-9.678;0.1059;0.0454;0.0;0.0;0.0;0.0;69505;2020-06-05 22:09:37:696
1.544;-0.633;-9.75;0.1961;0.1238;-0.0659;-0.0175;0.0;0.0;69605;2020-06-05 22:09:37:796
1.547;-0.673;-10.029;0.1381;0.0711;-0.3526;0.0;0.0175;0.0175;69705;2020-06-05 22:09:37:896
1.585;-0.762;-9.968;0.2095;0.0051;-0.2886;0.0175;-0.0175;-0.0526;69805;2020-06-05 22:09:37:996
1.441;-0.632;-9.944;0.0813;0.1544;-0.264;0.0175;0.0351;0.0;69905;2020-06-05 22:09:38:096
1.562;-0.797;-9.852;0.1846;-0.0186;-0.1738;0.0;0.0351;0.0;70005;2020-06-05 22:09:38:196
1.608;-0.766;-10.138;0.2191;0.0142;-0.4616;0.0351;0.0;0.0;70105;2020-06-05 22:09:38:296
1.523;-0.701;-10.018;0.0914;0.0844;-0.3483;0.0175;-0.0526;0.0175;70205;2020-06-05 22:09:38:396
1.541;-0.721;-9.95;0.1436;0.0689;-0.2756;0.0;0.0351;0.0175;70305;2020-06-05 22:09:38:496
1.624;-0.709;-10.077;0.2206;0.0786;-0.4033;0.0;-0.0351;0.0;70405;2020-06-05 22:09:38:596
1.473;-0.754;-9.963;0.0992;0.0289;-0.2847;-0.0351;0.0702;0.0;70505;2020-06-05 22:09:38:696
1.502;-0.663;-10.022;0.1133;0.1049;-0.3446;0.0;-0.0351;0.0;70605;2020-06-05 22:09:38:796
1.62;-0.739;-9.963;0.2334;0.0323;-0.2856;0.0351;0.0;0.0;70705;2020-06-05 22:09:38:896
1.442;-0.696;-9.795;0.0568;0.0842;-0.1181;0.0;0.0;0.0;70805;2020-06-05 22:09:38:996
1.514;-0.618;-9.761;0.1374;0.1521;-0.082;-0.0526;0.0175;0.0;70905;2020-06-05 22:09:39:096
1.54;-0.743;-10.218;0.1217;-0.0106;-0.5421;0.0;0.0351;0.0;71005;2020-06-05 22:09:39:196
1.488;-0.659;-10.071;0.0952;0.0853;-0.3923;0.0175;-0.0526;0.0;71105;2020-06-05 22:09:39:296
1.611;-0.675;-10.036;0.2263;0.0752;-0.3566;0.0;0.0175;-0.0175;71205;2020-06-05 22:09:39:396
1.496;-0.709;-9.886;0.1015;0.0367;-0.2077;-0.0175;0.0;-0.0175;71305;2020-06-05 22:09:39:496
1.544;-0.673;-9.942;0.151;0.0609;-0.2626;0.0;0.0;0.0;71405;2020-06-05 22:09:39:596
1.534;-0.634;-9.988;0.1447;0.1037;-0.3083;0.0;0.0;0.0;71505;2020-06-05 22:09:39:696
1.561;-0.675;-9.954;0.1476;0.0578;-0.2774;0.0175;-0.0175;0.0;71605;2020-06-05 22:09:39:796
1.556;-0.669;-9.932;0.1484;0.0666;-0.2548;0.0;-0.0351;-0.0351;71705;2020-06-05 22:09:39:896
1.49;-0.67;-9.76;0.0651;0.0547;-0.0845;0.0175;-0.1228;0.0;71805;2020-06-05 22:09:39:996
1.62;-0.581;-9.868;0.2399;0.1378;-0.1856;-0.0175;0.0;0.0;71905;2020-06-05 22:09:40:096
1.516;-0.76;-9.909;0.0653;-0.0829;-0.2339;0.0;0.0175;-0.0175;72005;2020-06-05 22:09:40:196
1.55;-0.663;-10.249;0.1323;0.0458;-0.5713;0.0702;-0.0175;0.0;72105;2020-06-05 22:09:40:296
1.526;-0.653;-10.113;0.0548;0.0864;-0.4456;0.0175;0.0;0.0;72205;2020-06-05 22:09:40:396
1.544;-0.651;-10.047;0.1291;0.1017;-0.3722;0.0;-0.0702;0.0;72305;2020-06-05 22:09:40:496
1.514;-0.724;-9.894;0.0838;0.0184;-0.2206;0.0;0.0175;0.0;72405;2020-06-05 22:09:40:596
1.579;-0.626;-10.091;0.1862;0.1206;-0.4125;0.0175;-0.0175;0.0;72505;2020-06-05 22:09:40:696
1.495;-0.65;-9.957;0.0731;0.0954;-0.2826;0.0;0.0;0.0;72605;2020-06-05 22:09:40:796
1.569;-0.695;-9.956;0.1642;0.0562;-0.2796;0.0;0.0;0.0;72705;2020-06-05 22:09:40:896
1.51;-0.743;-10.022;0.0726;-0.0061;-0.3493;0.0175;-0.0702;0.0;72805;2020-06-05 22:09:40:996
1.553;-0.688;-10.045;0.1771;0.0615;-0.3643;0.0;-0.0526;-0.0175;72905;2020-06-05 22:09:41:096
1.46;-0.561;-9.963;0.0714;0.1826;-0.2837;-0.0351;0.0526;0.0;73005;2020-06-05 22:09:41:196
1.638;-0.597;-9.955;0.265;0.1276;-0.272;0.0;-0.0526;0.0;73105;2020-06-05 22:09:41:296
1.526;-0.699;-9.882;0.0861;-0.0019;-0.2067;0.0;0.0702;0.0;73205;2020-06-05 22:09:41:396
1.587;-0.617;-10.095;0.1917;0.1029;-0.4149;0.0526;-0.0877;0.0;73305;2020-06-05 22:09:41:496
1.564;-0.636;-10.257;0.1772;0.1142;-0.5779;0.0;0.1579;0.0;73405;2020-06-05 22:09:41:596
1.549;-0.703;-10.042;0.1465;0.0465;-0.3651;0.0;-0.0526;-0.0175;73505;2020-06-05 22:09:41:696
1.468;-0.628;-10.047;0.0699;0.1178;-0.3692;0.0;0.0702;0.0;73605;2020-06-05 22:09:41:796
1.606;-0.618;-10.02;0.2199;0.1396;-0.3414;0.0175;-0.1053;0.0;73705;2020-06-05 22:09:41:896
1.599;-0.714;-9.957;0.1975;0.0477;-0.2809;0.0;0.0877;-0.0175;73805;2020-06-05 22:09:41:996
1.541;-0.725;-10.035;0.1233;0.059;-0.3631;0.0;0.0;0.0;73905;2020-06-05 22:09:42:096
1.654;-0.727;-9.919;0.2213;0.0543;-0.2491;0.0;0.0351;0.0;74005;2020-06-05 22:09:42:196
1.593;-0.73;-9.936;0.1423;0.0411;-0.2679;0.0;-0.0351;0.0;74105;2020-06-05 22:09:42:296
1.637;-0.678;-10.066;0.1882;0.091;-0.3975;0.0;0.0;0.0;74205;2020-06-05 22:09:42:396
1.608;-0.744;-9.789;0.1114;0.0093;-0.1265;0.0351;-0.1754;0.0;74305;2020-06-05 22:09:42:496
1.577;-0.648;-10.048;0.1802;0.1139;-0.3713;0.0;0.0;0.0;74405;2020-06-05 22:09:42:596
1.498;-0.798;-9.79;0.0297;-0.0434;-0.1233;0.0175;-0.0351;0.0;74505;2020-06-05 22:09:42:696
1.655;-0.635;-10.123;0.2348;0.141;-0.4508;0.0175;-0.0175;0.0;74605;2020-06-05 22:09:42:796
1.562;-0.772;-9.841;0.0623;-0.0136;-0.1794;0.0175;-0.1228;0.0;74705;2020-06-05 22:09:42:896
1.632;-0.672;-10.112;0.2468;0.0964;-0.4341;0.0;-0.0175;-0.0175;74805;2020-06-05 22:09:42:996
1.538;-0.616;-10.008;0.072;0.1396;-0.341;0.0;0.0;0.0175;74905;2020-06-05 22:09:43:096
1.793;-0.688;-10.249;0.4457;0.0948;-0.5669;0.0526;-0.1404;0.0175;75005;2020-06-05 22:09:43:196
1.488;-0.724;-9.984;0.1002;0.0581;-0.3076;-0.0351;0.1404;0.0;75105;2020-06-05 22:09:43:296
1.596;-0.671;-9.968;0.2051;0.1119;-0.2921;0.0351;-0.193;0.0;75205;2020-06-05 22:09:43:396
1.695;-0.7;-10.041;0.3074;0.0722;-0.3638;-0.0175;0.2281;0.0;75305;2020-06-05 22:09:43:496
1.715;-0.739;-9.901;0.2435;0.0474;-0.2373;0.0526;-0.1053;0.0;75405;2020-06-05 22:09:43:596
1.623;-0.67;-10.073;0.1842;0.1366;-0.4061;-0.0175;0.1228;0.0;75505;2020-06-05 22:09:43:696
1.585;-0.726;-9.835;0.1064;0.0626;-0.1726;0.0175;-0.1579;0.0;75605;2020-06-05 22:09:43:796
1.71;-0.66;-10.152;0.3304;0.1306;-0.4751;-0.0351;0.1579;0.0;75705;2020-06-05 22:09:43:896
1.612;-0.688;-9.852;0.1242;0.0892;-0.1901;0.0175;-0.0526;0.0;75805;2020-06-05 22:09:43:996
1.618;-0.623;-10.03;0.1498;0.1529;-0.365;0.0;0.0526;0.0;75905;2020-06-05 22:09:44:096
1.692;-0.717;-9.863;0.1597;0.0437;-0.2067;0.0;0.0;0.0;76005;2020-06-05 22:09:44:196
1.771;-0.775;-10.006;0.2572;-0.0168;-0.3466;0.0877;-0.0877;0.0175;76105;2020-06-05 22:09:44:296
1.595;-0.872;-9.921;0.1891;-0.0284;-0.2524;0.0702;-0.0702;-0.0175;76205;2020-06-05 22:09:44:396
1.477;-0.66;-9.96;0.2443;0.2203;-0.271;0.0526;-0.1053;0.0175;76305;2020-06-05 22:09:44:496
1.368;-0.754;-9.824;0.1256;0.1581;-0.1392;0.0175;0.2632;0.0;76405;2020-06-05 22:09:44:596
1.516;-0.887;-9.877;0.0974;0.0255;-0.2165;0.0351;0.0;0.0;76505;2020-06-05 22:09:44:696
1.587;-0.86;-9.981;0.0965;0.0667;-0.3327;-0.0175;0.1404;0.0;76605;2020-06-05 22:09:44:796
1.65;-0.849;-9.974;0.1206;0.06;-0.3301;0.0351;-0.193;0.0175;76705;2020-06-05 22:09:44:896
1.614;-0.802;-10.027;0.2467;0.1306;-0.361;0.0;-0.0702;0.0;76805;2020-06-05 22:09:44:996
1.509;-0.832;-9.73;0.0955;0.0925;-0.0699;0.0;-0.0702;0.0;76905;2020-06-05 22:09:45:096
1.671;-0.845;-10.065;0.2735;0.0734;-0.402;0.0;0.0702;0.0;77005;2020-06-05 22:09:45:196
1.692;-0.897;-9.875;0.2003;0.0134;-0.2253;0.0351;0.0;0.0;77105;2020-06-05 22:09:45:296
1.643;-0.838;-9.891;0.1858;0.1015;-0.2388;0.0175;-0.1228;0.0175;77205;2020-06-05 22:09:45:396
1.624;-0.791;-10.038;0.178;0.1366;-0.383;-0.0175;0.0877;0.0;77305;2020-06-05 22:09:45:496
1.737;-0.785;-9.894;0.1591;0.1191;-0.2574;-0.0175;0.1228;-0.0351;77405;2020-06-05 22:09:45:596
1.703;-0.756;-10.029;0.1139;0.1453;-0.394;0.0175;-0.0175;-0.0175;77505;2020-06-05 22:09:45:696
1.561;-0.738;-9.828;-0.0105;0.1773;-0.1915;0.0175;0.0;0.0;77605;2020-06-05 22:09:45:796
1.726;-0.859;-9.931;0.0747;0.0554;-0.3077;0.0;0.0351;0.0;77705;2020-06-05 22:09:45:896
1.822;-0.894;-9.853;0.1679;0.0246;-0.2306;0.0;-0.0351;0.0;77805;2020-06-05 22:09:45:996
1.837;-0.772;-10.012;0.2933;0.1684;-0.3734;-0.0175;0.0351;-0.0175;77905;2020-06-05 22:09:46:096
1.674;-0.848;-9.982;0.084;0.0805;-0.3498;0.0;-0.0175;0.0175;78005;2020-06-05 22:09:46:196
1.788;-0.829;-9.961;0.1948;0.0967;-0.329;0.0;-0.0526;-0.0351;78105;2020-06-05 22:09:46:296
1.701;-0.833;-9.863;0.0846;0.0802;-0.2337;0.0;0.0;0.0;78205;2020-06-05 22:09:46:396
1.828;-0.835;-10.052;0.2951;0.0752;-0.4088;0.0;0.0175;0.0;78305;2020-06-05 22:09:46:496
1.733;-0.873;-9.868;0.1302;0.0275;-0.2352;0.0;0.0877;0.0;78405;2020-06-05 22:09:46:596
1.71;-0.818;-9.99;0.0971;0.0903;-0.3596;0.0175;-0.0702;0.0;78505;2020-06-05 22:09:46:696
1.747;-0.78;-10.114;0.1334;0.1122;-0.4822;-0.0526;0.1404;0.0;78605;2020-06-05 22:09:46:796
1.794;-0.774;-10.079;0.1887;0.1134;-0.4454;0.0;0.0175;0.0;78704;2020-06-05 22:09:46:895
1.72;-0.799;-9.797;0.0954;0.0826;-0.1661;0.0;0.0;0.0;78805;2020-06-05 22:09:46:996
1.799;-0.741;-10.078;0.2056;0.1451;-0.4423;0.0;-0.0526;-0.0175;78905;2020-06-05 22:09:47:096
1.774;-0.824;-10.04;0.1344;0.0459;-0.4106;0.0;0.1579;0.0;79005;2020-06-05 22:09:47:196
1.793;-0.772;-9.945;0.1492;0.0985;-0.3164;0.0;-0.0526;0.0;79105;2020-06-05 22:09:47:296
1.81;-0.768;-9.939;0.1848;0.0977;-0.3068;0.0;0.0;-0.0175;79205;2020-06-05 22:09:47:396
1.726;-0.828;-9.906;0.0683;0.0402;-0.2795;0.0175;-0.0526;0.0;79305;2020-06-05 22:09:47:496
1.747;-0.835;-10.045;0.1102;0.0511;-0.4166;0.0;0.0;-0.0175;79405;2020-06-05 22:09:47:596
1.558;-0.99;-9.912;-0.0901;-0.1075;-0.2852;-0.0351;0.0;0.0;79505;2020-06-05 22:09:47:696
1.659;-0.808;-10.063;0.0863;0.0703;-0.4232;0.0351;-0.1404;0.0351;79605;2020-06-05 22:09:47:796
