sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.958;0.799;-9.578;-0.48393;0.68157;0.11652;0.15789;2.12281;1.64912;2805;2020-06-05 22:08:30:996
0.671;1.002;-8.409;0.65745;0.42378;1.38058;-1.29825;0.2807;1.31579;2905;2020-06-05 22:08:31:096
-0.356;3.134;-10.38;-0.52542;0.86052;-0.84202;-1.49123;0.24561;1.31579;3005;2020-06-05 22:08:31:196
0.671;2.069;-9.103;-0.27131;-0.67711;0.26404;-0.63158;0.21053;1.84211;3105;2020-06-05 22:08:31:296
1.836;2.982;-9.812;-0.10818;-0.05462;-0.69227;-0.26316;0.12281;1.01754;3205;2020-06-05 22:08:31:396
3.287;2.488;-8.984;0.97602;-0.64858;0.01553;0.12281;-0.33333;0.40351;3305;2020-06-05 22:08:31:496
0.369;2.111;-8.978;-1.06345;-0.02948;0.48439;0.94737;-1.05263;1.29825;3405;2020-06-05 22:08:31:596
0.796;2.023;-9.906;-0.12128;0.61408;-0.24454;0.61404;-0.01754;2.94737;3505;2020-06-05 22:08:31:696
2.814;3.172;-14.372;1.74765;2.54522;-4.64367;-0.03509;1.38596;0.21053;3605;2020-06-05 22:08:31:796
1.292;1.774;-15.091;-0.10175;1.54346;-5.38663;0.64912;0.15789;-0.49123;3705;2020-06-05 22:08:31:896
2.616;-0.505;-13.113;0.89835;-0.64668;-3.45899;-0.03509;0.92982;-0.21053;3805;2020-06-05 22:08:31:996
4.045;-1.592;-8.044;1.09647;-1.40957;1.30711;0.33333;-0.54386;0.94737;3905;2020-06-05 22:08:32:096
4.488;-2.473;-9.802;1.45432;-1.42639;-0.53529;0.75439;0.01754;-0.07018;4005;2020-06-05 22:08:32:196
1.944;1.169;-6.913;-1.30352;2.31422;2.26918;-0.31579;0.4386;-0.66667;4105;2020-06-05 22:08:32:296
1.807;-1.126;-6.075;-1.62575;-0.40856;3.08316;-0.15789;0.10526;-0.45614;4205;2020-06-05 22:08:32:396
1.328;0.676;-6.531;-1.99162;1.56808;2.65348;0.52632;-0.78947;-0.08772;4305;2020-06-05 22:08:32:496
1.47;0.098;-8.25;-0.8818;1.48091;1.16951;0.68421;-1.47368;0.52632;4405;2020-06-05 22:08:32:596
2.514;-3.174;-13.233;1.01732;-1.33735;-3.71685;-1.05263;0.61404;-0.85965;4505;2020-06-05 22:08:32:696
0.896;0.653;-10.708;-0.04065;1.74766;-1.00775;-0.45614;-0.36842;0.47368;4605;2020-06-05 22:08:32:796
1.082;-1.619;-10.234;0.83033;-0.48987;-0.49582;0.63158;-0.73684;0.63158;4705;2020-06-05 22:08:32:896
0.475;-1.789;-11.552;0.67484;-0.33942;-1.85514;-0.03509;-0.05263;0.21053;4805;2020-06-05 22:08:32:996
1.248;0.363;-9.303;0.51599;1.27363;0.4338;-0.31579;-0.91228;1.03509;4905;2020-06-05 22:08:33:096
1.15;-1.179;-12.811;0.92106;-0.21356;-3.05467;0.61404;0.96491;0.59649;5005;2020-06-05 22:08:33:196
0.395;-0.492;-13.105;0.38854;1.03975;-3.41872;0.17544;0.38596;0.19298;5105;2020-06-05 22:08:33:296
0.785;-1.241;-10.234;0.59344;0.29441;-0.55019;-0.26316;0.07018;-0.2807;5205;2020-06-05 22:08:33:396
1.136;-0.861;-9.617;0.613;0.3192;0.10432;-0.70175;0.15789;-1.08772;5305;2020-06-05 22:08:33:496
0.911;0.416;-9.868;0.33248;0.84458;-0.08781;0.0;0.19298;-0.64912;5405;2020-06-05 22:08:33:596
0.672;-0.723;-9.666;-0.13708;-0.02852;0.08251;0.80702;0.54386;-0.47368;5505;2020-06-05 22:08:33:696
1.033;0.302;-10.241;0.12328;1.33848;-0.5318;-0.07018;-0.36842;0.05263;5604;2020-06-05 22:08:33:795
1.239;-0.148;-9.523;0.44552;0.7982;0.20559;0.14035;-0.08772;0.17544;5705;2020-06-05 22:08:33:896
0.944;-0.38;-10.221;0.07687;0.70506;-0.51321;-0.03509;0.03509;0.08772;5805;2020-06-05 22:08:33:996
1.577;-0.645;-10.084;0.70784;0.36256;-0.36804;-0.12281;0.07018;0.08772;5905;2020-06-05 22:08:34:096
1.69;-0.781;-9.869;0.77332;0.09633;-0.14478;-0.01754;0.14035;0.10526;6005;2020-06-05 22:08:34:196
1.253;-1.746;-9.772;0.50988;-0.91934;-0.02855;-0.14035;-0.15789;-0.14035;6105;2020-06-05 22:08:34:296
0.864;1.148;-11.091;-0.01267;1.67879;-1.33804;-0.54386;-0.12281;0.19298;6205;2020-06-05 22:08:34:396
1.025;0.178;-9.756;0.27771;0.53611;0.01558;0.49123;0.01754;0.0;6305;2020-06-05 22:08:34:496
0.958;-0.878;-10.028;-0.00437;0.01079;-0.30924;0.14035;0.26316;-0.10526;6405;2020-06-05 22:08:34:596
1.246;-0.659;-10.05;0.30704;0.21329;-0.32745;-0.01754;0.0;-0.22807;6505;2020-06-05 22:08:34:696
1.257;-0.559;-9.979;0.00888;0.38851;-0.29836;0.01754;-0.26316;-0.15789;6605;2020-06-05 22:08:34:796
1.201;-0.799;-9.805;0.19192;0.17125;-0.09878;0.15789;-0.07018;-0.10526;6705;2020-06-05 22:08:34:896
0.78;-0.882;-10.211;-0.17076;0.18101;-0.5086;-0.05263;0.05263;-0.08772;6805;2020-06-05 22:08:34:996
1.019;-0.735;-10.31;-0.05594;0.25149;-0.61249;-0.07018;0.08772;-0.12281;6905;2020-06-05 22:08:35:096
1.031;-1.231;-10.024;0.0209;-0.24668;-0.3193;0.12281;-0.26316;-0.03509;7005;2020-06-05 22:08:35:196
0.878;-1.216;-9.858;-0.04456;-0.05872;-0.16367;0.22807;0.24561;-0.14035;7105;2020-06-05 22:08:35:296
1.334;-1.291;-10.03;0.25469;-0.05962;-0.36102;-0.22807;0.08772;-0.07018;7205;2020-06-05 22:08:35:396
1.412;-0.53;-9.877;0.24776;0.44913;-0.18906;-0.14035;-0.15789;0.05263;7305;2020-06-05 22:08:35:496
1.297;-1.024;-10.648;0.03068;0.14037;-0.99341;0.03509;0.31579;0.45614;7405;2020-06-05 22:08:35:596
1.713;-1.453;-9.908;0.48898;-0.22032;-0.25644;-0.07018;0.05263;0.10526;7505;2020-06-05 22:08:35:696
1.795;-0.144;-9.982;0.49768;0.82096;-0.30956;-0.24561;-0.22807;0.17544;7605;2020-06-05 22:08:35:796
1.787;-0.392;-9.508;0.48905;0.50475;0.17092;0.10526;0.21053;0.14035;7705;2020-06-05 22:08:35:896
1.825;-1.529;-9.663;0.82202;-1.04266;0.08009;-1.47368;-0.59649;-0.12281;7805;2020-06-05 22:08:35:996
1.112;0.597;-10.756;0.08614;0.68441;-1.00355;0.49123;0.12281;0.14035;7905;2020-06-05 22:08:36:096
0.665;-0.583;-9.367;-0.10667;0.06267;0.3879;0.35088;0.05263;-0.07018;8005;2020-06-05 22:08:36:196
0.676;-0.49;-9.396;-0.17179;0.39215;0.33403;0.10526;0.26316;0.0;8105;2020-06-05 22:08:36:296
0.525;-0.137;-9.335;-0.19103;0.63191;0.4152;-0.45614;-0.40351;0.05263;8205;2020-06-05 22:08:36:396
1.176;-0.147;-9.905;0.35772;0.08471;-0.13529;-0.92982;0.52632;0.0;8305;2020-06-05 22:08:36:496
2.376;1.116;-7.191;0.46135;0.31007;2.3931;-0.17544;0.57895;0.07018;8405;2020-06-05 22:08:36:596
2.571;0.096;-9.174;0.59175;-0.6006;0.40555;0.49123;-0.15789;-0.75439;8505;2020-06-05 22:08:36:696
-0.112;1.46;-12.419;-1.18017;1.22145;-2.67361;0.49123;-1.15789;-2.15789;8605;2020-06-05 22:08:36:796
0.102;1.157;-11.019;-0.70186;0.8199;-1.25117;0.01754;1.14035;-1.35088;8705;2020-06-05 22:08:36:896
2.669;-0.419;-10.313;0.8459;-0.7635;-0.6835;0.0526;0.8246;-0.9123;8805;2020-06-05 22:08:36:996
3.179;-1.328;-9.202;1.0748;-1.4709;0.3752;1.0877;-0.1579;-1.5263;8905;2020-06-05 22:08:37:096
1.972;0.217;-11.662;0.1953;0.5219;-2.0225;-0.4737;-0.2105;-0.2105;9005;2020-06-05 22:08:37:196
2.157;-0.079;-10.543;0.4598;-0.336;-0.8877;-0.7018;-0.0351;0.0351;9105;2020-06-05 22:08:37:296
1.62;0.478;-10.425;-0.2945;-0.1661;-0.8286;0.2105;0.807;0.1404;9205;2020-06-05 22:08:37:396
2.012;0.22;-10.211;-0.5667;-0.0943;-0.7547;0.2982;0.8596;0.5614;9305;2020-06-05 22:08:37:496
2.814;1.21;-9.231;-0.5436;0.9361;-0.0211;-0.4386;0.0175;0.4386;9405;2020-06-05 22:08:37:596
3.334;1.016;-10.168;-0.0956;0.3759;-1.0029;-0.3684;0.2281;0.1228;9505;2020-06-05 22:08:37:696
3.015;0.13;-9.238;-0.4611;-0.2763;-0.0771;0.5965;0.5263;0.2105;9605;2020-06-05 22:08:37:796
3.452;-0.147;-9.464;-0.2325;-0.0552;-0.3763;0.1754;0.3158;0.1053;9705;2020-06-05 22:08:37:896
4.829;0.319;-8.391;1.0038;0.0408;0.6346;-0.2807;-0.5088;-0.193;9805;2020-06-05 22:08:37:996
3.556;-0.138;-10.005;-0.0778;-0.5456;-0.9056;0.0;-0.1228;0.0;9905;2020-06-05 22:08:38:096
3.663;-0.031;-8.435;0.2703;-0.4008;0.7587;0.5614;-0.5439;0.1404;10005;2020-06-05 22:08:38:196
2.911;-0.701;-10.506;-0.2171;-0.6329;-1.2119;0.0877;0.0;0.1053;10105;2020-06-05 22:08:38:296
3.102;-0.435;-9.135;0.1492;-0.679;0.2134;-0.1053;-0.7544;-0.6491;10205;2020-06-05 22:08:38:396
1.456;0.749;-9.453;-0.8906;0.3415;0.06;0.2632;-0.3509;-0.193;10305;2020-06-05 22:08:38:496
1.831;-0.438;-9.487;-0.34;-0.5371;0.0758;0.3509;-0.4211;-0.4737;10405;2020-06-05 22:08:38:596
1.737;-0.035;-10.155;-0.2302;-0.0602;-0.5477;-0.1754;-0.1228;-0.1579;10505;2020-06-05 22:08:38:696
2.348;-0.398;-8.889;0.4004;-0.9822;0.7045;0.0877;-0.2456;-0.5439;10605;2020-06-05 22:08:38:796
1.415;-0.089;-10.399;-0.0429;-0.3903;-0.706;0.6842;-0.5439;-0.5088;10705;2020-06-05 22:08:38:896
1.166;-0.185;-9.735;-0.0704;0.3352;-0.0205;0.5614;0.0526;-0.0526;10806;2020-06-05 22:08:38:997
1.234;-1.194;-10.261;-0.0995;-0.4025;-0.5777;0.1579;0.193;-0.0351;10906;2020-06-05 22:08:39:097
2.029;1.643;-10.896;0.5564;2.4005;-1.2302;-0.0877;0.1754;0.4035;11006;2020-06-05 22:08:39:197
1.772;-0.816;-9.858;0.5136;0.0511;-0.1712;0.2456;-0.4035;-0.0526;11105;2020-06-05 22:08:39:296
0.869;-1.478;-9.288;0.3393;-0.7053;0.4738;0.1404;-0.5789;-0.6316;11205;2020-06-05 22:08:39:396
1.316;-0.447;-10.975;1.0261;0.3959;-1.2089;0.1053;-0.0877;-0.7544;11305;2020-06-05 22:08:39:496
0.985;0.573;-10.568;0.858;1.5254;-0.8085;-0.4386;-0.386;-0.7544;11405;2020-06-05 22:08:39:596
0.532;-0.135;-9.763;0.4706;0.6162;0.0146;-0.4561;-0.3684;0.3333;11506;2020-06-05 22:08:39:697
0.353;0.205;-9.544;0.5924;0.1702;0.2597;-0.1228;-0.1228;0.5263;11605;2020-06-05 22:08:39:796
-1.848;0.66;-11.21;-1.842;0.9943;-1.409;0.7368;1.386;-0.1053;11705;2020-06-05 22:08:39:896
0.015;0.122;-8.901;-2.0444;0.6148;0.6743;0.3333;-1.3509;1.2982;11805;2020-06-05 22:08:39:996
2.988;-1.255;-11.259;2.083;-0.0757;-1.5657;1.0702;-0.5439;0.5614;11905;2020-06-05 22:08:40:096
1.12;-2.079;-11.765;1.0544;0.0658;-2.196;0.1404;0.0;0.3509;12005;2020-06-05 22:08:40:196
-0.549;-2.14;-10.344;0.0194;0.1245;-0.8193;0.1579;-1.3333;0.4561;12105;2020-06-05 22:08:40:296
-0.58;-1.522;-9.038;-0.3165;0.5298;0.548;-0.5088;0.8421;1.193;12205;2020-06-05 22:08:40:396
-0.025;-2.217;-8.491;0.0763;-0.6161;1.1836;-0.6316;-0.0351;1.8947;12305;2020-06-05 22:08:40:496
-1.399;-1.338;-9.617;-0.4211;-0.2241;0.077;0.2456;0.5789;1.9474;12405;2020-06-05 22:08:40:596
-0.688;-0.371;-9.604;-0.0649;0.8684;0.104;0.3158;1.0175;0.7193;12506;2020-06-05 22:08:40:697
0.034;-1.285;-9.002;-0.607;0.1988;0.6705;-0.1404;0.5263;0.6667;12605;2020-06-05 22:08:40:796
0.563;-2.083;-9.18;-0.1559;-0.6773;0.4987;-0.1053;-0.4912;0.386;12705;2020-06-05 22:08:40:896
-0.064;-0.016;-12.318;0.768;1.1388;-2.6152;-0.5088;-0.2632;1.0877;12805;2020-06-05 22:08:40:996
0.095;-0.059;-10.334;0.9298;0.5528;-0.5821;-0.8421;0.2105;0.9649;12905;2020-06-05 22:08:41:096
-1.145;-0.044;-8.766;-0.3787;-0.5735;0.9963;-0.5439;-1.0175;1.3158;13006;2020-06-05 22:08:41:197
-0.001;0.928;-10.192;1.0186;-0.0684;-0.4895;-0.4386;0.1404;1.0702;13105;2020-06-05 22:08:41:296
0.426;2.267;-9.768;1.2246;0.5019;-0.1546;-0.4035;-0.1053;0.6842;13205;2020-06-05 22:08:41:396
-0.556;2.243;-9.49;0.4176;0.3827;0.0892;0.3684;0.0175;0.4035;13305;2020-06-05 22:08:41:496
0.197;0.535;-9.009;0.8225;-0.6358;0.7074;0.6842;-0.1404;0.6667;13405;2020-06-05 22:08:41:596
0.433;1.54;-10.228;1.1533;0.7125;-0.4829;0.1404;-0.2281;0.5614;13505;2020-06-05 22:08:41:696
-0.614;0.053;-10.216;-0.3142;-0.8464;-0.4553;0.0351;0.0702;0.3509;13605;2020-06-05 22:08:41:796
0.803;0.126;-9.847;0.9218;-0.6557;-0.0723;0.2982;-0.0702;0.2982;13705;2020-06-05 22:08:41:896
0.822;0.984;-10.745;0.8528;0.459;-0.9525;0.193;1.0;0.4386;13805;2020-06-05 22:08:41:996
1.063;0.326;-10.384;0.1421;-0.0917;-0.6296;0.0526;1.2982;0.6491;13906;2020-06-05 22:08:42:097
1.51;0.392;-9.784;-0.3752;0.0945;-0.1649;0.0;0.0175;0.6316;14005;2020-06-05 22:08:42:196
1.302;0.323;-9.998;-0.1333;0.1392;-0.2987;0.2281;-0.9474;0.4211;14105;2020-06-05 22:08:42:296
1.059;-0.05;-9.671;-0.2013;-0.0364;0.0543;0.2632;-0.0702;0.1579;14205;2020-06-05 22:08:42:396
2.433;0.883;-10.533;0.9764;1.0812;-0.8371;0.0;1.2632;0.0877;14305;2020-06-05 22:08:42:496
2.384;0.571;-8.565;0.319;1.0972;1.0073;0.7719;-1.1579;0.3333;14405;2020-06-05 22:08:42:596
1.708;-0.847;-9.64;0.6396;0.3668;0.0324;0.9123;-1.1053;0.193;14505;2020-06-05 22:08:42:696
1.939;-1.057;-11.154;1.754;1.0597;-1.5803;0.3158;-1.2281;-0.0175;14605;2020-06-05 22:08:42:796
-0.269;-2.577;-12.31;0.365;-0.5285;-2.7407;-0.7544;-0.3684;0.0877;14705;2020-06-05 22:08:42:896
-0.29;-1.206;-9.942;0.0645;-0.5526;-0.1636;-1.5614;1.0526;0.0877;14805;2020-06-05 22:08:42:996
0.002;-0.43;-8.651;-0.3954;-0.8417;1.1389;-0.5965;0.1754;0.0526;14905;2020-06-05 22:08:43:096
0.908;0.247;-10.149;0.8002;0.041;-0.3451;0.7719;-0.0351;-0.5088;15005;2020-06-05 22:08:43:196
0.269;0.195;-9.475;0.4649;0.6029;0.3212;0.8947;-1.2456;-0.7193;15105;2020-06-05 22:08:43:296
-0.471;-0.948;-11.49;0.5656;0.5433;-1.853;0.5614;1.4211;-0.8772;15205;2020-06-05 22:08:43:396
-0.247;-1.652;-9.183;-0.3628;0.1589;0.4543;0.1579;0.9298;-0.8947;15306;2020-06-05 22:08:43:497
1.339;-1.534;-10.52;1.1229;0.0975;-0.8524;-0.4386;-0.4211;-0.5263;15405;2020-06-05 22:08:43:596
0.42;-1.259;-10.557;0.1399;-0.0391;-0.8305;-0.6491;0.5614;-0.1754;15505;2020-06-05 22:08:43:696
0.47;-0.35;-9.651;0.3216;0.1718;0.1406;-0.4912;-1.1053;0.2632;15605;2020-06-05 22:08:43:796
-0.104;-0.004;-10.425;0.4965;0.1921;-0.6387;-0.2982;-0.3684;0.2807;15705;2020-06-05 22:08:43:896
-0.277;-0.266;-9.258;-0.0257;-0.28;0.5454;0.1053;0.1404;0.2105;15805;2020-06-05 22:08:43:996
0.543;0.45;-10.392;0.6399;0.5654;-0.5865;0.2105;0.2982;0.193;15905;2020-06-05 22:08:44:096
0.723;-0.113;-10.192;0.2848;0.3121;-0.4044;0.3684;0.5614;0.193;16005;2020-06-05 22:08:44:196
0.617;-1.002;-9.189;0.1106;-0.2529;0.5759;0.5088;-0.8772;0.3158;16105;2020-06-05 22:08:44:296
0.148;-1.028;-10.75;0.5209;0.1801;-1.0252;0.2105;0.0;0.0526;16205;2020-06-05 22:08:44:396
-0.408;-1.533;-10.385;-0.1154;-0.1891;-0.6753;0.0877;0.2281;-0.1754;16305;2020-06-05 22:08:44:496
-0.117;-1.225;-9.937;-0.0032;-0.012;-0.2063;-0.3333;0.0;-0.2632;16405;2020-06-05 22:08:44:596
0.276;-0.72;-10.186;0.2709;0.1739;-0.4202;-0.4035;0.1754;-0.2105;16505;2020-06-05 22:08:44:696
1.04;-0.281;-9.635;0.6212;0.1577;0.1529;-0.4035;0.2105;-0.0175;16605;2020-06-05 22:08:44:796
0.834;-0.129;-10.187;0.4275;0.0423;-0.3903;-0.2456;-0.1053;0.1053;16705;2020-06-05 22:08:44:896
0.429;-0.241;-10.039;0.3463;-0.0577;-0.2344;0.4035;-0.3333;0.193;16805;2020-06-05 22:08:44:996
0.128;-0.348;-9.851;0.2276;0.1637;-0.0582;0.4561;-0.3684;0.0877;16905;2020-06-05 22:08:45:096
0.269;-0.63;-10.24;0.0631;0.31;-0.4807;0.2281;0.7544;0.0;17005;2020-06-05 22:08:45:196
0.526;-0.79;-10.054;-0.0726;0.3125;-0.3279;0.2105;0.2807;0.1228;17105;2020-06-05 22:08:45:296
0.695;-0.969;-9.938;0.0726;0.2068;-0.222;-0.0877;-0.1404;0.1228;17205;2020-06-05 22:08:45:396
0.64;-1.253;-9.815;0.1684;-0.1787;-0.0788;-0.1579;-0.2632;0.0702;17305;2020-06-05 22:08:45:496
0.633;-0.967;-10.051;0.133;-0.0821;-0.2972;-0.2105;0.2281;0.0;17405;2020-06-05 22:08:45:596
0.822;-0.533;-10.103;0.0817;0.1385;-0.3474;-0.193;0.3158;-0.0702;17505;2020-06-05 22:08:45:696
1.2;-0.318;-10.096;0.44;0.2961;-0.3382;0.1053;-0.1228;-0.0526;17605;2020-06-05 22:08:45:796
0.708;-0.526;-9.866;0.2061;0.1918;-0.0985;0.0702;-0.3684;-0.0175;17705;2020-06-05 22:08:45:896
0.633;-0.48;-10.089;0.1297;0.2423;-0.3219;0.0;0.2632;-0.0702;17805;2020-06-05 22:08:45:996
0.896;-0.747;-10.294;0.2375;0.0685;-0.5435;0.1579;0.1579;-0.0526;17906;2020-06-05 22:08:46:097
0.984;-0.827;-9.986;0.1917;0.0464;-0.2505;0.0;0.1228;0.0175;18005;2020-06-05 22:08:46:196
0.95;-0.61;-9.902;0.1519;0.244;-0.1653;0.0;-0.2105;0.0877;18105;2020-06-05 22:08:46:296
0.827;-0.931;-10.257;0.1796;-0.0483;-0.5116;0.0;0.0526;0.0351;18205;2020-06-05 22:08:46:396
0.884;-0.659;-10.173;0.1958;0.2051;-0.4288;-0.1228;0.193;-0.0175;18305;2020-06-05 22:08:46:496
0.697;-0.627;-9.766;0.0208;0.1303;-0.012;0.0351;-0.3158;-0.0175;18405;2020-06-05 22:08:46:596
0.626;-0.792;-9.648;-0.029;-0.009;0.1054;0.0175;-0.2105;-0.0526;18505;2020-06-05 22:08:46:696
0.87;-0.588;-10.276;0.2733;0.1945;-0.5188;-0.0175;0.0526;-0.0175;18605;2020-06-05 22:08:46:796
0.611;-0.735;-10.059;0.0154;0.0654;-0.3032;0.0877;-0.0877;0.0702;18706;2020-06-05 22:08:46:897
0.751;-0.816;-10.259;0.3001;0.0341;-0.4997;0.0175;-0.1404;0.0526;18805;2020-06-05 22:08:46:996
0.717;-0.719;-10.175;0.2909;0.1372;-0.4151;0.0175;0.0351;0.0;18905;2020-06-05 22:08:47:096
0.282;-1.007;-9.783;-0.1466;-0.1158;-0.0263;0.0526;-0.1228;-0.0175;19005;2020-06-05 22:08:47:196
0.612;-0.729;-10.281;0.3154;0.1793;-0.521;-0.0175;0.0526;-0.0702;19105;2020-06-05 22:08:47:296
0.439;-0.875;-9.917;0.158;0.0433;-0.1575;0.0877;-0.1404;-0.0526;19205;2020-06-05 22:08:47:396
0.495;-0.937;-9.847;0.1483;0.0182;-0.0931;-0.0175;-0.0877;0.0;19305;2020-06-05 22:08:47:496
0.27;-0.616;-10.12;0.1007;0.3111;-0.3587;-0.0351;-0.386;0.0175;19405;2020-06-05 22:08:47:596
0.074;-0.951;-9.905;0.1399;-0.079;-0.1374;0.0;0.1228;-0.0702;19505;2020-06-05 22:08:47:696
0.28;-0.757;-9.821;0.2297;0.1142;-0.0533;-0.0175;0.0526;-0.0526;19605;2020-06-05 22:08:47:796
0.348;-0.885;-10.012;0.2198;0.0029;-0.2465;0.1228;-0.0175;0.0;19705;2020-06-05 22:08:47:896
0.244;-1.006;-10.151;0.1545;0.0091;-0.3974;0.1754;-0.0351;0.0;19805;2020-06-05 22:08:47:996
0.15;-0.877;-10.23;0.1792;0.3267;-0.4975;0.0702;-0.0351;0.0;19905;2020-06-05 22:08:48:096
0.001;-1.102;-9.811;0.1106;0.1414;-0.0841;0.0526;-0.1053;0.0;20005;2020-06-05 22:08:48:196
0.199;-1.132;-9.924;0.2965;0.1388;-0.2005;-0.0351;0.0175;-0.0351;20105;2020-06-05 22:08:48:296
0.211;-1.312;-10.099;0.216;-0.061;-0.3725;0.0;0.1228;-0.0175;20206;2020-06-05 22:08:48:397
0.178;-1.113;-10.082;0.166;0.1527;-0.3574;0.0351;-0.0351;0.0351;20306;2020-06-05 22:08:48:497
0.076;-1.236;-10.006;0.1881;0.0387;-0.2832;0.0175;-0.2807;0.0526;20405;2020-06-05 22:08:48:596
-0.183;-1.228;-9.948;0.0563;0.0622;-0.2295;0.0526;0.0;-0.0175;20505;2020-06-05 22:08:48:696
-0.185;-1.338;-9.854;-0.0224;-0.014;-0.1385;0.0526;0.1053;-0.0351;20605;2020-06-05 22:08:48:796
0.187;-1.218;-10.236;0.2723;0.1651;-0.5277;0.0526;0.193;0.0;20705;2020-06-05 22:08:48:896
-0.061;-1.415;-9.537;-0.061;-0.0019;0.1673;0.0877;-0.1579;0.0;20805;2020-06-05 22:08:48:996
0.052;-1.515;-10.048;0.2421;-0.0409;-0.3546;-0.0175;-0.1053;0.0;20905;2020-06-05 22:08:49:096
0.046;-1.338;-10.018;0.2389;0.1227;-0.3227;0.0;0.0877;0.0;21005;2020-06-05 22:08:49:196
-0.065;-1.442;-9.802;0.053;0.0211;-0.1058;0.0351;0.0;-0.0175;21105;2020-06-05 22:08:49:296
