sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.586;-0.007;-9.718;-0.059;-0.0264;-0.0503;-0.4211;0.1053;2.4211;72411;2020-06-05 23:03:02:968
1.623;-0.13;-9.575;-0.1215;-0.089;0.0752;-0.2807;-0.1228;2.8772;72511;2020-06-05 23:03:03:068
1.881;-0.344;-10.221;0.292;-0.0146;-0.5496;-0.2281;0.0175;2.8947;72611;2020-06-05 23:03:03:168
2.091;-0.496;-10.294;0.5092;0.0064;-0.6288;-0.3509;0.0;2.5088;72711;2020-06-05 23:03:03:268
2.257;-0.411;-10.561;0.7441;0.047;-0.8826;-0.4386;0.0877;2.0175;72811;2020-06-05 23:03:03:368
2.373;-0.263;-10.48;0.9396;0.0473;-0.7836;-0.2281;-0.2105;1.0351;72911;2020-06-05 23:03:03:468
2.469;-0.222;-10.734;1.0996;0.0743;-1.028;0.0351;0.1579;0.0;73011;2020-06-05 23:03:03:568
2.408;-0.265;-10.458;0.9125;0.0908;-0.7726;0.2632;-0.0175;-0.7719;73111;2020-06-05 23:03:03:668
2.347;-0.458;-10.64;0.8152;0.0427;-0.9667;0.2982;0.0351;-1.8421;73210;2020-06-05 23:03:03:767
2.1;-0.417;-10.351;0.5442;-0.0262;-0.6764;0.2456;-0.2105;-2.4035;73311;2020-06-05 23:03:03:868
1.933;-0.329;-10.273;0.3136;-0.1061;-0.6035;0.2632;0.1579;-2.8596;73411;2020-06-05 23:03:03:968
1.741;-0.238;-9.789;0.0241;-0.145;-0.1342;0.4386;-0.1228;-2.8947;73511;2020-06-05 23:03:04:068
1.654;-0.122;-9.881;0.0228;-0.0366;-0.2113;0.4561;0.1404;-2.5614;73610;2020-06-05 23:03:04:167
1.569;-0.038;-9.463;-0.1243;0.0855;0.1956;0.4211;-0.0877;-2.1053;73711;2020-06-05 23:03:04:268
1.616;0.037;-9.601;0.0295;0.116;0.0761;0.0175;0.0175;-1.193;73811;2020-06-05 23:03:04:368
1.533;0.221;-9.222;-0.0786;0.147;0.451;-0.1053;-0.0526;-0.4561;73911;2020-06-05 23:03:04:468
1.532;0.319;-9.409;0.0149;0.1221;0.2776;-0.1228;0.0702;0.7193;74010;2020-06-05 23:03:04:567
1.515;0.104;-9.307;-0.1005;0.0272;0.4123;-0.1228;0.0175;1.4561;74110;2020-06-05 23:03:04:667
1.616;-0.055;-9.733;0.0618;-0.0327;-0.0503;-0.2632;0.1579;2.386;74210;2020-06-05 23:03:04:767
1.654;-0.274;-9.714;-0.0537;-0.1512;-0.058;-0.4211;0.1053;2.7368;74311;2020-06-05 23:03:04:868
1.774;-0.326;-10.027;0.1014;-0.2141;-0.3647;-0.5614;0.0351;2.8772;74411;2020-06-05 23:03:04:968
1.95;-0.292;-10.089;0.3298;-0.1851;-0.4177;-0.4386;-0.0877;2.7368;74511;2020-06-05 23:03:05:068
2.16;-0.312;-10.471;0.6201;-0.0981;-0.7884;-0.193;0.1404;2.1579;74611;2020-06-05 23:03:05:168
2.338;-0.381;-10.352;0.6428;0.0298;-0.6859;-0.0702;0.0175;1.5614;74711;2020-06-05 23:03:05:268
2.479;-0.43;-10.773;0.9913;0.0681;-1.0927;-0.0702;0.0175;0.4035;74811;2020-06-05 23:03:05:368
2.462;-0.371;-10.525;0.9269;0.0733;-0.8494;-0.0702;-0.0526;-0.386;74911;2020-06-05 23:03:05:468
2.36;-0.241;-10.604;0.8918;0.062;-0.9126;0.1579;0.0702;-1.5088;75010;2020-06-05 23:03:05:567
2.128;-0.302;-10.241;0.5481;0.043;-0.5686;0.4561;-0.0526;-2.1053;75111;2020-06-05 23:03:05:668
2.03;-0.416;-10.451;0.4549;0.0509;-0.7829;0.5439;0.0526;-2.7544;75211;2020-06-05 23:03:05:768
1.837;-0.45;-9.975;0.0734;0.0433;-0.3409;0.4912;-0.0175;-2.9298;75311;2020-06-05 23:03:05:868
1.72;-0.253;-9.999;0.0187;0.0951;-0.3473;0.2632;-0.0702;-2.8246;75411;2020-06-05 23:03:05:968
1.544;0.039;-9.474;-0.1964;0.1269;0.1766;0.2456;-0.0175;-2.4211;75511;2020-06-05 23:03:06:068
1.552;0.146;-9.524;-0.1675;0.1863;0.1306;0.2982;0.0702;-1.5439;75611;2020-06-05 23:03:06:168
1.538;0.187;-9.253;-0.2159;0.2867;0.395;0.2456;-0.0351;-0.807;75711;2020-06-05 23:03:06:268
1.596;0.166;-9.536;-0.0288;0.323;0.1338;-0.0351;0.0175;0.3158;75811;2020-06-05 23:03:06:368
1.551;0.083;-9.318;-0.1543;0.1598;0.3389;-0.2807;0.0702;1.0702;75911;2020-06-05 23:03:06:468
1.562;0.051;-9.581;-0.0628;0.0232;0.0901;-0.4737;-0.0351;2.0351;76011;2020-06-05 23:03:06:568
1.552;-0.007;-9.569;-0.0757;-0.0981;0.1012;-0.4035;-0.0175;2.5439;76111;2020-06-05 23:03:06:668
1.725;-0.233;-9.994;0.1278;-0.1895;-0.3184;-0.3333;0.1053;2.9298;76211;2020-06-05 23:03:06:768
1.895;-0.423;-10.014;0.1647;-0.2029;-0.3637;-0.386;0.1404;2.9123;76311;2020-06-05 23:03:06:868
2.097;-0.468;-10.485;0.474;-0.1758;-0.818;-0.4386;0.0702;2.4737;76410;2020-06-05 23:03:06:967
2.247;-0.328;-10.294;0.5413;-0.1304;-0.6388;-0.4737;0.1053;1.9649;76510;2020-06-05 23:03:07:067
2.387;-0.22;-10.585;0.7972;-0.0484;-0.9096;-0.0877;0.0;0.8772;76611;2020-06-05 23:03:07:168
2.427;-0.286;-10.417;0.7631;0.0113;-0.7571;0.1228;0.0702;0.1053;76711;2020-06-05 23:03:07:268
2.456;-0.393;-10.712;0.8435;0.0171;-1.0475;0.2281;0.0175;-1.0526;76811;2020-06-05 23:03:07:368
2.327;-0.419;-10.431;0.6146;-0.01;-0.7837;0.2456;-0.0351;-1.7544;76910;2020-06-05 23:03:07:467
2.126;-0.365;-10.431;0.5147;-0.0639;-0.7623;0.2807;-0.0526;-2.5439;77010;2020-06-05 23:03:07:567
1.836;-0.268;-9.919;0.105;-0.1042;-0.2677;0.4035;0.0702;-2.8246;77111;2020-06-05 23:03:07:668
1.741;-0.211;-9.93;-3.0E-4;-0.0275;-0.2809;0.5965;0.0175;-2.8246;77211;2020-06-05 23:03:07:768
1.604;-0.162;-9.59;-0.2016;0.1093;0.0452;0.5614;-0.0175;-2.5965;77311;2020-06-05 23:03:07:868
1.614;-0.069;-9.706;-0.1174;0.2021;-0.0572;0.2807;0.0;-1.9474;77411;2020-06-05 23:03:07:968
1.557;0.057;-9.403;-0.2641;0.2211;0.2317;0.0877;0.0702;-1.3333;77510;2020-06-05 23:03:08:067
1.551;0.284;-9.414;-0.1646;0.2816;0.2414;-0.0175;-0.0702;-0.2281;77610;2020-06-05 23:03:08:167
1.52;0.27;-9.25;-0.2299;0.2827;0.3993;-0.0175;0.0877;0.5263;77712;2020-06-05 23:03:08:269
1.585;0.089;-9.559;-0.1219;0.2413;0.0968;-0.0877;0.0175;1.5965;77811;2020-06-05 23:03:08:368
1.616;-0.077;-9.597;-0.1321;0.1779;0.0492;-0.3333;0.1053;2.193;77910;2020-06-05 23:03:08:467
1.708;-0.235;-9.927;0.0997;0.0099;-0.2562;-0.5614;0.0;2.6842;78010;2020-06-05 23:03:08:567
1.792;-0.237;-9.893;0.116;-0.1462;-0.231;-0.614;0.1404;2.7719;78111;2020-06-05 23:03:08:668
1.94;-0.258;-10.168;0.3624;-0.1612;-0.4896;-0.3333;-0.1053;2.5789;78211;2020-06-05 23:03:08:768
2.187;-0.347;-10.357;0.5538;-0.111;-0.6902;-0.2281;0.1754;2.193;78311;2020-06-05 23:03:08:868
2.349;-0.407;-10.576;0.7423;-0.0839;-0.9073;-0.1754;0.0175;1.2807;78411;2020-06-05 23:03:08:968
2.419;-0.336;-10.435;0.7199;-0.0744;-0.7802;-0.1404;0.0;0.2807;78512;2020-06-05 23:03:09:069
2.444;-0.26;-10.639;0.8324;-0.0706;-0.9675;-0.0351;-0.1579;-0.3684;78610;2020-06-05 23:03:09:167
2.279;-0.221;-10.316;0.5685;-0.1328;-0.6601;0.2281;0.1053;-1.4211;78711;2020-06-05 23:03:09:268
2.175;-0.294;-10.386;0.4705;-0.1419;-0.7298;0.4737;-0.0702;-1.9825;78811;2020-06-05 23:03:09:368
1.972;-0.427;-10.096;0.2029;-0.1979;-0.453;0.4737;-0.0526;-2.5789;78911;2020-06-05 23:03:09:468
1.848;-0.322;-10.137;0.1522;-0.1524;-0.4796;0.3509;-0.1053;-2.7368;79011;2020-06-05 23:03:09:568
1.644;-0.142;-9.602;-0.1097;-0.1483;0.0466;0.3158;-0.0175;-2.5439;79111;2020-06-05 23:03:09:668
1.594;0.031;-9.646;-0.0366;-0.0328;0.0239;0.3333;-0.1228;-2.1754;79211;2020-06-05 23:03:09:768
1.549;0.144;-9.289;-0.2148;0.1362;0.3577;0.3684;0.1228;-1.3333;79311;2020-06-05 23:03:09:868
1.581;0.113;-9.425;-0.1251;0.2263;0.2314;0.2807;-0.1228;-0.6491;79410;2020-06-05 23:03:09:967
1.573;0.117;-9.328;-0.1928;0.2477;0.3175;-0.1228;0.0877;0.386;79511;2020-06-05 23:03:10:068
1.58;0.147;-9.399;-0.1288;0.2299;0.2573;-0.2456;-0.1053;1.0877;79611;2020-06-05 23:03:10:168
1.557;0.059;-9.402;-0.2109;0.1195;0.2438;-0.3158;0.1053;1.9649;79711;2020-06-05 23:03:10:268
1.641;-0.079;-9.665;-0.0294;0.087;-0.0031;-0.2281;-0.193;2.4035;79812;2020-06-05 23:03:10:369
1.755;-0.215;-9.984;0.1498;0.1044;-0.3149;-0.2807;0.2105;2.6842;79910;2020-06-05 23:03:10:467
1.948;-0.423;-10.15;0.3312;0.0488;-0.4891;-0.3684;0.0;2.6316;80011;2020-06-05 23:03:10:568
2.077;-0.391;-10.337;0.5178;0.0417;-0.6648;-0.4912;0.0526;2.1404;80111;2020-06-05 23:03:10:668
2.263;-0.262;-10.461;0.8088;0.0135;-0.7667;-0.3509;-0.1404;1.6491;80210;2020-06-05 23:03:10:767
2.367;-0.208;-10.592;0.9199;0.0218;-0.8954;-0.0351;0.1754;0.5965;80310;2020-06-05 23:03:10:867
2.424;-0.282;-10.531;0.9159;0.0599;-0.847;0.1754;-0.1228;-0.1053;80411;2020-06-05 23:03:10:968
2.438;-0.397;-10.703;0.8914;0.0214;-1.0281;0.1404;0.0526;-1.193;80511;2020-06-05 23:03:11:068
2.278;-0.389;-10.491;0.6857;-0.0797;-0.8194;0.1404;-0.1228;-1.8246;80610;2020-06-05 23:03:11:167
2.121;-0.294;-10.367;0.4725;-0.1504;-0.701;0.2632;0.0526;-2.4737;80710;2020-06-05 23:03:11:267
1.873;-0.208;-10.053;0.2438;-0.181;-0.3827;0.4386;-0.1579;-2.6667;80811;2020-06-05 23:03:11:368
1.698;-0.214;-9.737;-0.0438;-0.1409;-0.0866;0.5088;0.1579;-2.5965;80911;2020-06-05 23:03:11:468
1.662;-0.154;-9.725;-0.028;-0.0479;-0.0656;0.4211;-0.193;-2.3333;81011;2020-06-05 23:03:11:568
1.594;0.065;-9.476;-0.0409;0.0508;0.1934;0.1053;0.0351;-1.6316;81111;2020-06-05 23:03:11:668
1.561;0.219;-9.387;-0.0226;0.0866;0.29;0.0351;-0.1053;-0.9825;81211;2020-06-05 23:03:11:768
1.573;0.28;-9.441;-0.0121;0.0864;0.2348;0.0;0.1754;0.0877;81311;2020-06-05 23:03:11:868
1.545;0.211;-9.31;-0.0931;0.0935;0.3582;0.0175;-0.1404;0.8246;81410;2020-06-05 23:03:11:967
1.616;0.062;-9.625;0.0039;0.0867;0.0482;-0.193;0.2281;1.8421;81510;2020-06-05 23:03:12:067
1.632;-0.161;-9.583;-0.1016;-0.0324;0.0684;-0.386;0.0;2.2982;81610;2020-06-05 23:03:12:167
1.689;-0.189;-9.845;-0.0044;-0.0665;-0.1864;-0.4912;0.0526;2.6842;81710;2020-06-05 23:03:12:267
1.818;-0.253;-9.927;0.1753;-0.0935;-0.2602;-0.3684;-0.1053;2.7368;81811;2020-06-05 23:03:12:368
1.988;-0.288;-10.249;0.3965;-0.0304;-0.5758;-0.2281;0.1404;2.4035;81911;2020-06-05 23:03:12:468
2.187;-0.385;-10.302;0.6304;0.0784;-0.6308;-0.1228;-0.1053;1.9474;82010;2020-06-05 23:03:12:567
2.381;-0.448;-10.664;0.8953;0.0838;-0.9851;-0.2281;0.1579;0.9649;82110;2020-06-05 23:03:12:667
2.403;-0.296;-10.477;0.9138;0.1072;-0.7925;-0.1754;-0.1579;0.2281;82211;2020-06-05 23:03:12:768
2.369;-0.208;-10.451;0.8799;0.0915;-0.7627;0.1053;0.1053;-0.8596;82311;2020-06-05 23:03:12:868
2.276;-0.292;-10.39;0.7519;0.0572;-0.7088;0.3509;-0.1053;-1.5263;82411;2020-06-05 23:03:12:968
2.1;-0.419;-10.302;0.4485;0.0298;-0.6458;0.4211;0.1228;-2.3333;82511;2020-06-05 23:03:13:068
1.946;-0.414;-10.139;0.2516;0.0222;-0.4897;0.4211;-0.2105;-2.6667;82611;2020-06-05 23:03:13:168
1.772;-0.275;-9.966;0.0867;-0.0474;-0.3079;0.2281;0.0351;-2.807;82711;2020-06-05 23:03:13:268
1.638;-0.082;-9.675;-0.0638;-0.022;-0.0173;0.2807;-0.0526;-2.614;82811;2020-06-05 23:03:13:368
1.605;0.059;-9.536;-0.1379;0.047;0.1206;0.3509;0.0702;-1.9474;82911;2020-06-05 23:03:13:468
1.563;0.112;-9.431;-0.0802;0.1561;0.2369;0.3333;-0.1754;-1.3509;83011;2020-06-05 23:03:13:568
1.611;0.124;-9.61;0.0126;0.2049;0.0652;0.0;0.1404;-0.3158;83110;2020-06-05 23:03:13:667
1.565;0.137;-9.344;-0.0842;0.1297;0.323;-0.1754;-0.1053;0.4035;83210;2020-06-05 23:03:13:767
1.582;0.19;-9.507;0.0154;0.064;0.139;-0.3509;0.0526;1.4561;83310;2020-06-05 23:03:13:867
1.553;0.071;-9.481;-0.0628;-0.09;0.1903;-0.2807;-0.0526;2.0526;83411;2020-06-05 23:03:13:968
1.656;-0.086;-9.829;0.034;-0.1248;-0.1575;-0.2632;0.193;2.6491;83511;2020-06-05 23:03:14:068
1.77;-0.339;-9.899;0.0563;-0.1461;-0.2452;-0.3158;-0.0351;2.807;83611;2020-06-05 23:03:14:168
1.941;-0.402;-10.291;0.3023;-0.1287;-0.6261;-0.5088;0.193;2.6316;83711;2020-06-05 23:03:14:268
2.075;-0.318;-10.152;0.3717;-0.1011;-0.4968;-0.4561;-0.0351;2.2982;83810;2020-06-05 23:03:14:367
2.314;-0.244;-10.489;0.734;0.0113;-0.8138;-0.1754;0.0526;1.5263;83911;2020-06-05 23:03:14:468
2.382;-0.294;-10.41;0.8117;0.072;-0.7368;0.0351;-0.0702;0.7544;84011;2020-06-05 23:03:14:568
2.445;-0.365;-10.588;0.8564;0.1249;-0.9233;0.1053;0.1228;-0.3684;84111;2020-06-05 23:03:14:668
2.352;-0.38;-10.366;0.7536;0.0977;-0.7023;0.1404;-0.1754;-1.1053;84211;2020-06-05 23:03:14:768
2.297;-0.343;-10.551;0.7828;0.0675;-0.8707;0.1754;0.0526;-2.0351;84312;2020-06-05 23:03:14:869
-0.849;-0.715;-11.577;-2.5431;-0.4987;-1.9202;-0.0526;0.2632;-1.614;84411;2020-06-05 23:03:14:968
3.483;0.846;-9.567;2.1705;0.8085;0.1514;-0.2982;-0.9474;-1.6491;84511;2020-06-05 23:03:15:068
0.147;1.869;-9.487;-0.8843;0.8098;0.2076;-1.386;-0.5439;-0.2105;84610;2020-06-05 23:03:15:167
0.843;2.941;-10.283;0.0123;0.618;-0.7917;-2.5789;-0.2281;-0.2982;84710;2020-06-05 23:03:15:267
0.951;5.108;-9.374;0.4859;0.135;-0.9346;-2.0526;-0.2281;-0.1228;84810;2020-06-05 23:03:15:367
0.685;6.396;-8.45;0.1431;0.463;-0.6605;-0.9474;0.2632;0.2632;84910;2020-06-05 23:03:15:467
0.975;6.853;-6.844;-0.0193;-0.0308;0.0694;-1.1579;0.0877;0.3158;85010;2020-06-05 23:03:15:567
1.471;7.014;-6.407;0.2941;-0.3781;-0.0712;-0.9825;0.0702;0.1579;85110;2020-06-05 23:03:15:667
1.562;7.474;-5.548;0.2566;-0.453;0.076;-0.5263;-0.0351;0.0877;85211;2020-06-05 23:03:15:768
1.291;8.298;-5.208;0.0366;0.1084;0.0386;-0.4912;-0.2632;0.0175;85311;2020-06-05 23:03:15:868
1.296;8.184;-4.875;0.0622;-0.2042;0.0531;-0.5088;-0.0702;0.0;85411;2020-06-05 23:03:15:968
1.472;8.159;-4.47;0.2048;-0.4724;0.0092;-0.2982;0.0526;0.0526;85511;2020-06-05 23:03:16:068
1.358;8.062;-4.179;0.1049;-0.6336;0.1784;-0.1228;0.0351;-0.1228;85611;2020-06-05 23:03:16:168
1.357;8.546;-4.527;0.1225;-0.1166;-0.0992;0.0;0.0702;-0.0877;85711;2020-06-05 23:03:16:268
1.393;8.763;-4.253;0.1504;0.0897;0.1516;0.0351;-0.0702;0.0526;85811;2020-06-05 23:03:16:368
1.523;9.002;-4.242;0.3207;0.2929;0.1028;-0.0351;-0.1579;0.0;85911;2020-06-05 23:03:16:468
1.474;9.176;-3.573;0.2722;0.3406;0.509;-0.2632;-0.0877;0.0702;86011;2020-06-05 23:03:16:568
