sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.169;7.095;-5.875;-0.5103;0.152;1.0173;2.6316;4.1404;-1.614;12;2020-06-05 23:01:50:569
1.429;4.738;-7.55;0.0962;-0.2436;0.7913;2.1579;0.4561;-1.1579;111;2020-06-05 23:01:50:668
1.589;3.89;-8.806;0.0345;0.1938;0.1434;1.8421;1.0526;-0.8947;211;2020-06-05 23:01:50:768
2.02;2.547;-11.193;0.2143;-0.1219;-1.9309;0.6842;-0.1579;-0.8596;311;2020-06-05 23:01:50:868
2.292;2.801;-11.053;0.3328;0.2551;-1.7874;0.2281;0.1404;-0.0877;411;2020-06-05 23:01:50:968
2.023;2.503;-9.853;0.2423;0.1799;-0.4934;0.3684;-0.6491;-0.3684;511;2020-06-05 23:01:51:068
2.13;1.397;-10.633;0.763;-0.351;-1.0807;0.4561;0.4561;-0.4912;611;2020-06-05 23:01:51:168
1.092;1.116;-10.762;-0.4593;-0.2968;-1.1824;0.3333;0.2632;-0.1053;711;2020-06-05 23:01:51:268
1.746;0.854;-9.811;0.1541;-0.4565;-0.2236;-0.1579;-0.2807;0.0526;811;2020-06-05 23:01:51:368
1.735;0.951;-10.959;0.4402;-0.4126;-1.3343;-0.0175;-0.2807;-0.0526;911;2020-06-05 23:01:51:468
1.875;1.496;-9.772;-0.0589;-0.0059;-0.276;-0.0526;0.7018;0.0;1011;2020-06-05 23:01:51:568
2.284;1.149;-9.617;-9.0E-4;-0.0558;-0.1566;0.3333;0.1228;0.0351;1111;2020-06-05 23:01:51:668
2.312;0.814;-9.743;0.2358;-0.0637;-0.1989;0.614;-0.4737;-0.1228;1211;2020-06-05 23:01:51:768
1.438;0.123;-10.64;-0.7651;-0.2922;-1.093;0.193;0.7018;0.0351;1311;2020-06-05 23:01:51:868
2.763;-0.229;-9.853;-0.0953;-0.7326;-0.4857;-0.1754;0.1228;-0.2632;1411;2020-06-05 23:01:51:968
2.995;0.495;-10.454;0.5579;-0.2089;-0.9506;-0.1754;-0.8421;-0.0526;1511;2020-06-05 23:01:52:068
2.174;0.472;-9.936;-0.1304;-0.2356;-0.4302;0.1404;-0.0702;0.2105;1611;2020-06-05 23:01:52:168
1.992;0.441;-9.918;-0.376;-0.1839;-0.4221;0.0175;0.1404;0.3333;1711;2020-06-05 23:01:52:268
2.476;0.444;-9.513;-0.0639;-0.1144;-0.0574;-0.0526;-0.2105;0.1228;1811;2020-06-05 23:01:52:368
2.578;0.438;-9.747;0.0474;-0.0776;-0.2865;0.0351;0.0877;0.2281;1911;2020-06-05 23:01:52:468
2.716;0.439;-10.089;0.2327;0.0578;-0.6096;0.0175;-0.0351;0.193;2011;2020-06-05 23:01:52:568
2.583;0.069;-9.787;0.0731;-0.2255;-0.3585;0.0;0.0702;0.4211;2111;2020-06-05 23:01:52:668
2.418;0.179;-9.611;-0.1133;-0.0355;-0.1391;0.0;-0.3158;0.5088;2211;2020-06-05 23:01:52:768
2.476;0.107;-10.097;0.1046;0.0084;-0.5819;0.0702;-0.0526;0.3333;2311;2020-06-05 23:01:52:868
2.371;-0.002;-9.775;-0.1028;0.0186;-0.2855;0.0;0.1404;0.2807;2411;2020-06-05 23:01:52:968
2.109;-0.033;-9.162;-0.4212;-0.0306;0.3126;-0.2105;-0.1228;0.4737;2511;2020-06-05 23:01:53:068
2.845;-0.572;-10.648;0.7203;-0.6146;-1.0744;-0.2281;0.2281;0.5789;2611;2020-06-05 23:01:53:168
2.834;-0.021;-10.287;0.5896;0.0387;-0.7408;0.0877;0.0175;0.4561;2712;2020-06-05 23:01:53:269
2.773;-0.235;-9.411;0.3492;-0.0765;0.0901;0.0;-0.1404;0.0526;2811;2020-06-05 23:01:53:368
2.215;-0.106;-9.884;-0.1583;0.0354;-0.3699;-0.0351;-0.2281;0.2632;2911;2020-06-05 23:01:53:468
2.036;0.073;-10.655;0.1663;0.3525;-1.0323;-0.0351;0.2632;0.4737;3011;2020-06-05 23:01:53:568
2.116;-0.383;-9.693;-0.1279;-0.0884;-0.1511;-0.0877;0.2105;0.3684;3111;2020-06-05 23:01:53:668
3.031;0.38;-10.437;0.8945;0.6615;-0.8701;-0.1579;-0.0702;0.3509;3211;2020-06-05 23:01:53:768
2.49;-0.05;-9.138;0.3604;0.0913;0.4336;-0.2105;0.0;0.2281;3311;2020-06-05 23:01:53:868
2.153;0.05;-9.868;0.2222;0.0883;-0.2534;-0.0175;-0.0351;-0.1053;3411;2020-06-05 23:01:53:968
1.935;-0.037;-9.575;-0.1476;0.0826;0.0072;0.386;0.2456;0.0;3511;2020-06-05 23:01:54:068
2.099;-0.304;-9.757;0.0111;0.1787;-0.1874;0.0877;-0.2982;0.1053;3611;2020-06-05 23:01:54:168
2.15;-0.6;-9.954;0.2467;-0.1823;-0.3429;-0.193;0.0351;0.1053;3711;2020-06-05 23:01:54:268
2.235;-0.351;-9.801;0.1194;-0.0143;-0.2312;-0.0702;-0.0877;0.0351;3811;2020-06-05 23:01:54:368
2.253;-0.07;-10.04;0.3509;0.2475;-0.4248;0.0;-0.1754;0.0877;3911;2020-06-05 23:01:54:468
1.944;-0.049;-9.739;-0.0196;0.2708;-0.1363;0.0175;0.0;0.2456;4011;2020-06-05 23:01:54:568
2.067;-0.13;-10.382;0.1177;0.2835;-0.7799;0.0175;0.0;0.3509;4111;2020-06-05 23:01:54:668
1.978;-0.183;-9.682;-0.0672;0.2196;-0.0994;-0.0526;-0.2456;0.4561;4212;2020-06-05 23:01:54:769
2.341;-0.623;-10.029;0.5867;-0.163;-0.3915;0.0526;-0.1053;0.2456;4311;2020-06-05 23:01:54:868
2.278;-0.462;-9.907;0.33;0.1253;-0.3137;0.1579;0.1053;-0.0702;4411;2020-06-05 23:01:54:968
2.014;-0.339;-10.142;0.048;0.3124;-0.5565;-0.0526;-0.0526;0.0;4511;2020-06-05 23:01:55:068
1.95;-0.183;-9.807;0.0777;0.2233;-0.1893;-0.2456;-0.2456;-0.0351;4611;2020-06-05 23:01:55:168
1.983;-0.118;-9.896;0.1751;0.0556;-0.259;-0.1579;0.1053;-0.0175;4711;2020-06-05 23:01:55:268
2.012;0.002;-9.866;0.0636;0.2344;-0.2577;0.1579;0.0175;0.0877;4811;2020-06-05 23:01:55:368
1.988;-0.057;-10.119;0.1365;0.3146;-0.4959;0.1228;-0.1228;0.1404;4911;2020-06-05 23:01:55:468
2.196;-0.773;-9.796;0.3303;-0.3366;-0.1784;0.1053;-0.0877;-0.0877;5011;2020-06-05 23:01:55:568
2.066;-0.253;-9.984;0.1754;0.2372;-0.3738;-0.0175;0.1404;0.0351;5111;2020-06-05 23:01:55:668
2.098;-0.215;-9.749;0.2549;0.151;-0.1241;-0.1404;-0.2281;0.0;5211;2020-06-05 23:01:55:768
1.982;0.052;-10.061;0.1497;0.2195;-0.4285;-0.1754;0.1228;0.0;5311;2020-06-05 23:01:55:868
1.951;0.09;-9.82;0.1159;0.2049;-0.1873;0.0526;-0.193;0.0877;5411;2020-06-05 23:01:55:968
2.019;0.025;-10.181;0.2199;0.2092;-0.5425;0.1228;0.1754;0.1404;5511;2020-06-05 23:01:56:068
2.208;-0.353;-9.96;0.3394;0.0295;-0.3406;0.1579;0.0;0.0175;5611;2020-06-05 23:01:56:168
2.139;-0.299;-9.968;0.2677;0.2207;-0.4805;0.0175;0.1053;0.0175;5711;2020-06-05 23:01:56:268
2.129;-0.195;-9.769;0.1938;0.1921;-0.163;-0.1754;-0.193;0.0;5811;2020-06-05 23:01:56:368
1.851;-0.073;-9.949;0.1274;0.1076;-0.2967;-0.1579;-0.1754;0.0351;5912;2020-06-05 23:01:56:469
1.916;-0.161;-9.991;0.0906;0.0275;-0.3576;0.0526;0.2105;0.1579;6010;2020-06-05 23:01:56:567
2.077;-0.126;-9.883;0.1799;0.1422;-0.2653;0.1053;-0.0702;0.1053;6110;2020-06-05 23:01:56:667
2.039;-0.104;-10.084;0.1872;0.2233;-0.4593;-0.0526;-0.0175;0.1053;6211;2020-06-05 23:01:56:768
2.024;-0.1;-9.935;0.232;0.1134;-0.2958;-0.1404;-0.1228;0.1228;6311;2020-06-05 23:01:56:868
2.029;-0.089;-9.883;0.2318;0.1137;-0.2446;0.0702;0.2105;0.0;6411;2020-06-05 23:01:56:968
2.02;-0.179;-10.044;0.1936;0.1482;-0.4145;0.1579;-0.1579;-0.0526;6511;2020-06-05 23:01:57:068
2.132;-0.215;-9.941;0.2864;0.1492;-0.3165;0.0;0.1228;-0.0877;6611;2020-06-05 23:01:57:168
1.964;-0.108;-9.906;0.0653;0.2191;-0.2905;-0.0877;-0.0351;-0.0526;6711;2020-06-05 23:01:57:268
2.035;-0.116;-9.941;0.1857;0.1061;-0.3128;-0.0175;0.0702;-0.0351;6811;2020-06-05 23:01:57:368
2.132;-0.038;-9.978;0.3103;0.174;-0.3444;0.0;-0.1228;0.0;6911;2020-06-05 23:01:57:468
1.958;-0.004;-9.961;0.1121;0.201;-0.3318;0.0;0.1404;0.0175;7011;2020-06-05 23:01:57:568
1.98;-0.019;-9.999;0.1449;0.1898;-0.3678;0.0175;-0.1228;0.0351;7111;2020-06-05 23:01:57:668
2.004;-0.043;-9.978;0.1938;0.1742;-0.3423;-0.0175;0.0;0.0702;7211;2020-06-05 23:01:57:768
2.006;-0.082;-9.927;0.1467;0.1211;-0.3004;-0.0175;0.0702;0.0877;7311;2020-06-05 23:01:57:868
1.987;0.003;-9.99;0.1472;0.1852;-0.3592;-0.0351;0.0;0.1228;7411;2020-06-05 23:01:57:968
1.971;-0.041;-9.839;0.1428;0.1285;-0.2058;0.0;-0.1228;0.1053;7511;2020-06-05 23:01:58:068
2.004;-0.032;-9.971;0.1924;0.1506;-0.3349;0.0;0.1053;0.0877;7611;2020-06-05 23:01:58:168
2.0;-0.039;-9.901;0.1591;0.1448;-0.2704;0.0;-0.0526;0.1053;7711;2020-06-05 23:01:58:268
1.994;-0.047;-9.999;0.2007;0.1433;-0.3596;-0.0351;0.0;0.0702;7811;2020-06-05 23:01:58:368
2.006;-0.069;-9.976;0.2003;0.0991;-0.3385;0.0;0.0;0.0351;7911;2020-06-05 23:01:58:468
1.994;-0.007;-9.92;0.1714;0.1355;-0.2852;0.0;0.0175;0.0175;8011;2020-06-05 23:01:58:568
2.006;-0.057;-9.965;0.2015;0.0907;-0.3269;0.0175;-0.0877;0.0175;8111;2020-06-05 23:01:58:668
2.018;-0.046;-10.054;0.2457;0.1235;-0.4103;0.0175;0.0877;-0.0175;8211;2020-06-05 23:01:58:768
1.996;-0.043;-9.866;0.152;0.1167;-0.2356;0.0;0.0;-0.0351;8311;2020-06-05 23:01:58:868
2.01;-0.061;-9.967;0.1772;0.0857;-0.3343;0.0;0.0;-0.0526;8411;2020-06-05 23:01:58:968
1.972;0.001;-9.895;0.1512;0.1443;-0.2599;0.0351;-0.0351;-0.0702;8510;2020-06-05 23:01:59:067
1.995;-0.002;-9.963;0.1709;0.14;-0.3285;0.0351;0.1228;-0.0877;8610;2020-06-05 23:01:59:167
2.004;-0.075;-9.92;0.1317;0.0973;-0.2953;0.0526;-0.0351;-0.0702;8710;2020-06-05 23:01:59:267
1.999;-0.049;-10.082;0.177;0.1438;-0.448;0.0;0.0526;-0.0702;8811;2020-06-05 23:01:59:368
1.994;-0.025;-9.918;0.154;0.1519;-0.2871;0.0;0.0;-0.0877;8911;2020-06-05 23:01:59:468
2.018;-0.064;-9.979;0.143;0.096;-0.3546;0.0;0.0;-0.0877;9011;2020-06-05 23:01:59:568
2.002;-0.067;-9.981;0.1438;0.0962;-0.3534;0.0351;-0.0175;-0.0526;9111;2020-06-05 23:01:59:668
1.99;0.015;-10.109;0.1728;0.184;-0.4737;0.0175;0.1404;-0.0351;9211;2020-06-05 23:01:59:768
1.99;-0.064;-9.975;0.0892;0.1146;-0.356;0.0175;0.0;-0.0351;9311;2020-06-05 23:01:59:868
2.031;-0.069;-10.057;0.1655;0.1027;-0.431;0.0;-0.0351;-0.0175;9411;2020-06-05 23:01:59:968
1.978;0.028;-9.999;0.147;0.1834;-0.3661;-0.0175;0.0;0.0;9511;2020-06-05 23:02:00:068
2.015;-0.051;-10.121;0.1666;0.0985;-0.4913;-0.0175;0.0877;0.0;9611;2020-06-05 23:02:00:168
1.996;-0.021;-9.917;0.1126;0.1194;-0.2939;0.0;-0.0351;0.0175;9711;2020-06-05 23:02:00:268
2.004;-0.002;-10.057;0.208;0.1395;-0.4173;0.0;0.0702;0.0351;9811;2020-06-05 23:02:00:368
2.0;-0.076;-10.028;0.1736;0.0645;-0.3939;-0.0526;0.0877;0.0526;9910;2020-06-05 23:02:00:467
2.013;-0.038;-10.065;0.1794;0.0661;-0.4319;-0.0351;-0.0175;0.0526;10011;2020-06-05 23:02:00:568
1.988;-0.003;-9.907;0.1804;0.0912;-0.2688;0.0;-0.0351;0.0702;10111;2020-06-05 23:02:00:668
2.013;-0.068;-10.123;0.2022;0.0381;-0.4856;-0.0351;0.1228;0.0702;10211;2020-06-05 23:02:00:768
1.978;-0.051;-9.938;0.117;0.0576;-0.3102;0.0;0.0351;0.0702;10311;2020-06-05 23:02:00:868
1.982;-0.011;-9.948;0.1822;0.1064;-0.3086;0.0;-0.0175;0.0702;10411;2020-06-05 23:02:00:968
1.977;-0.059;-9.808;0.1386;0.0427;-0.1757;-0.0526;0.1053;0.0526;10511;2020-06-05 23:02:01:068
1.999;-0.019;-10.045;0.1578;0.0724;-0.4132;0.0;0.0526;0.0526;10611;2020-06-05 23:02:01:168
1.97;-0.021;-9.919;0.1412;0.0949;-0.2851;0.0351;-0.0526;0.0175;10711;2020-06-05 23:02:01:268
2.032;-0.094;-10.023;0.2198;0.0471;-0.3863;0.0;0.0351;0.0;10810;2020-06-05 23:02:01:367
1.995;-0.031;-10.045;0.146;0.1068;-0.4152;0.0;0.1404;0.0;10911;2020-06-05 23:02:01:468
1.989;-0.01;-9.985;0.1431;0.1318;-0.3547;0.0351;0.0;-0.0351;11011;2020-06-05 23:02:01:568
1.97;-0.029;-9.866;0.1322;0.1065;-0.234;0.0;0.0;-0.0702;11111;2020-06-05 23:02:01:668
2.017;-0.041;-10.015;0.1495;0.0933;-0.3887;0.0351;0.0526;-0.0877;11211;2020-06-05 23:02:01:768
2.002;-0.04;-9.92;0.1092;0.1305;-0.2993;0.0702;0.0175;-0.0877;11311;2020-06-05 23:02:01:868
1.994;-0.043;-10.041;0.1642;0.1405;-0.4083;0.0;-0.0526;-0.1228;11411;2020-06-05 23:02:01:968
2.019;-0.032;-10.089;0.156;0.1294;-0.4623;0.0;0.1053;-0.1228;11511;2020-06-05 23:02:02:068
1.989;-0.011;-10.005;0.115;0.134;-0.3802;0.0175;0.0351;-0.1053;11611;2020-06-05 23:02:02:168
1.956;0.002;-9.905;0.1176;0.1275;-0.273;0.0;-0.0351;-0.1053;11711;2020-06-05 23:02:02:268
1.989;-0.016;-9.98;0.1536;0.1097;-0.3475;0.0351;0.0;-0.0702;11811;2020-06-05 23:02:02:368
1.987;-0.041;-9.987;0.1153;0.0895;-0.3615;0.0;0.0877;-0.0526;11911;2020-06-05 23:02:02:468
1.971;-0.017;-10.009;0.1433;0.094;-0.3748;-0.0175;-0.0702;0.0;12011;2020-06-05 23:02:02:568
1.959;-0.009;-9.897;0.1404;0.0815;-0.2609;-0.0175;0.0175;0.0;12111;2020-06-05 23:02:02:668
1.978;-0.031;-9.951;0.1375;0.0559;-0.319;0.0;0.0351;0.0351;12211;2020-06-05 23:02:02:768
1.978;-0.043;-9.993;0.1325;0.0407;-0.3619;-0.0175;-0.0175;0.0877;12311;2020-06-05 23:02:02:868
1.983;-0.011;-10.004;0.1908;0.0863;-0.363;0.0;-0.0351;0.1228;12411;2020-06-05 23:02:02:968
1.978;-0.047;-9.882;0.1183;0.0477;-0.2538;-0.0351;0.0877;0.1228;12511;2020-06-05 23:02:03:068
1.984;-0.025;-9.881;0.1495;0.0448;-0.2477;-0.0351;-0.0702;0.1228;12611;2020-06-05 23:02:03:168
1.97;-0.035;-9.913;0.1684;0.0436;-0.2736;0.0;-0.0175;0.1404;12711;2020-06-05 23:02:03:268
1.99;-0.037;-9.923;0.1751;0.0588;-0.2862;0.0;0.0351;0.1228;12811;2020-06-05 23:02:03:368
1.97;-0.025;-9.832;0.1146;0.084;-0.2031;0.0;0.0351;0.0877;12911;2020-06-05 23:02:03:468
2.01;-0.069;-9.96;0.1974;0.0571;-0.3231;0.0175;-0.0877;0.0702;13011;2020-06-05 23:02:03:568
1.993;-0.057;-9.925;0.1536;0.0664;-0.2932;-0.0175;0.0526;0.0175;13111;2020-06-05 23:02:03:668
1.977;0.002;-9.86;0.1307;0.1125;-0.2293;0.0175;-0.0175;-0.0175;13211;2020-06-05 23:02:03:768
2.013;-0.067;-9.92;0.1783;0.0733;-0.2875;0.0526;-0.0351;-0.0351;13311;2020-06-05 23:02:03:868
2.001;-0.063;-9.957;0.1792;0.1023;-0.3225;0.0351;0.0;-0.0702;13411;2020-06-05 23:02:03:968
1.999;-0.041;-9.945;0.1345;0.115;-0.3185;0.0175;0.0702;-0.1228;13511;2020-06-05 23:02:04:068
2.001;-0.059;-9.929;0.1556;0.106;-0.299;0.0526;-0.1228;-0.1404;13611;2020-06-05 23:02:04:168
2.012;-0.049;-9.971;0.1794;0.093;-0.3381;0.0;0.0;-0.1404;13711;2020-06-05 23:02:04:268
1.956;0.01;-9.889;0.1059;0.1355;-0.2593;0.0526;0.0175;-0.1404;13811;2020-06-05 23:02:04:368
1.977;-0.057;-9.953;0.1182;0.0994;-0.3254;0.0702;-0.0351;-0.1404;13911;2020-06-05 23:02:04:468
2.008;-0.061;-10.012;0.1922;0.0916;-0.3761;0.0;-0.0702;-0.1228;14011;2020-06-05 23:02:04:568
1.959;0.007;-9.949;0.1261;0.1397;-0.3161;0.0;0.0877;-0.0877;14111;2020-06-05 23:02:04:668
1.974;-0.023;-9.988;0.1227;0.0892;-0.3583;0.0;-0.0526;-0.0351;14211;2020-06-05 23:02:04:768
1.989;-0.039;-9.9;0.1552;0.0667;-0.2669;0.0;-0.0877;-0.0175;14311;2020-06-05 23:02:04:868
1.978;-0.015;-9.913;0.1634;0.0931;-0.2763;0.0175;0.0;0.0175;14411;2020-06-05 23:02:04:968
1.982;-0.055;-9.945;0.1235;0.0637;-0.3168;0.0;0.0526;0.0526;14511;2020-06-05 23:02:05:068
1.995;-0.04;-10.026;0.1946;0.0728;-0.3867;-0.0351;-0.0877;0.0702;14611;2020-06-05 23:02:05:168
1.98;-0.005;-9.911;0.1934;0.0905;-0.2689;-0.0175;0.0175;0.1053;14711;2020-06-05 23:02:05:268
1.99;-0.032;-9.96;0.1721;0.0604;-0.3238;-0.0175;-0.0175;0.1228;14811;2020-06-05 23:02:05:368
1.999;-0.014;-10.038;0.1937;0.0812;-0.3994;-0.0175;-0.0175;0.1228;14911;2020-06-05 23:02:05:468
2.004;-0.046;-9.967;0.2383;0.0699;-0.3213;0.0;0.0;0.1053;15011;2020-06-05 23:02:05:568
2.012;-0.068;-10.012;0.1894;0.0513;-0.3769;-0.0351;0.0702;0.1053;15111;2020-06-05 23:02:05:668
1.992;-0.047;-9.973;0.1688;0.0509;-0.3378;-0.0175;-0.0351;0.0702;15211;2020-06-05 23:02:05:768
2.004;-0.045;-10.057;0.2122;0.0692;-0.4161;0.0175;-0.0175;0.0526;15311;2020-06-05 23:02:05:868
2.0;-0.057;-9.913;0.174;0.0608;-0.2786;0.0175;-0.0175;0.0175;15411;2020-06-05 23:02:05:968
1.998;-0.046;-9.886;0.1268;0.0754;-0.2603;0.0;0.0526;0.0;15511;2020-06-05 23:02:06:068
2.006;-0.052;-10.044;0.199;0.0981;-0.4064;0.0351;-0.0175;-0.0175;15611;2020-06-05 23:02:06:168
1.977;-0.032;-9.949;0.15;0.1131;-0.3151;0.0;0.0175;-0.0526;15711;2020-06-05 23:02:06:268
1.98;-0.047;-9.863;0.1127;0.0867;-0.2367;0.0175;-0.0175;-0.0702;15811;2020-06-05 23:02:06:368
1.99;-0.017;-9.98;0.1563;0.1355;-0.3475;0.0526;0.0175;-0.0702;15911;2020-06-05 23:02:06:468
1.996;-0.044;-9.974;0.1831;0.133;-0.338;0.0351;0.0;-0.0877;16011;2020-06-05 23:02:06:568
1.998;-0.038;-9.889;0.1116;0.1287;-0.2669;0.0;0.0526;-0.1053;16111;2020-06-05 23:02:06:668
1.996;-0.057;-9.993;0.1369;0.1113;-0.3657;0.0175;-0.0351;-0.0877;16211;2020-06-05 23:02:06:768
1.976;0.0;-10.026;0.1533;0.1469;-0.3913;0.0;0.0;-0.0877;16311;2020-06-05 23:02:06:868
1.995;-0.045;-9.908;0.1316;0.0888;-0.2809;0.0175;-0.0175;-0.0702;16411;2020-06-05 23:02:06:968
2.002;-0.074;-9.909;0.1279;0.0743;-0.2842;0.0351;0.0351;-0.0526;16511;2020-06-05 23:02:07:068
1.99;-0.011;-10.059;0.1872;0.1334;-0.4206;0.0;0.0;-0.0351;16611;2020-06-05 23:02:07:168
2.008;-0.009;-10.023;0.1511;0.1153;-0.3917;-0.0175;0.0175;-0.0351;16711;2020-06-05 23:02:07:268
1.993;-0.065;-9.924;0.1318;0.0504;-0.2963;0.0;-0.0702;-0.0175;16811;2020-06-05 23:02:07:368
2.0;0.014;-9.976;0.208;0.1177;-0.335;-0.0175;0.0;0.0;16911;2020-06-05 23:02:07:468
1.996;-0.022;-10.046;0.1999;0.0797;-0.4058;0.0;0.0;0.0351;17011;2020-06-05 23:02:07:568
2.002;-0.058;-9.994;0.1725;0.0464;-0.3601;0.0;0.0351;0.0351;17111;2020-06-05 23:02:07:668
1.995;-0.019;-9.947;0.2008;0.0757;-0.3063;0.0;-0.0702;0.0526;17211;2020-06-05 23:02:07:768
1.999;-0.046;-10.057;0.2276;0.0509;-0.4121;-0.0351;0.0351;0.0702;17311;2020-06-05 23:02:07:868
1.98;-0.037;-9.89;0.1464;0.0518;-0.2567;0.0;-0.0351;0.0877;17411;2020-06-05 23:02:07:968
2.004;-0.037;-9.985;0.1913;0.0626;-0.3479;0.0;0.0;0.0702;17511;2020-06-05 23:02:08:068
2.013;-0.065;-10.023;0.2189;0.0628;-0.3827;0.0;0.0;0.0877;17611;2020-06-05 23:02:08:168
1.99;-0.067;-9.915;0.1443;0.069;-0.2846;-0.0175;0.0877;0.0877;17711;2020-06-05 23:02:08:268
1.954;-0.004;-9.816;0.1125;0.1226;-0.1846;0.0;-0.1053;0.0702;17811;2020-06-05 23:02:08:368
2.0;-0.026;-9.962;0.2006;0.1132;-0.3228;0.0;0.0;0.0526;17911;2020-06-05 23:02:08:468
1.986;-0.056;-9.9;0.1531;0.0934;-0.2673;0.0175;0.0;0.0351;18011;2020-06-05 23:02:08:568
1.974;-0.016;-9.859;0.1261;0.1489;-0.2294;0.0175;0.0175;0.0175;18111;2020-06-05 23:02:08:668
2.008;-0.082;-9.966;0.1905;0.1039;-0.331;0.0175;-0.0702;-0.0175;18211;2020-06-05 23:02:08:768
2.017;-0.053;-10.041;0.2156;0.1326;-0.403;0.0;0.0526;-0.0175;18311;2020-06-05 23:02:08:868
1.958;-0.001;-9.802;0.1059;0.1669;-0.1733;0.0526;-0.0702;-0.0526;18411;2020-06-05 23:02:08:968
1.99;-0.017;-9.963;0.1847;0.1712;-0.3258;0.0175;-0.0351;-0.0877;18511;2020-06-05 23:02:09:068
2.02;-0.068;-9.962;0.209;0.1283;-0.326;0.0351;0.0;-0.1228;18611;2020-06-05 23:02:09:168
1.981;-0.041;-9.956;0.1415;0.1432;-0.3252;0.0175;0.0351;-0.1228;18711;2020-06-05 23:02:09:268
1.988;-0.065;-9.912;0.1548;0.0968;-0.2796;0.0;-0.1053;-0.1228;18811;2020-06-05 23:02:09:368
2.017;-0.039;-10.047;0.2357;0.1006;-0.4045;0.0;0.0;-0.1404;18911;2020-06-05 23:02:09:468
1.981;-0.008;-9.888;0.1516;0.1015;-0.2541;0.0351;-0.0175;-0.1228;19011;2020-06-05 23:02:09:568
1.982;-0.025;-9.963;0.1702;0.0809;-0.3257;0.0;-0.0351;-0.0877;19111;2020-06-05 23:02:09:668
1.995;-0.037;-9.968;0.2055;0.068;-0.3266;0.0;-0.0351;-0.0702;19211;2020-06-05 23:02:09:768
1.981;-0.035;-9.967;0.1937;0.0572;-0.325;0.0;0.0351;-0.0351;19311;2020-06-05 23:02:09:868
1.96;-0.027;-9.856;0.1208;0.0349;-0.2236;-0.0175;-0.0877;0.0;19411;2020-06-05 23:02:09:968
1.975;-0.011;-9.979;0.1947;0.0495;-0.3355;0.0;-0.0175;0.0351;19511;2020-06-05 23:02:10:068
1.981;-0.014;-9.954;0.1865;0.0539;-0.3132;0.0;0.0351;0.0877;19611;2020-06-05 23:02:10:168
1.984;-0.063;-9.89;0.1598;0.0146;-0.2548;-0.0175;-0.0175;0.1053;19711;2020-06-05 23:02:10:268
1.972;-0.046;-9.896;0.1605;0.0478;-0.2586;0.0;-0.0877;0.1404;19811;2020-06-05 23:02:10:368
1.996;-0.04;-10.006;0.2247;0.062;-0.3612;-0.0175;0.0175;0.1404;19911;2020-06-05 23:02:10:468
1.984;-0.037;-9.833;0.1415;0.0598;-0.2015;0.0;-0.0175;0.1404;20011;2020-06-05 23:02:10:568
1.999;-0.05;-9.932;0.1772;0.0843;-0.297;0.0175;-0.0351;0.1579;20111;2020-06-05 23:02:10:668
1.989;-0.046;-10.004;0.1718;0.117;-0.3686;0.0;0.0351;0.1228;20211;2020-06-05 23:02:10:768
2.015;-0.079;-9.903;0.1604;0.1372;-0.3569;-0.0175;0.0;0.0877;20311;2020-06-05 23:02:10:868
2.004;-0.07;-9.832;0.1405;0.1033;-0.2056;0.0175;-0.1053;0.0351;20411;2020-06-05 23:02:10:968
2.002;-0.037;-9.997;0.2023;0.1394;-0.3585;0.0;0.0;0.0;20511;2020-06-05 23:02:11:068
1.99;-0.035;-9.933;0.1605;0.1361;-0.3;0.0175;0.0526;-0.0351;20611;2020-06-05 23:02:11:168
2.017;-0.076;-9.972;0.168;0.1241;-0.3433;0.0526;-0.0526;-0.0702;20711;2020-06-05 23:02:11:268
2.047;-0.111;-9.966;0.2066;0.0871;-0.3356;0.0;-0.0877;-0.1579;20811;2020-06-05 23:02:11:368
2.127;-0.189;-10.017;0.358;-0.0547;-0.3722;-0.0526;0.0702;-0.3333;20911;2020-06-05 23:02:11:468
1.905;0.032;-10.079;0.0137;0.1178;-0.4568;0.0877;-0.0526;-0.2105;21011;2020-06-05 23:02:11:568
2.144;-0.075;-10.375;0.3612;0.0346;-0.7324;0.0702;-0.1579;-0.2632;21111;2020-06-05 23:02:11:668
2.026;-0.079;-10.048;0.1662;0.0342;-0.42;0.0702;0.1404;-0.3509;21211;2020-06-05 23:02:11:768
1.947;-0.135;-10.252;0.0655;0.0178;-0.6288;0.1228;-0.0175;-0.386;21311;2020-06-05 23:02:11:868
1.99;-0.158;-9.886;0.116;0.0251;-0.2618;0.1579;-0.1053;-0.5263;21411;2020-06-05 23:02:11:968
2.134;-0.112;-9.953;0.3376;0.0539;-0.3137;0.0526;-0.0702;-0.5789;21511;2020-06-05 23:02:12:068
2.059;-0.26;-10.051;0.1894;-0.1052;-0.4255;0.1228;0.1404;-0.5789;21611;2020-06-05 23:02:12:168
1.958;-0.202;-9.742;0.0949;-0.037;-0.1154;0.1053;-0.193;-0.614;21711;2020-06-05 23:02:12:268
